date,source,review,new_reviews,rating,sentiment,review_len,word_count
2019,traveloka,"Tiket mudah digunakan. Agak menyesal karena tidak beli paket yang Universal ekspress via traveloka, karena ternyata kalau beli tiket di sana mahal sekali",tiket mudah agak sesal beli paket universal ekspress traveloka nyata beli tiket mahal,10,neutral,85,13
2019,traveloka,"Memesan di traveloka sangat puas dan tiba di TKP tinggal tunjukkan barcode scan and mulai deh pengalaman baru di universal, top dahh",mes traveloka puas tkp barcode scan deh alam universal dahh,8,positive,59,10
2019,traveloka,Setting studio untuk efek badai... bagus sekali...,atur studio efek badai bagus,8,positive,28,5
2019,traveloka,Fun. Namun sayang Transformer sedang dalam perbaikan.,fun sayang transformer dalam,9,positive,28,4
2019,traveloka,"Ok lah beli di traveloka, harga lebih murah dan ga perlu antri-antri beli tiket manual hehe",beli traveloka harga murah antri antri beli tiket manual,8,positive,56,9
2019,traveloka,Liburan terbaik bersama keluarga.,libur keluarga,10,positive,14,2
2020,traveloka,"Benar-benar merasakan suasana moment natal. Thanks traveloka, sangat mudah dan harga lbh murah.",benarbenar suasana moment natal terima kasih traveloka mudah harga lbh murah,9,positive,76,11
2020,traveloka,"Luar biasa menyenangkan, langsung bs scan di pintu masuk",senang scan pintu masuk,9,positive,23,4
2019,traveloka,"Bawa botol minuman kalau mau kesana, makanannya mahal-mahal",bawa botol minum kesana makan mahal mahal,10,negative,41,7
2019,traveloka,Sangat menyenangkan sayang terganggu cuaca hujan di sekitaran jam 3 sore sd jam 4.30,senang sayang ganggu cuaca hujan jam 3 sore sd jam 430,8,neutral,54,11
2019,traveloka,Pengalaman pertama mengunjungi USS di sore hingga malam hari. Suasana yg gemerlap dengan lampu-lampu. Sangat menyenangkan. Antrian saat itu pun tidak terlalu panjang.,alam unjung uss sore hingga malam suasana gemerlap lampulampu senang antri,8,positive,74,11
2017,traveloka,Sangat memuaskan dan menyenangkan. Mantap! Makasih.,muas senang mantap terima kasih,10,positive,31,5
2019,traveloka,The best moment with traveloka... Easy process.,moment traveloka easy process,10,neutral,29,4
2019,traveloka,Sangat mengagumkan seruuu banget pokoknya,kagum seruuu banget pokok,8,positive,25,4
2020,traveloka,"Roller coasternya parah sampe muntah-muntah, di traveloka gampang bgt sampe sentosa island langsung beli dan transfer, tiketnya langsung keluar dan bisa discan dari HP",roller coasternya parah muntahmuntah traveloka gampang banget sentosa island beli transfer tiket keluar discan hp,10,negative,113,15
2019,traveloka,"Di tengah keramaian antrian pembelian tiket yg mengular, saya langsung dipersilahkan check in, tanpa perlu antri untuk redeem/penukaran ticket, so it's your ticket... Langsung scan di scanner barcode, posisikan tiket adult, child atau senior, cuss langsung masuk, thanks traveloka",ramai antri beli tiket ular silah check antri redeem tukar ticket s ticket scan scanner barcode posisi tiket adult child senior cuss masuk terima kasih traveloka,10,positive,161,26
2020,traveloka,"Sangat menyenangkan, recommended untuk liburan keluarga",senang recommended libur keluarga,9,positive,33,4
2019,traveloka,"Naah keren bgt deh uss ini. Ada untuk anak, ada untuk dewasanya juga yg memacu adrenalin",naah keren banget deh uss anak dewasa pacu adrenalin,10,positive,52,9
2019,traveloka,Theme park yg menyenangkan. Permainan seru dan tersedia berbagai wahana untuk segala usia.,theme park senang main seru sedia wahana usia,8,positive,45,8
2019,traveloka,Beli tiket USS di traveloka banyak promo dan gampang... Pas masuk ke USS nya pun ga susah tinggal scan di hape dan cuss deh... Anak-anak senang walau pas liburan antrinya lumayan cukup panjang...,beli tiket uss traveloka promo gampang pas masuk uss susah scan hape cuss deh anakanak senang pas libur antri lumayan,9,positive,117,20
2019,traveloka,"Menyenangkan sekali... Gampang untuk masuknya, nggak perlu tukar tiket. Langsung scan barcode dan langsung bisa main sepuasnya. Sarannya sih tambahkan juga paket express tiket. Karena saat weekend itu antriannya luar biasa panjang...",senang gampang masuk tukar tiket scan barcode main puas saran sih paket express tiket weekend antri,10,positive,99,16
2019,traveloka,Karena hujan jadi beberapa ride ada yang di stop.,hujan ride,8,neutral,10,2
2020,traveloka,"Anak-anak sangat happy terutama saat nonton transformer, sangat tegang",anakanak bahagia utama nonton transformer tegang,8,positive,48,6
2019,traveloka,Tiket langsung bisa dipakai di pintu masuk tanpa antri,tiket pakai pintu masuk antri,8,neutral,29,5
2019,traveloka,Beli pas hari H tanpa ribet! Semua wahana sangat seru. Terbaik lah pokoknya,beli pas h ribet wahana seru pokok,10,positive,34,7
2019,traveloka,Sangat menyenangkan!!! Semua permainan seruu... Akan kesini lagi lagi dan lagi.....,senang main seruu kesini,9,positive,24,4
2020,traveloka,Permainannya asyik dan memacu adrenalin,main asyik pacu adrenalin,8,positive,25,4
2019,traveloka,Satu hari pun masih terasa kurang untuk mencoba semua wahana disini,asa coba wahana,10,neutral,15,3
2019,traveloka,Mantap untuk rekreasi modern bersama keluarga maupun teman-teman,mantap rekreasi modern keluarga temanteman,8,positive,42,5
2020,traveloka,Menyenangkan sekali bersama anak-anak menikmati berbagai macam wahana. Cuma ngantrinya panjang banget bisa sampai 1 jam...,senang anakanak nikmat wahana ngantrinya banget 1 jam,9,positive,53,8
2019,traveloka,Salah satu momen terbaik dalam hidup saya.,salah momen dalam,10,neutral,17,3
2019,traveloka,"Selalu seru datang kesini... Walaupun makin mahal aja tiketnya. Bagusnya cari promo tiket di traveloka sebelum datang kesini pake promo paketan dengan garden by the bay. Wajib beli souvenir di uss. Wajib main transformer, the mummy, space world sesame street dsb.",seru kesini mahal tiket bagus cari promo tiket traveloka kesini pakai promo paket garden bay wajib beli souvenir uss wajib main transformer mummy space sesame street,10,positive,165,26
2019,traveloka,Cukup bagus untuk dikunjungi tapi terlalu crowded,bagus kunjung crowded,6,positive,21,3
2019,traveloka,"Ini adalah kali kedua saya pergi ke sini karena ingin menyenangkan hati putri saya karena dapat nilai bagus di sekolah, 
Tapi seperti nya semua nya biasa saja tidak ada sesuatu yg baru utk dilihat 
Atau karena ini pengalaman kedua kali ya? Entahlah..
Tapi kalo untuk pembelian tiket di Traveloka itu enaknya juara karena kita gak harus antri ataupun print tiket, kita tinggal tunjukan e tiket nya dan langsung masuk dengan mudahnya
Makasih traveloka",pergi senang hati putri nilai bagus sekolah lihat alam iya beli tiket traveloka enak juara antri print tiket e tiket masuk mudah terima kasih traveloka,6,positive,151,25
2019,traveloka,"Menyenangkan, seru dan mengasikkan untuk dikunjungin kembali",senang seru mengasikkan dikunjungin,10,positive,35,4
2020,traveloka,Da best banget... Apalagi pas sepi gini,da banget pas sepi gin,9,positive,22,5
2017,traveloka,"Menyenangkan selama di universal studio, bermain dg banyak pilihan wahana permainan. Hanya sebagai masukan untuk anak dibawah 2 tahun masih free. Tidak diminta tiket masuk. Jadi tiket saya tidak terpakai 1 tiket karena umur anak saya 2 tahun. Tks",senang universal studio main dg pilih wahana main masuk anak 2 free tiket masuk tiket pakai 1 tiket umur anak 2 terima kasih,8,positive,124,23
2020,traveloka,"Sangat seru dan mengesankan, permainannya sangat menyenangkan dan anak-anak sangat menikmati selama di universal studio",seru kesan main senang anakanak nikmat universal studio,8,positive,55,8
2019,traveloka,"Mudah digunakan, tp karena high season jadi sangat padat",mudah high season padat,8,positive,23,4
2017,traveloka,"Asik sih ga perlu antri lagi untuk beli tiket uss, dan ga ada masalah saat scan tiket. Pengalaman uss kemaren jg menyenangkan walaupun panas tapi senang sekali. Terimakasih traveloka buat lebih mudah",asik sih antri beli tiket uss scan tiket alam uss senang panas senang terimakasih traveloka mudah,8,positive,97,16
2019,traveloka,"Ke dua kalinya ke universal studio puas dan seneng banget, cuma antrinya ga tahan pegel haha... Next time tetep pengen balik lagi inshaa allah",universal studio puas neng banget antri tahan gel tertawa time tetep ken inshaa allah,10,positive,85,14
2019,traveloka,"Tidak perlu tiker tiket lagi cuma tinggal tunjukkin tiket yang diprint sendiri, langsung masuk",tiker tiket tunjukkin tiket diprint masuk,9,neutral,41,6
2020,traveloka,"Great! Anak2 suka sekali, tapi sayangnya ada 1 wahana favorit yg tidak dioperasikan karena sedang dalam pemeliharaan, wahana transformer. Banyak pengunjung yang kecewa hari itu..",great anak2 suka sayang 1 wahana favorit operasi dalam pelihara wahana transformer unjung kecewa,9,neutral,96,14
2019,traveloka,Good place to spend your day,good place spend day,9,positive,20,4
2017,traveloka,Sangat memuaskan.dengan e voucher langsung masuk tanpa ribet harus tukar tiket fisik.,memuaskandengan e voucher masuk ribet tukar tiket fisik,10,negative,55,8
2020,traveloka,Pengalaman menarik untuk mengunjungi tempat ini sangat menarik,alam tarik unjung tarik,10,neutral,23,4
2017,traveloka,Permainan di Universal Studios Singapore seru sekali!,main universal studios singapore seru,8,positive,37,5
2019,traveloka,"Memudahkan sekali beli tiket USS di Traveloka Xperience, nyampe USS langsung tap aja tanpa ngantri, dan waktu beli tiket dapat potongan harga jadi lebih murah. Thank you so much traveloka",mudah beli tiket uss traveloka xperience nyampe uss tap antri beli tiket potong harga murah traveloka,10,positive,101,16
2019,traveloka,Cukup lengkap... bersih... teratur,lengkap bersih atur,9,positive,19,3
2019,traveloka,Redeem voucher mudah sekali. Tinggal tunjukkan tiket di aplikasi. Jadi tidak perlu dicetak. Sangat membantu karena mempersingkat waktu,redeem voucher mudah tiket aplikasi cetak bantu singkat,8,positive,55,8
2020,traveloka,"Keren, mudah untuk booking dan check in tiket",keren mudah booking check tiket,10,positive,31,5
2019,traveloka,"Beli tiket melalui traveloka sangat mudah langsung masuk dengan scan barcode aja. Gak perlu ngantri dapat discount banyak lagi. Beli 3 gratis 1 tiket masuk, terima kasih traveloka sangat membantu sekali",beli tiket traveloka mudah masuk scan barcode antri discount beli 3 gratis 1 tiket masuk terima kasih traveloka bantu,9,positive,117,19
2020,traveloka,"Asik dan sangat menyenangkan... promo travelokanya juga okeee, terima kasih traveloka",asik senang promo travelokanya okeee terima kasih traveloka,8,positive,59,8
2019,traveloka,"Enaknya beli tiket USS di traveloka, ga perlu antri beli tiket... Tinggal scan tiketnya di pintu masuk... Ga perlu print lagi",enak beli tiket uss traveloka antri beli tiket scan tiket pintu masuk print,9,positive,75,13
2017,traveloka,"Luar biasa, hal baru dari Traveloka tak ingin saya lewatkan. Fitur pemesanan tiket aktivitas dari Traveloka menambah sempurna liburan saya. Kemudahan dalam mengatur perjalanan saya bersama Traveloka.Terima kasih. Saya harap Traveloka dapat menambah tiket aktivitas di berbagai daerah dan semakin banyak.",traveloka fitur mesan tiket aktivitas traveloka sempurna libur mudah dalam atur jalan travelokaterima kasih harap traveloka tiket aktivitas daerah,10,neutral,146,19
2017,traveloka,"Harga lebih menarik, tidak ribet langsung masuk hanya menunjukkan hasil print.",harga tarik ribet masuk hasil print,8,negative,35,6
2017,traveloka,Seru sekaliiii,seru sekaliiii,10,positive,14,2
2019,traveloka,"Super nice, super mudah semuanya. Tapi perlu diingat kalo ke universal jangan bawa makanan kalo ga mau di anggurin atau bahkan dibuang. Daripada sewa loker ya..",super nice super mudah ingat universal bawa makan anggurin buang sewa loker iya,9,positive,79,13
2019,traveloka,Sangat menyenangkan terhibur dan gak bosen ini sudah yg 3x ke uss,senang hibur bosen 3x uss,9,positive,25,5
2019,traveloka,Universal Studio Singapore keren. Terima kasih traveloka.,universal studio singapore keren terima kasih traveloka,8,positive,55,7
2019,traveloka,Pengen balik kesini lagi karena waktunya kemarin terasa kurang dan belum coba semua wahana...,ken kesini asa coba wahana,9,positive,26,5
2019,traveloka,Penggunaannya praktis tinggal scan masuk aja,praktis scan masuk,9,positive,18,3
2019,traveloka,"Mantap tempatnya, cuma sayang bangku buat istirahat dan penghijauannya kurang",mantap sayang bangku istirahat hijau,8,positive,36,5
2020,traveloka,Keren banget... Kalo bawa anak ga cape ada penyewaan kereta baby loh. Pas datang ada live music dengan suara-suara merdu penyanyinya... Dan kita juga ke beberapa wahana yang semuanya hampir sempurna dan nyata... Tempatnya juga bersih pas banget ngajakin keluarga ke sini... Pastinya pengen balik lagi,keren banget bawa anak capek sewa kereta baby loh pas live music suarasuara merdu nyanyi wahana hampir sempurna nyata bersih pas banget ngajakin keluarga ken,8,positive,157,25
2019,traveloka,Recommend dan akan senang untuk datang lagi ke sana bersama anak-anak dan keluarga,recommend senang anakanak keluarga,8,positive,34,4
2020,traveloka,Sayang sekali belum bisa mencoba roller coaster ekstrimnya,sayang coba roller coaster ekstrimnya,8,neutral,37,5
2017,traveloka,"Seru, mudah, dan menyenangkan",seru mudah senang,8,positive,17,3
2019,traveloka,"Sangat senang membawa keluarga bermain di USS, anak-anak puas menikmati wahana permainan apalagi menonton Transformer 4D, kita seperti ikut merasakan ketegangan fighting disitu. Walaupun sudah ketiga kalinya bermain di USS tapi tidak akan bosan dan akan menikmati kembali permainan yang ada di tahun yang akan datang.",senang bawa keluarga main uss anakanak puas nikmat wahana main tonton transformer 4d tegang fighting situ main uss bosan nikmat main,8,positive,132,21
2017,traveloka,"Ga perlu ribet nge-print, nunjukin hp aja udah bisa masuk. Terbaiks!",ribet nge print nunjukin hp masuk terbaiks,10,negative,42,7
2017,traveloka,"Harga E-Ticket lebih murah daripada beli langsung,tidak perlu antri lagi,bisa langsung masuk dengan menunjukkan E-Ticket dari HP. Universal Studios Singapore bagus untuk liburan keluarga,wahananya banyak & keren-keren walau kurang menantang. Sayang disana tidak boleh bawa HP/kamera untuk mengambil gambar/merekam saat menaiki wahana,semua harus disimpan diloker dengan biaya tambahan. Antrian yang sangat panjang cukup membuang waktu,jadi tidak semua wahana bisa saya coba,saya sangat kurang puas.",harga e ticket murah beli antri masuk e ticket hp universal studios singapore bagus libur keluarga wahana keren keren tantang sayang bawa hp kamera ambil gambar rekam wahana simpan diloker biaya antri buang wahana coba puas,10,positive,223,36
2019,traveloka,Kerennn bangett dan sangat menyenangkan,kerennn bangett senang,8,positive,22,3
2020,traveloka,"Seru banget sih ini emang, cuma jangan pergi di weekend atau musim liburan. Karena bakalan antri banget buat maen wahananya.",seru banget sih pergi weekend musim libur antri banget main wahana,10,positive,66,11
2019,traveloka,"Amazing! Keluarga kami happy bermain disana, terutama di wahana mummy dan transformer",amazing keluarga bahagia main utama wahana mummy transformer,8,positive,60,8
2019,traveloka,"Tidak perlu menukar tiket, bisa langsung masuk dengan e-ticket",tukar tiket masuk e ticket,8,neutral,26,5
2019,traveloka,Sangat menyenangkan... dan gak perlu antri beli tiket masuk lagiii,senang antri beli tiket masuk lagiii,9,positive,36,6
2020,traveloka,"Pas datang lagi rame soal virus corona jadi uss agak sepi, tp saya liat uss sangat sigap ada camera suhu badan di depan pintu masuk, petugas liatin tiap orang yg masuk.",pas ramai virus corona uss agak sepi lihat uss sigap camera suhu badan pintu masuk tugas liatin masuk,8,neutral,101,18
2019,traveloka,Sesampainya di lokasi ramai sekali... Tp liat globe universal sejuta happynya. Pegawainya dong... Dan banyak petunjuk lokasi dan pertunjukan yang ada. Tidak ada kesulitan sama sekali di lokasi wisata,sampa lokasi ramai lihat globe universal juta happynya pegawai lokasi sulit lokasi wisata,10,neutral,89,13
2017,traveloka,It was awesome!,awesome,10,positive,7,1
2019,traveloka,Kesan biasa aja terlalu kecil. Tidak banyak permainan,kesan kecil main,6,positive,16,3
2017,traveloka,Wow banget pengen kesana lagi,wow banget ken kesana,8,positive,21,4
2019,traveloka,Harusnya dr pagi sampe sore biar bisa nyobain banyak wahana,dr pagi sore biar nyobain wahana,10,positive,32,6
2019,traveloka,"Karena datang di high season, antrian di tiap wahana jadi sangat lama (bisa antri 1 jam utk 1 wahana). Saya sarankan juga untuk menggunakan sandal yang nyaman karena ada beberapa permainan yang akan basah, bila memakai sepatu maka akan susah kering walapun ada tempat untuk mengeringkan tubuh otomatis.

Makanan juga cukup mahal, tapi carilah kotak makan atau botol minum souvenir karena bisa di refill.

So far cukup mewah dan menyenangkan. Staff dan performer juga sangat ramah..",high season antri wahana antri 1 jam 1 wahana saran sandal nyaman main basah pakai sepatu maka susah kering walapun ering tubuh otomatis makan mahal cari kotak makan botol minum souvenir refill mewah senang staff performer ramah,9,neutral,228,37
2019,traveloka,"Kemudahan masuk dengan tiket elektronik yang dibeli di Traveloka. Sebenarnya tiket tidak perlu dicetak selama dapat terbaca barcode scanner dari layar ponsel. Beberapa wahana yang recommended menurut saya: Jurassic Park Rapids Adventure, Transformers: The Ride, Shrek 4D. Akan lebih baik jika Traveloka/USS dapat men-share jadwal show/karnaval yang ada pada hari kedatangan agar pengunjung bisa mempersiapkan waktu untuk menyaksikan acara tersebut.",mudah masuk tiket elektronik beli traveloka benar tiket cetak baca barcode scanner layar ponsel wahana recommended jurassic park rapids adventure transformers ride shrek 4d traveloka uss men share jadwal karnaval unjung saksi,9,positive,225,32
2019,traveloka,Pokoknya kalau ke universal studio SG jangan lupa main ke wahana Transformers,pokok universal studio sg lupa main wahana transformers,10,positive,55,8
2019,traveloka,Lebih baik jangan weekend karena penuh,weekend penuh,8,neutral,13,2
2019,traveloka,"Sangaaat menyenangkan! Sekedar saran, lebih baik anda membeli express pass untuk melewati antrian. Walaupun anda sudah memilih weekdays, tetap saja anda akan mengantri sangat lama, untuk 1 wahana anda bisa antri 1-2 jam (without express pass).
Karena kemarin saya kesini di hari senin tetap saja antrinya",sangaaat senang dar saran beli express pass antri pilih weekdays antri 1 wahana antri 1 2 jam express pass kesini antri,10,positive,119,21
2019,traveloka,Just can say amazing...,amazing,9,positive,7,1
2020,traveloka,Sangat seru... terutama cylon and human,seru utama cylon human,10,positive,22,4
2019,traveloka,Very fun... Cuma sayang waktu itu ada beberapa wahana yg ditutup karena cuaca,fun sayang wahana tutup cuaca,9,positive,29,5
2019,traveloka,"USS menyuguhkan berbagai wahana yang terintegrasi dengan teknologi masa kini. Bukan hanya sekedar bermain dan menaiki wahana-wahana yang seru, tapi kita juga mandapat pengetahuan baru. Sangat cocok buat liburan keluarga, tetapi mungkin anak-anak tidak bisa menaiki semua wahana secara bebas.",uss suguh wahana integrasi teknologi kini dar main wahana wahana seru mandapat cocok libur keluarga mungkin anakanak wahana bebas,9,positive,129,19
2019,traveloka,Masuk uss tanpa harus antri tiket lagi dan saya membeli tiket yg plus voucher makan jadi lumayan untuk potongan saat makan siang. Thank you traveloka,masuk uss antri tiket beli tiket voucher makan lumayan potong makan siang traveloka,9,positive,83,13
2020,traveloka,Very good. Amazing. So nice. TRANSFORMER are the best,good amazing nice transformer,10,neutral,29,4
2019,traveloka,"Hi guys...
Saya dan keluarga kesana ketika hari kerja dan bukan high seasson jadi kami menikmati. Cuma disana panas sekali jadi untuk kalian yg mau kesana harap membawa payung atau topi. Semua makanan disana mahal-mahal. Dan mohon siapkan botol besar karena disana bisa isi ulang air. Kalo beli minuman disana harga cukup mahal. 
Tapi karena disana seru jadi kita have fun disana. 
Sesame street show pun seru. Shreks show pun lebih seru dengan 4Dnya. Pokonya top lah",hai teman keluarga kesana kerja high seasson nikmat panas kesana harap bawa payung topi makan mahal mahal mohon botol isi ulang air beli minum harga mahal seru fun sesame street seru shreks seru 4dnya poko,9,positive,205,35
2017,traveloka,"Pembelian mudah dengan harga yg murah, ditambah waktu pesan ada diskon aktivitas.
Ga perlu ngantri di ticketing, langsung masuk scan barcode.",beli mudah harga murah pesan diskon aktivitas antri ticketing masuk scan barcode,10,positive,80,12
2019,traveloka,Sangat menyenangkan tapi sayang proses barcode tiket sangat lama kalo dari hp... Sepertinya lebih cepat harus diprint tiketnya. Harus melalui email barcode tiketnya kalo gak dicetak,senang sayang proses barcode tiket hp cepat diprint tiket email barcode tiket cetak,8,positive,83,13
2019,traveloka,"Sangat menyenangkan dan mempermudah saya untuk masuk, tidak perlu antri ticket",senang mudah masuk antri ticket,8,positive,31,5
2019,traveloka,Sangat menyenangkan Dan tiket masuk nya juga mudah digunakan tinggal scan saja dr HP.,senang tiket masuk mudah scan dr hp,10,positive,35,7
2019,traveloka,"Really fast, only need to scan the barcode and go.. The best!",fast need scan barcode,10,neutral,22,4
2017,traveloka,"Cukup memudahkan, sehingga tdk perlu antri beli tiket lagi disana. Thanks Traveloka",mudah antri beli tiket terima kasih traveloka,8,positive,45,7
2017,traveloka,Mempermudah banget dalam beli tiket! Sangat mempermudah.,mudah banget dalam beli tiket mudah,10,positive,35,6
2019,traveloka,Menyenangkan sekali... Sudah seharian tapi masih terasa kurang... Karena beberapa wahananya buat kepengen menikmati berkali-kali...,senang asa wahana nikmat berkalikali,8,positive,36,5
2019,traveloka,"Seru banget kacauu, apalagi belinya di traveloka ihhh mantap dah",seru banget kacauu beli traveloka ihhh mantap deh,9,positive,49,8
2019,traveloka,Pengalaman yang amat luar biasa,alam,10,positive,4,1
2020,traveloka,"Sangat menyenangkan walaupun hanya bisa ikut 4 permainan karena sangat banyak pengunjung, tempatnya seru indah banget utk foto-foto keren",senang 4 main unjung seru indah banget fotofoto keren,8,positive,53,9
2017,traveloka,"Langsung masuk tanpa antri ke ticketing, kereeen bgt pasti bakal beli pake traveloka lagi. Terimakasih traveloka.",masuk antri ticketing kereeen banget beli pakai traveloka terimakasih traveloka,10,positive,79,10
2019,traveloka,Saya sangat bahagia dan happy,bahagia bahagia,8,positive,15,2
2020,traveloka,Seru! Ga ribet tinggal bawa barcode langsung scan langsung masuk. Dan emang sengaja dateng pas jam 10 pagi pas baru buka. Jadinya bs naik semua wahana tanpa antri sama sekali,seru ribet bawa barcode scan masuk sengaja dateng pas jam 10 pagi pas buka wahana antri,9,negative,87,16
2019,traveloka,"Traveloka itu baek banget, tahu saja kalau kita lagi budget traveling. Untung saja ada diskon 1jt. Uhuy banget. Lima orang sekeluarga lumayan lho, dan dapat diskon luar biasa. Berasa banget, minimal buat ganti makan makan di dalam USS. Soal pengalaman. Semua dicobain! Puas seharian! Dari teng jam 10:00 masuk sampai jam 18:00 waktu selesai. Lain kali kita coba lagi traveloka experiencenya. Pilihan banget!",traveloka baek banget budget traveling untung diskon 1 jt uhuy banget keluarga lumayan lho diskon asa banget minimal ganti makan makan dalam uss alam dicobain puas teng jam 1000 masuk jam 1800 selesai coba traveloka experiencenya pilih banget,10,positive,242,38
2019,traveloka,Wahana permainannya beneran asik untuk keluarga,wahana main beneran asik keluarga,8,positive,33,5
2019,traveloka,Puas skali bisa mengunjungi USS. Sedang menabung saat ini untuk bisa dateng kembali dengann formasi lebih lengkap,puas skali unjung uss tabung dateng dengann formasi lengkap,10,positive,59,9
2019,traveloka,"My first time to USS... Fun banget, semua wahana menyenangkan... Sayang kesana hari jumat ramai sekali dan beberapa wahana antri panjang. But overall, we had a very great time at USS",time uss fun banget wahana senang sayang kesana jumat ramai wahana antri great time uss,9,positive,87,15
2019,traveloka,Sangat menyenangkan... Singapore bersihhh,senang singapore bersihhh,9,positive,25,3
2019,traveloka,Pertama kali liat uss wow berbeda dengan themepark di indonesia. Kalian harus ikut alurnya dari permainan yang mudah hingga histeris yaitu dari jalan ke arah kiri hingga ke kanan,lihat uss wow beda themepark indonesia alur main mudah hingga histeris jalan arah kiri hingga kanan,10,positive,99,16
2017,traveloka,Good. Fun. Gak ragu buat dateng kesini lagi,good fun ragu dateng kesini,10,positive,27,5
2019,traveloka,"Seru permainannya,gak nyesal bisa masuk universal",seru main nyesal masuk universal,10,positive,32,5
2019,traveloka,Seru banget semua permainan di universal studio,seru banget main universal studio,9,positive,33,5
2019,traveloka,Membutuhkan waktu lebih sehari untuk menikmati wahana US secara santai dan maksimal,butuh nikmat wahana santai maksimal,6,positive,35,5
2019,traveloka,"Pengalaman yang tak akan pernah saya lupakan ke Universal Studio Singapore. Pembelian tiket menggunakan traveloka proses sangat mudah dan cepat tanpa ragu menggunakan Traveloka.
Kita sekeluarga bisa masuk ke Universal Studio dan menikmati wahana dalamnya.",alam lupa universal studio singapore beli tiket traveloka proses mudah cepat ragu traveloka keluarga masuk universal studio nikmat wahana dalam,9,positive,143,20
2019,traveloka,Senang sekali pertama kali ke USS bersama suami. Tapi memang harus sabar karena kemarin kami kesana pas dengan musim liburan jadi antri di setiap permainannya cukup lama. Oiya kami pikir tutup jam 18.00 ternyata USS buka sampai jam 22.00 wohooo,senang uss suami memang sabar kesana pas musim libur antri main oiya pikir tutup jam 1800 nyata uss buka jam 2200 wohooo,8,positive,120,22
2019,traveloka,Gak perlu bawa print out tiket cukup tunjukkin aja email voucher di pintu masuk USS langsung masuk,bawa print tiket tunjukkin email voucher pintu masuk uss masuk,8,neutral,62,10
2019,traveloka,Kereennn....,kereennn,10,neutral,8,1
2020,traveloka,Happy happy happy semoga bisa ke universal studio singapura lagi,bahagia bahagia bahagia moga universal studio singapura,9,positive,55,7
2019,traveloka,"Harga yg didapat sangat murah dibandingkan beli langsung di sana. Mainan di USS lebih mengarah ke orang dewasa, yg anak-anak cuma pertunjukan-pertunjukan. Tetapi tetap have fun di sana. Terima kasih traveloka",harga murah banding beli main uss arah dewasa anakanak fun terima kasih traveloka,8,positive,81,13
2019,traveloka,Sangat menyenangkan dan sangat berkesan,senang kesan,9,positive,12,2
2019,traveloka,"Tempat wisatanya keren, bersih dan menyenangkan",wisata keren bersih senang,10,positive,26,4
2019,traveloka,"Mengasikan,dengan wahana-wahana yg seru bersama keluarga. Bisa dinikmati oleh anak-anak dan orang tua sekali pun. Pengalaman yang luar biasa. Ingin segera kembali bersama teman dan keluarga. Semoga kedepannya di dalam Universal terdapat musholla bagi kami yang muslim, sehingga ibadah bisa mudah dilakukan di sana.",asi wahana wahana seru keluarga nikmat anakanak tua alam teman keluarga moga dalam universal musholla muslim ibadah mudah laku,10,positive,126,19
2019,traveloka,"sangat menyenangkan, ga cukup sehari kalo kesini karena ga akan bisa naik semua wahana dalam sehari, secara ngantrinya limayan panjang untuk tiap wahananya. jadi harus balik lagi kesini nih..",senang kesini wahana dalam ngantrinya limayan wahana kesini,8,positive,59,8
2019,traveloka,Banyak permainan yang menyenangkan. Seharian full penuh permainan.,main senang penuh main,10,positive,22,4
2019,traveloka,"Voucher dari Traveloka sangat mudah digunakan, tinggal scan barcode di pintu masuk. Harga termurah untuk tiket seniornya.

USS ramah buat Manula, ada persewaan kursi roda (dengan tambahan biaya $15), dan ketika masuk di beberapa wahana mendapat prioritas antrian, dan dibantu dengan sangat ramah. Sangat puas.",voucher traveloka mudah scan barcode pintu masuk harga murah tiket senior uss ramah manula sewa kursi roda biaya 15 masuk wahana prioritas antri bantu ramah puas,10,positive,161,26
2019,traveloka,"Sangat menyenangkan, semua atraksinya luar biasa.",senang atraksi,10,positive,14,2
2020,traveloka,"Menyenangkan untuk semua usia, semua menikmati",senang usia nikmat,9,positive,18,3
2020,traveloka,"Beli tiket di Traveloka untung banget karena belinya pas lagi diskon, hehe... Terus gampang banget masuknya tinggal scan barcode gak usah diprint, dan pas ke USS kebetulan antriannya lagi gak panjang jadi seneng banget, terima kasih Traveloka",beli tiket traveloka untung banget beli pas diskon gampang banget masuk scan barcode diprint pas uss antri neng banget terima kasih traveloka,10,neutral,141,22
2019,traveloka,Jalan-jalan yang sangat menyenangkan. Penuh dengan canda tawa dan kegembiraan,jalanjalan senang penuh canda tawa gembira,10,positive,42,6
2020,traveloka,"Pertama kali datang ke singapore dan universal studio. Tidak perlu mengantri tinggal scan barcode saat masuk. Tempatnya tidak begitu luas, jadi kita bisa bolak balik dari 1 wahana ke wahana yg lain, kalau ingin melihat waktu antrian. Sayangnya kami datang pas ramai padahal weekday, mungkin karena mendekati imlek kurang tau juga sih. Jangan lewatkan pertunjukan water world karena itu favorit kami. Sempat hujan sebentar jadi sedia payung atau jas hujan saat musim hujan. Kebetulan traveloka ada promo",singapore universal studio antri scan barcode masuk luas bolak 1 wahana wahana lihat antri sayang pas ramai weekday mungkin imlek sih water favorit hujan sebentar sedia payung jas hujan musim hujan traveloka promo,10,positive,213,33
