user,date,rating,review,page_url,date_scraped,source,attraction
Hadi Y. A.,2019,6,Fasilitas permainan yang ada tidak lengkap,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Sundari R.,2019,10,"Very good so far, ga perlu antri lagi beli tiket, tinggal antri masuk, dan ga perlu lagi cetak-cetak, tinggal scan barcode dr HP.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Asep K.,2019,10,"Momen yang sangat menakjubkan untuk perjalanan kita di USS pada saat masuk dalam wahana transformer dan Mummy, Sherk...",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Emi A.,2019,10,"Tidak perlu antri beli tiket, langsung discan di pintu masuk, dpt harga lebih murah karena beli pas ada promo dari traveloka",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ferrani S.,2019,10,"Sangat menarik untuk liburan bersama keluarga ke USS, panas harus bawa payung, tiket masuk lebih murah dengan traveloka dan sangat mudah untuk booking tiketnya.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Aan P.,2019,8,"Pemesanan lancar, scan barcode juga lancar. Hanya saja wahana Universal Studio Singapore masih yang itu itu saja dan belum ada wahana baru.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Putri P. S.,2020,10,Memudahkan banget beli tiket lewat traveloka... dan aku lg dapat promo waktu itu 2 adult cuma bayar 920rb an... How lucky I am. Thank you travelokaa... Disana jg memudahkan langsung tunjukkan hp aja kode bookingnya... Gak pake ribet,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Agus S.,2017,8,Sangat memuaskan karna tinggal memperlihatkan saja print out ticket langsung bisa masuk,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Monika L. M.,2019,10,"Langsung scan barcode aja di pintu masuk, ga perlu tukar atau dicetak. Ga boleh bawa makanan tapi ga diperiksa jadi yaa bawa aja diam-diam hahaha. Bisa re-entry dengan minta stamp, makan di luar USS jauh lebih murah dengan porsi lebih besar. Loker Mummy gratis up to 45mins, loker lainnya bayar. Banyak-banyak searching sebelum pergi deh.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Diah S. N.,2019,8,Menyenangkan. Sempurna. Thanks traveloka,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
I G. P. S. D.,2019,6,"Tinggal scan barcode langsung masuk, tapi saran sebaiknya beli tiket express, antrean parah jadi ga bisa coba semua.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Gina Y.,2019,10,"Good, sangat mengesankan liburan di universal",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Kurniawan W. K.,2019,8,Wahana permainan terbaik se- Asia Tenggara!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Oke S.,2019,10,Tempat berlibur yang menyenangkan dan harus ekstra sabar untuk antri ke wahana-wahananya...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Anestya L.,2019,10,AWESOME. Keren banget lah pokoknya teknologinya!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Felisa E. G.,2020,9,"Menyenangkan, bagus banget tempatnya.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Lidya P.,2019,10,Sudah beberapa kali ke USS tetapi baru kali ini pergi saat menjelang natal. Bagus banget dekornya dan hujan saljunya juga seruuu...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Vivi V.,2019,9,"Seruuu... Tidak perlu repot print ticket, langsung scan barcode. Dapat promo lagi. Makasih traveloka...",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Novita J.,2019,9,Sangat menyenangkan bisa bermain di USS,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Josephine G. D. M.,2019,10,Ketemu live version-nya Transformers,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Jeane K.,2019,8,"Seru, asyik dan menyenangkan... Semua keluarga menikmatinya",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Agung P.,2019,9,Siapkan waktu seharian penuh dari pagi hingga malam karena ini setengah hari ga akan cukup,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Tjong C.,2019,8,"Thanks traveloka,  beli tiket tidak perlu mengantri di counter,  bisa langsung masuk, lalu harganya jg lebih murah daripada beli langsung di counter.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Annisa A. S. L.,2019,6,Tidak seluas yang dibayangan. Tp tetap happy kok dan ada beberapa wahana yang suka bgtt,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Marijah T.,2019,8,Wah... Senang sekali bisa pergi jalan-jalan bareng keluarga... Seru pokoknya... Anak-anak sangat senang sekali... Kita orang tua juga jadi happy... Pokoknya kemana-mana inget traveloka aja solusi untuk semua.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Denis R. S.,2020,10,"Beli via traveloka memudahkan kami untuk menjelajahi universal studio singapore, lebih murah dan tidak usah antri untuk beli tiket. Eticket langsung terbit beberapa menit setelah pembayaran dan eticket tidak perlu print lg, hanya tinggal discan saja",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ria M.,2019,10,"Seruuu wahananya keren, tapi antrinya lumayan panjang",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Yohana A. M.,2020,10,Terbaik. Cukup scan tiket dan bebas main apa saja!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Salsabila,2019,9,Wahana transformers yg paling seru,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Wahidah F. A.,2019,9,Beautiful moment. I want to come back again with my family,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Annamaria R.,2019,8,"Menyenangkan liburannya, asik, menikmati wahana meski harus mengantri, belum sempet menikmati semua wahananya sih tapi overall bagus masuk tanpa kendala",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Denisa A.,2019,8,Tiket langsung tap aja di loket masuk USS,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ninik K.,2020,9,Semua momen berkesan bagi kami sekeluarga,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Anin F. Y.,2017,10,"Pengalaman pertama ke singapore dgn budget yg minim. Alhamdulillah dpt tiket promo tiket pesawat, hotel, dan tiket universal.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Cakra M.,2017,8,Seru main di universal studios. Tinggal tunggu next trip. Thank you!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Mochamad U.,2019,9,"Luar biasa, pingin kesana lagi, masih banyak wahana yang belum sempat dinikmati",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Tara V. H.,2019,10,Luar biasa wahananya memacu adrenalin,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Devi K.,2019,9,Banyak wahana tapi belum semua nya terlampaui karena keterbatasan waktu... Nice trip,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Noviana,2019,10,"Universal Studios Singapore is one of must visit place in singapore. I have the best time there, dan pas beli tiket dr traveloka, dapet promo jadi murah banget, dan masuknya tinggal scan aja langsung masuk. Thank you so much traveloka",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Gunawan N. S.,2019,8,"Tempat yg cocok untuk liburan, banyak wahana yg menarik",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Evline D.,2019,8,"Mantap... Harga oke dan bisa langsung masuk USS, ga perlu tuker-tuker lagi...",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Suwarni,2017,8,Universal studio singapore tempat yang lumayan buat bermain dengan teman atau keluarga namun untuk yang membawa bayi sedikit repot dan melelahkan apalagi waktu kesana kemarin cuaca cukup panas sehingga bayi nya rewel,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Mairijal,2019,6,Salah waktu berkunjung aja... Rame dan antriannya panjang banget... Paling bentar antrinya 2jam,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Budi H.,2019,9,"Sangat bagus, tapi kalau weekend ngantri panjang",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Herdika H.,2019,10,Musti datang kalo ke Singapore...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Henny P. P.,2019,8,"Anak-anak senang bermain di USS, ini untuk ke 4 kalinya kami berlibur di USS. Lumayan menyenangkan buat anak-anak menurut saya dan dekat dari Indonesia.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Sofia D. S.,2020,9,"Anak2 sangat suka permainannya, mereka bisa bertemu tokoh idola mereka.  Di sea aquarium mereka sangat bahagia bisa melihat hewan2 yg hidup di lautan, meskipun tidak semua hewan laut ada di situ. Tapi yang pasti kami dan keluarga samgat bahagia",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Kevin R.,2019,9,Ini kedua kalinya pergi bersama keluarga ke USS. Tidak banyak perubahan dan tetap seru.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Agnes F.,2020,8,Susah mendapatkan signal di USS,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Davis F.,2019,8,Tukar tiket cukup mudah. Tidak perlu cetak.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Enrico L.,2019,8,Pengalaman yang sangat menyenangkan,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Syah R.,2019,10,Mantep banget tp sayangnya kalo ga beli expressnya jadi kebuang waktu karena ramai,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Alessandro R.,2019,5,"Terlalu banyak aturan sehingga sia sia bawa anak kecil 1-3tahun. Harusnya sudah berumur 5 tahun ke atas dan tinggi minimal 100cm, agar anak bisa ikut maen di semua permainan, dan jam operational yg ketat, jam 6 sudah diusir bahkan hanya untuk foto-foto juga.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Nirmala N. S. P.,2019,10,"Praktis banget beli eticket universal studio singapore di traveloka, ga perlu antri panjang, dateng langsung scan e-ticketnya dan masuk deh...",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Lingga A.,2019,10,E-tiket bisa langsung digunakan. Terbaik untuk Traveloka,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Novi W.,2020,8,"Universal studio sangat bagus, luas, saran saya datang dari pagi. Jam 8. Karena sentosa island sangat jauhhh. Sarapan secukupnya dari rumah, bawa botol air minum. Karena air minum sangat mahal dan disana ada air minum gratis dari keran",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Nilawati D. A. P.,2019,8,"Seru bgt pokoknya. Apalagi udah beli semuanya di traveloka. Jadi saat beli tiket ga perlu ribet, dan ga perlu tuh diprint-printin. Save time bgt!",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Varah N. K.,2020,10,Sangat menyenangkan dan sangat-sangat mudah diaksesnya pake traveloka,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Stefanie,2019,9,"Better to buy the fast track, so you don't need to wait too long",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Siti H. R.,2019,8,"Redeem tiketnya mudah, tinggal scan barcode tanpa tukar tiket fisik. Meskipun ada kendala, harusnya pesan tiket 19 yang keluar hanya 15 saja. Dan komplain ke traveloka ditangani 30-45menit menunggu.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Fenny P.,2020,8,"Mudah tinggal scan, nyaman dan aman",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Andri S.,2017,10,Amazing banget! Terima kasih traveloka!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Febi N. S.,2017,8,Pake tiket ini langsung masuk tanpa harus ngurus-ngurus lagi. Tapi sayang ngga dpt meals,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dianita R.,2020,8,Easy to redeem... Banyak spot keren dan permainan serta atraksi top deh,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Hesty,2020,6,"Udah ngantri panjang seperti ular,begitu udh dekat antrian wahana jurassic nya trouble alias macet,akhirnya kami keluar setelah menunggu laamaa. Sekelas universal studio singapore bisa kejadian seperti ini,semoga uss bisa memperbaiki kesalahan,agar tidak terjadi lagi karena merugikan kami pengunjung baik dari segi waktu,tenaga. kasihan sekali Anak-anak. Tapi wahana Transformernya keren 10/10",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Hadi S. W.,2020,9,Kami 3 keluarga dengan membawa 2 anak sangat senang saat menikmati Transformer meskipun harus antri sampai 1 jam lebih. Juga untuk far far away,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dewi R. P.,2019,10,It was so fun. So easy to redeem the ticket. Only scan it and i can enter! The best so far!,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ricky K.,2017,8,Cukup menyenangkan saat saya disana.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ria H. P.,2020,9,"Selalu happy kalo liburan ke USS, seru banget apalagi yang the mummy",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dolly P.,2019,6,"Mengunjungi USS pada tanggal 9 Agustus 2019, pengunjung sangat ramai, entah karena tanggal tersebut pas national daynya singapore atau memang sekarang USS seramai itu (beberapa tahun yang lalu ke USS puas banget, karena pengunjung tidak seramai saat ini). 

Permainan semua oke, tapi saat di Shrek, kacamata 3 dimensinya ada yg tidak berfungsi. 

Untuk antre dalam satu wahana diperlukan waktu 60-150 menit untuk satu wahana. Jadi siap-siap aja untuk berdiri di dalam labirin antrean dalam waktu yang cukup lama",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Janitra E. H.,2019,8,"Bisa langsung masuk, namun sebaiknya membeli tiket tanpa antrian juga agar mendapatkan experience terbaik",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dian N.,2019,8,"Seru tapi nggak bisa naik semua wahana, karena tiap wahana antrian panjang pake banget walau kita kesana di hari Senin. Next time kalau kesini pake tiket Express biar nggak ikut antrian panjang",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Robby W. S.,2019,10,Amazing moment at the right time,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dewi,2019,8,Dateng sebelum jam 10 sudah antri masuk. antrian paling lama transformer 60 menit. tapi anak2 suka sekali.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Nurrita E.,2019,8,"Meski hujan, tapi tetap tidak mengurangi keseruan.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Yetty,2019,8,"Lumayan menyenangkan, bisa kumpul-kumpul sama keluarga, menyenangkan hati anak.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Dimas A.,2017,8,Voucher bisa langsung digunakan. Harga bersaing dan jauh lebih murah dibandingkan beli on the spot,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Pradipta R. S.,2019,6,"Some attraction has delayed, so the queue become so long. There muslim prayer room is so small, and the water for wudhu is only 1.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Aulia P. W. D.,2019,8,Walaupun udara sangat panas dan antri wahana rata-rata 30-50menit tapi kami tetap senang,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Lina,2019,8,Sangat seru holiday bersama keluarga tercinta kita,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Nadia R. M. P.,2019,8,Great experience... Tidak perlu cetak ticket hanya tunjukkan barcode di pintu masuk...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Sinaga W.,2019,8,"Wisata keluarga dgn teman. Walaupun capek tapi menyenangkan. Durasi bermain dr jam 11 siang hingga pulang dr lokasi jam 8 malam. Lama diantrian saat bermain. Wahana yg harus dicoba adlh Transformer, dijamin menyenangkan.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Yakobus H.,2019,9,Experience dari traveloka sangat best. Selain proses yg mudah dan juga diskonnya mantap. Thanks traveloka. Membuat liburan makin menyenangkan.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Jordan P.,2019,6,"Hujan ada beberapa wahana yg stop dan beberapa area menjadi licin... Beberapa wahana indoor, wajib sewa locker berbayar lagi. Tidak banyak permainan baru lg sejak terakhir datang 7thn lalu",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Agung F.,2019,9,"Wahana dan atraksi sangat menarik dan sesuai, tidak ribet, aman dan nyaman. Traveloka sangat memudahkan perjalanan",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Iffa,2020,8,"Sebaiknya jangan hari weekend dan senin, karena antri panjang, atau jika terpaksa hari tersebut, beli tiket express pass saja. Biar tidak antri.",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Firda A. T.,2019,9,"Lebih baik dateng dari sore kemalam, menghindari kabanyakan orang dan barisan panjang",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Johnny L.,2020,8,Langsung antri aja di gerbang pintu masuk terus scan... Selesai dah...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Rizal S.,2019,9,Nice but very crowded at weekend,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Febi F. T.,2019,5,Kesana pas hujan jadi banyak permainan yg tutup dan semua antri yg luar biasa akhirnya gak ada satu pun permainan yg bisa dimainkan.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Yanu U.,2019,9,Bisa bersuafoto di tugu ikonik universal studio,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Simon W. S.,2019,8,Good app and helping us to enjoy our holiday with easy way,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Hidayat S. K.,2019,9,Great experience. Sangat recommended berlibur dengan keluarga mengunjungi USS,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Ayu B. S.,2020,10,"Gampang sekali tinggal discan aja di pintu masuk, dan harga lebih murah beli di traveloka, enakk gak pake ngantri, pokoknya traveloka top deh",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Rahendra W. J.,2019,10,"Langsung bisa pakai e-ticket tanpa perlu print, and bonus meal vouchernya berlaku (tapi kalo bisa min purchase untuk meal vouchernya diturunkan, biar untuk beli snack pun bisa dipakai)",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Fransiska I. W.,2017,10,Sangat membantu saya. Tidak perlu antri beli tiket.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Eka D. F.,2017,10,"Traveloka membantu saya sehingga bisa ke universal studios singapura, karena harga masuk ke wahana rekreasi tersebut murah dari yang lain plus dapat diskon tambahan. Sangat menyenangkan. Wahana paling mengasyikan di jurassic park yg hujan hujan kita tetep mau naik karena memang asyik walau antriannya panjang tapi terbayar karena pengalaman yg luar biasa, naik boat hujan-hujan trus dinaikkan ke atas kemudian di hempaskan. It's so amazing. Thank you traveloka",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Patricia D.,2019,8,"Wajib ke sini kalau main ke Singapura. Wahana yang harus dicoba Transformers, Battle Stargalatica, The Mummy",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Nadya A. S. H.,2019,10,Seru dan gampang bgt tinggal scan terus masuk,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Adhisti S. K.,2019,10,"Untuk ke uss ada beberapa transport bs menggunakan monorail sentosa express, beli tiket 3s$ di st vivo city sebelumnya naik mrt dulu ke vivo, atau bs dgn taxi atau bus. Sekarang musim hujan ga perlu khawatir ke uss sudah banyak kanopi jd jalan-jalan jg tenang ga kehujanan, beli raincoat juga bs 5s$ each. Selama desember ada salju setiap hampir sejam sekali, fun banget! & makanan halal ada di dekat atraksi shrek, enak banget ayamnya dan nasi lemaknya. Musholla juga ada dekat atraksi madagascar, nyaman!",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Susythio,2019,8,Tinggal scan barcode dari traveloka... Langsung masuk...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Aditya P. T.,2019,10,Tempat rekreasi terbaik untuk keluarga. Pasti datang lagi lain waktu,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Priyanka U.,2020,10,"Good,pengalaman yang menyenangkan sangat mudah menggunakannya",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Listya M.,2020,9,Sangat mudah krn langsung discan di pintu masuk... Sangat praktis ga perlu tuker-tuker voucher lagi... Tapi krn corona virus universal tutup lebih awal harusnya jam 8 malam jadi jam 5 sore sudah tutup... Tp ok lah ga ngantri krn sepi disana,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Fitriyatul J.,2020,10,"Seru banget! Penukaran gampang, bisa langsung scan dengan tiketnya tanpa harus penukaran dulu",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Fiki R.,2019,8,Sangat menyenangkan dan sangat puas,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Martha C. M.,2019,9,Prosesnya sangat mudah dan tidak perlu untuk print ticket.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Jesika C. C.,2019,8,"Murah dan gampang banget akses untuk masuknya, tinggal tap voucher dr traveloka dan done! Sebelum kesana wajib banget intip traveloka siapa tau ada diskon tambahan hahaha",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Meyrisa,2020,8,Seru! Recommend kalau ke sg harus ke uss,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Reta Y. P.,2019,10,"Sangat menyenangkan dan puas sekali. Akses masuk yang mudah, ga perlu antri ga perlu cetak tiket. Langsung tunjukkan e ticket, scan terus masuuuk deh. Thank you traveloka",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Indra K.,2019,8,"Menyenangkan untuk bermain di sana, untuk masuk sangat cepat karena hanya scan barcode",https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Maruli T. S.,2020,5,Beli tiket ekspres sama aja antriannya lamaaa,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Danang Y.,2019,10,Terbaik! Dapet harga promo yg lumayan banget. Gak perlu redeem bisa langsung scan dan nikmatin USS sepuasnya...,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
Suryani,2019,8,Gampang dan sangat memudahkan untuk akses kedalam tinggal scan dipintu masuk nya.,https://www.traveloka.com/id-id/activities/singapore/product/universal-studios-singapore-4575897507406,4/26/2022,traveloka,uss
