YANYAN,Diulas: 7 Okt 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,Cukup jauh dari tempat parkir mobil ke pintu masuk hotel. Check-in cepat dan tidak merepotkan. Staf adalah semua ramah dan membantu. Kamarnya agak tua tapi bisa dilakukan. Suka kolam renang dan pantai pribadi. Secara keseluruhan pengalaman menginap yang menyenangkan dan menyenangkan bagi saya dan keluarga saya.
Saw wah,Diulas: 6 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Nikmati perayaan ulang tahunku bersama Shangri-La. staycation kedua saya tahun ini dengan shangri-la. Menyukainya!
Manoj Kumar,Diulas: 6 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Itu adalah pengalaman hebat dan ingin mengunjungi lain waktu
Yi Lei,Diulas: 5 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,menikmati staycation di rasa sentosa! terasa seperti pelarian dari Singapura terutama selama periode ini. bersantai dengan pemandangan yang indah.
Nur,Diulas: 5 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Cinta kolam renang dan pantai. Ini memberikan suasana yang sangat damai dan keduanya dinikmati untuk keluarga dengan anak-anak
Angie,Diulas: 5 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Sangat menikmati, beruntung cuaca bagus dan makanan sangat lezat"
Nurulain,Diulas: 4 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Sangat suka kamarnya, pemandangan dari balkonnya bagus n ya hotel ini dikenal ramah keluarga. Kelemahannya adalah periode covid jadi sarapan dan beberapa kegiatan dibatasi. Kurangnya kerumunan adalah nilai tambah. Secara keseluruhan tempat yang bagus untuk tinggal dan akan mengunjungi kembali ketika anak-anak lebih besar dan situasi lebih baik. Ranjang bayi terlalu kecil untuk anak kembar saya, kami akhirnya tidak menggunakannya."
Theng,Diulas: 3 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,layanan bintang 5. Ruangan bersih. Pantai dan kolam renang yang bagus.
Theng,Diulas: 3 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Layanan hebat. Ruangan bersih. Anak saya suka kolam renang dan pantai
Joanna Liza,Diulas: 2 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Kami memutuskan untuk memesan ShangriLa Rasa Sentosa Resort karena kami tidak dapat melakukan perjalanan pulang. Itu adalah cara yang baik untuk menghabiskan waktu dan merasa seperti Anda berada di luar negeri juga. Sarapan sangat baik. layanan ini luar biasa. Kami pasti akan kembali.
CHERN SHI,Diulas: 1 Okt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Harga bagus dan tidak ada masalah dengan check-in &amp; menginap di hotel. Penyebaran sarapan yang baik, tetapi restoran memiliki aturan 2 orang per meja yang sangat ketat, termasuk bayi."
JIALI,Diulas: 1 Okt 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Bukan pengalaman buruk, tetapi hotel menyarankan saya meningkatkan kamar dengan pemandangan kolam renang, saya tidak bisa melihat kolam tertutup pepohonan"
Wen Yi,Diulas: 30 Sep 2021,2.05.0Cukup Baik,,Tampilkan Bahasa Asli,"Menginap dengan SLRS pada 29/09/2021. Saya dapat check-in lebih awal karena kamar tersedia pada jam 10 pagi, proses check-in dengan cepat. Resepsionis mengatakan kepada saya, kamar berada di ujung 3 unit terakhir dari jalan setapak. Tapi yakinlah, pemandangannya bagus (saya mengubah dari pemandangan laut ke pemandangan kolam renang karena permintaan tempat tidur tambahan). Ketika saya bertanya tentang sarapan prasmanan untuk orang yang tidak divaksinasi (Pada aturan dan peraturan), petugas resepsionis memberi tahu saya tentang masalah ini, saya harus memeriksa dengan Restoran. Jadi saya pergi dari Level 5 (Area Lobi), turun ke (Level 3, Restoran). Dari berbicara kepada orang pertama dan kemudian orang kedua (Karena kru restoran tidak tahu tentang aturan dan peraturan), saya harus meminta manajer untuk berbicara kepada saya. Dia mengatakan kepada saya bahwa, orang yang tidak divaksinasi harus makan di kamar, yang saya setujui sepenuhnya dengannya. Jadi saya mencoba untuk mengatur sarapan saya untuk dikirim ke kamar keesokan harinya. Dia mengatakan kepada saya bahwa orang yang divaksinasi harus makan di restoran dan tidak boleh makan di kamar dengan orang yang tidak divaksinasi. Saya sangat muak, saya harus pergi ke Lobby (Level 5) untuk mencari orang yang membuat saya check-in lebih awal. Dengan bantuannya, semua masalah telah teratasi. Akhirnya, memeriksa ke kamarku. Foto terlampir di atas adalah resepsionis yang disebutkan adalah pemandangan yang bagus (pemandangan kolam renang). Yang saya dapatkan hanyalah pohon di depan pandangan saya. Oleh karena itu saya kembali ke lobi untuk meminta perubahan ke kamar lain dengan pemandangan yang lebih baik. Resepsionis memberi tahu saya bahwa kamar dengan bathtub hanya tersedia dari Level 1 hingga Level 5. Jika saya ingin memiliki pemandangan yang lebih baik, saya akan berada di Level 6 dan seterusnya dan tidak ada bathtub. Saya tidak punya pilihan untuk tetap dengan pengaturan saat ini karena saya memiliki seorang anak berusia 4 tahun bersama saya. Membayar tambahan $25++ untuk tempat tidur lipat, tempat tidurnya sangat tipis sehingga setiap kali anak saya bergerak ada suara rantai logam. Saya, suami saya, dan putri saya harus tidur di satu tempat tidur sepanjang malam. Pengalaman buruk bagi saya, Shangri-La @ Orchard jauh lebih baik dibandingkan dengan Rasa Sentosa. Shangri-La @ Orchard lebih ramah anak-anak, saya akan memilih Shangri-La @ Orchard 100 kali lebih dari Rasa Sentosa."
Harsh Prasad,Diulas: 28 Sep 2021,2.05.0Cukup Baik,,Tampilkan Bahasa Asli,"Pengalaman check-in sangat buruk, butuh sekitar 1,5 jam. Dan tidak ada banyak yang harus dilakukan di hotel dan sarapan cukup rata-rata."
Wayne Cheng Wee,Diulas: 27 Sep 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,Hotel yang bagus untuk liburan keluarga dengan banyak kegiatan untuk anak-anak tetapi pesanlah kegiatan/fasilitas lebih awal sebelum check-in untuk menghindari kekecewaan.
Wayne Cheng Wee,Diulas: 27 Sep 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Hotel yang bagus untuk staycation keluarga dengan banyak kegiatan untuk anak-anak. Namun karena langkah-langkah manajemen yang aman, semua kegiatan dan fasilitas harus dipesan jauh-jauh hari karena pada saat Anda check-in ke hotel, mereka sudah penuh dipesan oleh orang lain. Aspek ini mungkin perlu ditinjau dan dikelola secara adil."
WEE QIANG,Diulas: 26 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Menikmati masa inap dan cocok untuk keluarga dengan anak-anak. Banyak aktivitas yang tersedia di Sentosa dan Vivo City juga.
qian,Diulas: 26 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Staf yang ramah dan kamar dengan pemandangan indah pasti layak untuk dikunjungi lagi
mun fai,Diulas: 26 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Hotel yang sangat bagus[\u1f44d] Perangkat lunak Klook yang sangat buruk, staf layanan pelanggan Klook tidak akan pernah dapat menemukan siapa pun!"
Muhammad,Diulas: 25 Sep 2021,3.05.0Baik,,Tampilkan Bahasa Asli,+ Balkon pemandangan pantai yang bagus + Banyak aktivitas menyenangkan yang bisa dilakukan di pantai *bulu tangkis/tenis meja *bola (sepak bola/rugby/voli) *olahraga air (kayak/SUP) *berenang - Waktu tunggu yang lama untuk check-in - Bantal terlalu empuk - Tidak ada bidet genggam di area toilet bowl - Sarapan tidak halal &amp; tidak enak
Nur Hasinah,Diulas: 24 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Mencintai kami tinggal. Anak-anak mendapat tempat tidur tenda di kamar dan menikmati kegiatan laut, area bermain kolam renang dan seluncuran air serta taman bermain dalam ruangan. Sarapan juga enak. Lingkungan yang sangat bagus untuk bersantai dan menghilangkan stres."
Shawn,Diulas: 24 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Tempat yang bagus dan keseluruhan pengalaman yang menyenangkan. Suka hotel yang dekat dengan pantai.
SITI NURHUDA,Diulas: 23 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Surga staycation untuk anak-anak. Suka suasana resor, kolam renangnya luar biasa, dan klub anak-anak pasti menghibur anak-anak Anda. Di ruang makan itu layak; harus meningkatkan pilihan menu mereka?"
yi fang,Diulas: 23 Sep 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,Jangkauan yang baik untuk kegiatan yang dapat dilakukan di pantai dan kolam renang. Pemandangan yang bagus dari kamar. Hanya saja balkon dan kursi luarnya banyak kotoran burung. Sarapannya beragam tapi rasanya bisa ditingkatkan.
Fahtin,Diulas: 22 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Saya pernah ke C Hotel sebelum ini dan layanan yang diberikan di sini dua kali lebih baik! Saya sangat senang dan terkesan dengan layanan Shangri-La Rasa! Pastikan Anda telah memesan slot waktu Anda untuk sarapan dan aktivitas pantai untuk pengalaman yang lancar. Staf sangat ramah, akomodatif, dan manis. Tempat yang bagus untuk keluarga dan anak-anak! Benar-benar direkomendasikan dan kami pasti akan datang lagi!"
QIAN,Diulas: 21 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,pengalaman yang sangat menyenangkan kecuali kami hanya bisa mendapatkan kunci kamar kami pada jam 4 sore yang juga bagus karena kami dapat menikmati kolam renang terlebih dahulu
Eunice,Diulas: 18 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Memiliki proposal kami di sini dan itu akan selalu memiliki tempat khusus di hati saya ?? Hotel indah dengan layanan terbaik oleh staf!
Hairi,Diulas: 18 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman bagus, staf ramah dan mudah didekati. Jempol[\u1f44d][\u1f3fb]"
Jianfeng Llewell,Diulas: 17 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"pengalaman yang menyenangkan di hotel. menampung staf yang membantu dengan permintaan kami. memeriksa masuk dan keluar sangat mudah. layanan sangat baik, sarapan memiliki pilihan terbatas tetapi cukup untuk mengisi perut yang lapar."
Tien Wei Karina,Diulas: 16 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,itu bagus kami sangat menikmati diri kami sendiri. Namun meja depan cukup pemarah. dan lupa kue gratis kami yang mereka katakan akan mereka siapkan untuk ulang tahun anak-anak. Sebenarnya cukup ramai bahkan pada hari Rabu dan hari libur non sch. melihat banyak turis dari taiwan.
MEI LING,Diulas: 15 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,sangat santai anak-anak sangat bersemangat dan menikmati
Shamsimar Binte,Diulas: 13 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman menginap yang menyenangkan, nikmati jalan-jalan pagi saya dan bersantai di kolam renang! Kamar tidak memiliki bak mandi, pesan kamar lain jika itu yang Anda cari!"
Joey,Diulas: 11 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pengalaman itu luar biasa meskipun kami harus tetap tinggal selama peringatan tinggi. Staf hotel sangat ramah dan kami berterima kasih kepada mereka karena telah merawat kami dengan baik.
ZHICHAO,Diulas: 9 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Keluarga saya bersenang-senang di sini. kami memesan menginap 3 hari 2 malam dan ini adalah yang terdekat dengan liburan pantai di Singapura karena kami tidak dapat bepergian ke luar negeri sekarang. Banyak aktivitas yang bisa dilakukan di Shangri-la Rasa Sentosa. semuanya hebat di sana![\u1f60a][\u1f60a] sangat merekomendasikan[\u1f44d]
mun yee,Diulas: 9 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman menginap yang baik, makanan prasmanannya enak, pelayanannya bagus, pemandangannya bagus"
Kaliaperumal,Diulas: 9 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Hotel indah untuk staycation. Sun &amp; Sea dengan aktivitas di lokasi pantai. Kegiatan berenang. Memerlukan pemesanan di muka.
MUHAMMAD SHAZALI,Diulas: 8 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Anak saya menikmati masa tinggalnya di sana. Dia bisa membangun istana pasir, kayak dan berenang di malam hari."
Tan,Diulas: 7 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Liburan yang sangat baik untuk keluarga 4. 2 anak laki-laki saya, 3 dan 5 tahun menikmati sepanjang hari bermain di pantai pribadi yang bersih. Layanan staf sangat bagus dan handuk bersih menjadi masalah di kolam renang. [\u1f603]"
DA KYOUNG,Diulas: 3 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Secara keseluruhan Pengalaman yang bagus! Staf ramah dan pantai memiliki kegiatan
Girish,Diulas: 3 Sep 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Pemandangannya sangat bagus dari kamar mana pun yang Anda pilih. Meskipun hujan turun di pagi hari, kami memiliki pilihan lain seperti mini toots dan klub seni untuk anak-anak. Kayak juga merupakan pengalaman yang sangat bagus."
Aaron,Diulas: 2 Sep 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Tempat yang bagus untuk anak-anak. Banyak kegiatan untuk anak-anak dan orang dewasa.
Ernest,Diulas: 31 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Lingkungan dan suasana yang hebat! Staf yang ramah dan membantu juga. 10/10 akan kembali untuk menginap lagi.
Siti Khadijah,Diulas: 31 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Menginap dari 20 - 22 Agustus untuk liburan ulang tahun saya untuk 2 Orang Dewasa dan 2 Anak. Fasilitas dipesan 2 hari sebelum check-in. Hotel mengirim email lebih awal yang menginformasikan bahwa saya dapat memesan fasilitas 5 hari sebelum check-in tetapi saya sibuk dan tidak dapat mencapainya. Untungnya masih ada slot yang bisa saya pesan untuk sarapan, kolam renang, Toots Club, dan pantai. Namun saat itu belum bisa mendapatkan slot untuk aktivitas Seni. Jadi setelah memesan fasilitas, saya dapat merencanakan hari saya dengan tepat. Tempat parkir agak jauh. Anda harus berjalan menaiki lereng untuk sampai ke hotel. Check-in sangat mudah meskipun ramai. Mendapat kamar menghadap kolam renang di lantai 3. Hampir tidak bisa melihat kolam renang, lebih banyak dedaunan di sekitarnya, tapi itu sangat dekat dengan semua fasilitas jadi tidak ada keluhan. Ruangan itu bersih dan luas. Memiliki bak mandi. Sudah ada sofa bed yang diubah menjadi tempat tidur ketika kami memasuki kamar. Menerima kue cokelat gratis untuk ulang tahun saya. Pantai dan kolam renang memiliki slot 2 jam, dengan waktu pembersihan di antaranya. Toots Club adalah 1 jam per slot. 2 kolam renang; dalam dan dangkal. Area bermain air dan perosotan. Mungkin bisa menempati anak-anak sepanjang hari jika bukan karena pembatasan covid. Pantai pribadi memiliki kursi dan meja geladak. Ada juga kayak dan perahu kayuh di pantai untuk digunakan para tamu. Staf yang ramah siap membantu Anda. Toots Club tampak tidak begitu menyenangkan dari luar tetapi putri-putri saya terus ingin kembali. Mungkin karena stafnya sangat baik dengan anak-anak. Memberi saya waktu untuk diri saya sendiri selama 1 jam mereka berada di Toots Club. Sarapan memiliki banyak variasi. Sisi negatifnya bagi kami adalah itu tidak halal. Karena masuk ke Sentosa gratis untuk saat ini, kami pergi untuk makan siang dan makan malam di Seah Im. Shangri-La jelas merupakan hotel terbaik untuk anak-anak dan keluarga. Anak-anak saya dan saya benar-benar menikmati diri kita sendiri selama kami tinggal."
Suzilawati,Diulas: 29 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Cinta cinta cinta hotel ini. Itu adalah pengalaman yang tidak seperti SG. Direkomendasikan untuk mereka yang mencari pelarian. Staf juga ramah dan membantu.
Zaidah,Diulas: 29 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Kami memesan kamar dengan pemandangan laut. Pengalaman menginap yang menyenangkan, kamar yang bagus, pemandangan yang luar biasa. Kami mendapat ruang interkoneksi. Cukup luas dengan balkon dan pemandangan indah."
SHANLI,Diulas: 29 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Sangat menyenangkan menginap di Shangri-la Sentosa. Mendapat kamar dengan pemandangan indah untuk merayakan ulang tahun pernikahan kami. Staf sangat ramah dan sopan. Ini adalah tempat menginap yang bagus.
IDAYU,Diulas: 29 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Layanan yang luar biasa! Hotel ramah anak. Akan senang untuk pergi lagi… Kuddos Shangri-La Rasa Sentosa!
Deep,Diulas: 29 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Resor yang bagus untuk keluarga dengan anak - anak , akses langsung ke pantai , dan fasilitas yang luar biasa serta staf yang luar biasa ."
Lee,Diulas: 28 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Suami saya dan saya bersenang-senang tinggal di resor Shangri-la rasa. Kudos kepada semua staf untuk layanan bintang lebih dari 5 mereka. Kami mendapat peningkatan gratis ke pemandangan laut yang indah dan itu luar biasa! Pasti akan kembali lagi.
Chua Hwee Li,Diulas: 27 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Bagus untuk membawa bayi ke staycation. Bayi sangat menikmati. Dan rayakan untuk ulang tahun
JONATHAN,Diulas: 26 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Fantastis menginap di Shangri la rasa sentosa. Tempat itu tidak ramai karena kami tiba lebih awal untuk pra pendaftaran. Proses check in cepat tetapi personel (termasuk manajer layanan) dari meja depan tidak terlalu ramah dibandingkan dengan Shangri la di orange Grove. Sedikit kecewa karena kami selalu berpikir meja depan akan lebih ramah karena mereka adalah kesan pertama bagi tamu. Punya masalah mengakses lift dengan kunci kamar. Meja depan tidak mengaktifkan kunci kamar sesuai dengan waktu check out kami (kami memperpanjang hingga jam 3 sore; dengan biaya) Namun, ini dikompensasi dari staf di area sarapan. Mereka jauh lebih ramah, murah senyum, dan ramah. Kudos kepada kru layanan sarapan. Kamar sedikit rusak dibandingkan dengan hotel lain, tetapi itu dapat diterima. Pemandangan indah, tenang dan santai untuk bersantai di balkon. Datang ke fasilitas di shangri la rasa sentosa; itu luar biasa! Sangat berorientasi keluarga! Kolam renang: Ada 3 sisi untuk bermain anak-anak. 2 jacuzzi, kolam renang standar dan mereka menyediakan bola karet ukuran tangan untuk anak-anak bermain di air. Pantai (menakjubkan) ada 1 bulu tangkis, 1 meja pingpong, 2 jaring sepak bola kecil, 1 jaring bola voli dan kayak - gratis untuk tamu hotel! Catatan: lakukan pra-pesan semua kegiatan ini setidaknya 1 hari sebelumnya karena ada batasan pax selama periode Covid ini Pasti akan mengunjungi kembali dan memesan penginapan saya dengan shangri la rasa sentosa segera!"
Cheryl,Diulas: 26 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Kedua kalinya di sini. Seperti biasa, layanannya hangat dan proses check in dan out sangat mudah. Karena ada banyak keluarga dengan anak-anak, resepsionis dengan ramah menawarkan kamar lebih jauh ke ujung yang lebih tenang. Kali ini buffet dibuka dan ada banyak pilihan masakan. Terlepas dari batasan saat ini, semuanya beres termasuk penggunaan kolam renang. Menikmati rak domba dan steak dari layanan kamar."
Aileen,Diulas: 25 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,harus tinggal hotel liburan. hotel surga dengan pemandangan panorama di kamar. Pesan di sini di klook untuk menikmati diskon dan lebih banyak manfaat
Shireen,Diulas: 25 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Awalnya dipesan untuk pemandangan laut kembar, tetapi memutuskan untuk meningkatkan ke kamar pemandangan kolam renang kembar. Namun, saat check in, kami mendapat pemandangan yang terhalang oleh pohon-pohon besar. Kami menelepon layanan tamu dan Lina melakukan pekerjaan luar biasa dengan memberi kami peningkatan gratis ke kamar raja dengan pemandangan laut yang indah. Kami berada di lantai tertinggi, 11, dan pemandangannya menakjubkan dan benar-benar membuat masa menginap 2 malam kami tak terlupakan. Kue ulang tahun perayaan juga dikirim ke kamar kami, kue coklat super lezat. Shangri-La juga memberi kami paket perawatan covid, yang sangat berguna. Akses ke kolam renang dan pantai mudah dipesan dan kami bersenang-senang di sana, mulai dari bermain air hingga kayak dan mendayung sambil berdiri. Sarapan di Silver Shell Cafe juga nikmat, meskipun batas waktunya adalah 1 jam. Secara keseluruhan, Shangri-La Sentosa adalah tempat yang tepat untuk menginap dan menjalin ikatan dengan keluarga!"
Jessica,Diulas: 24 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pengalaman yang menyenangkan. Layanan hebat. Hotel eksklusif tepi pantai.
samitendra,Diulas: 24 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"pengalaman luar biasa - layanan luar biasa, kamar drluxe, dan pemandangan menakjubkan. Anda dapat menghabiskan sepanjang hari di kolam renang"
Sandrine,Diulas: 24 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Hotel yang indah dan staycation. Kami pergi dengan bayi kami dan hotel ini mungkin yang paling lengkap untuk memenuhi kesenangan bayi kami. Pantai yang bagus, SUP gratis. Banyak kesenangan dan makan malam prasmanan sangat menyenangkan. Layanan, makanan, dan fasilitas adalah yang teratas. Kamar agak kecil dan sempit. Gym sangat bagus dan kosong. Kami akan kembali."
Cheryl,Diulas: 24 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Ruangan itu sangat luas dan santai. Pemandangan laut yang indah. Staf di konter ramah dan sangat efisien untuk check-in dan check-out yang mulus. Layanan kamar juga memiliki steak yang lezat.
Pui Joo,Diulas: 21 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,1 kali jalan ke RASA dan itu adalah pengalaman yang luar biasa meskipun tidak ada makan di selama saya tinggal di sana. Tapi makanan yang disajikan ke kamar cepat dan masih hangat. ????
Sin May,Diulas: 20 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Resor yang bagus. Banyak fasilitas. Anak saya sangat menyukainya. Kamarnya besar dan ramah anak-anak.
Sze Yee,Diulas: 20 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Selalu menyenangkan dan pengalaman yang menyenangkan di Rasa Sentosa, layanan yang luar biasa dan banyak kegiatan keluarga baik di dalam maupun di luar hotel."
Huda,Diulas: 20 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Benar-benar hotel yang ramah keluarga. Begitu banyak kegiatan gratis untuk seluruh keluarga. Ingatlah untuk memesan slot Anda sebelumnya. Kolam renang fantastis. Hanya saja taman bermain dalam ruangan anak-anak mereka selalu penuh dipesan.
Lyn,Diulas: 19 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pemandangan luar biasa &amp; keramahan luar biasa. Memiliki pengalaman staycay yang luar biasa!
Danny,Diulas: 19 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Tetap sangat bagus. Shangrila Rasa Sentosa memiliki fasilitas pantai yang sangat baik dan F&amp;B sangat baik untuk membiarkan kami sarapan di kamar dengan permintaan khusus.
Cuilin,Diulas: 18 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Tempat yang bagus untuk menghabiskan akhir pekan yang tenang. Hubby &amp; saya merayakan bulan madu kami di sana. Staf ramah dan pantai pribadi sangat bersih.
Liza,Diulas: 18 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Kami bersenang-senang! Awalnya saya memesan untuk pemandangan kolam renang yang berada di lantai bawah tetapi memutuskan untuk pergi dengan kamar dengan pemandangan laut. Kami menelepon conceirge untuk meminta kamar yang tersedia di lantai yang lebih tinggi. Kemudian diberi pilihan untuk pindah ke ruang panorama dan karena kami membayar untuk pemandangan kolam renang yang lebih mahal, mereka hanya membiarkan kami check out lebih lambat secara gratis. Kami dengan senang hati mewajibkan. Pemandangannya fantastis. Pengalaman keseluruhan sangat bagus. Makanan & layanan terpuji. Akan senang untuk kembali lagi segera. Voucher yang kami dapatkan di sini di klook sangat bagus dan sangat berharga."
Chai Sien,Diulas: 17 Agt 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Resor ramah anak-anak, milik saya bersenang-senang dengan seluncuran air. Terlibat selama berjam-jam di kolam renang dan aktivitas pantai."
tan,Diulas: 17 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Saya senang bahwa saya membuat pilihan yang tepat untuk menghabiskan liburan keluarga saya di resor sentosa Shangria-la Rasa, di sinilah kami benar-benar mendapatkan perasaan liburan meskipun situasi covid. Makanannya sangat enak, layanannya fantastis, kami disambut oleh staf setiap kali kami lewat, terasa sangat menghangatkan hati. Itu sangat bagus untuk memiliki kegiatan anak-anak sehingga kami dapat menempatkan anak-anak kami di dalam sementara saya dan suami saya menikmati beberapa waktu kami. Benar-benar kunjungan yang hebat. Sangat merekomendasikan! Tetapi sesuatu yang perlu diperhatikan bahwa, kami mengambil makan malam kami dua kali, pertama kali, pelayan mengizinkan petugas pengiriman untuk meninggalkan makanan bersamanya dan kami dapat meluangkan waktu untuk mengumpulkan, kedua kalinya kami memesan, kami berada di kolam renang ketika petugas pengiriman berada di petugas, kami pikir mereka dapat meninggalkan makanan dengan pelayan seperti malam sebelumnya dan kami melanjutkan permainan air kami sampai sekitar 30 menit kemudian petugas pengiriman memanggil kami lagi kemudian hanya kami yang bergegas untuk mengambilnya. Kami merasa sangat buruk untuk petugas pengiriman. Secara keseluruhan senang, menyenangkan dan menyenangkan menginap di hotel, pemandangan kolam renang bagus, air kolam hangat, kamarnya bersih, terutama toiletnya, saya bingung bagaimana mereka bisa membuat toilet begitu bersih sehingga saya tidak bisa' t menemukan cetakan apapun di dinding?? Kami akan kembali lagi."
Louisa,Diulas: 17 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman luar biasa melebihi harapan. Dari pintu masuk di pos jaga, staf sangat ramah. Mereka benar-benar mengejutkan kami dengan mendekorasi ruangan dengan balon ketika mereka mengetahui bahwa kami merayakan ulang tahun ke-21 salah satu anak kami dan mereka memberi kami sekotak barang yang indah dan meninggalkan kue ulang tahun yang bagus di lemari es. Saya juga awalnya berpikir saya tidak tahu harus berbuat apa, tetapi layanan pantai dan kolam renangnya indah. Dan hanya duduk di balkon menunggu matahari terbit &amp; mendengarkan kicau burung adalah pengalaman zen untuk orang kota seperti saya."
Jacqueline,Diulas: 17 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,sarapan enak dan pasti akan kembali lagi. terima kasih
HyunSung,Diulas: 16 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Bersenang-senang! Kamar besar dan memiliki balkon. Tempat yang bagus untuk keluarga dengan anak. Disiapkan untuk tempat tidur tambahan, anak saya juga menikmati klub anak-anak."
Yuen Lok Kenneth,Diulas: 16 Agt 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Menikmati tinggal! Staf selalu ramah dan membantu. Pantai pribadi sangat bagus dan dapat mencoba perahu dayung, kayak, tenis meja pantai, dan bulu tangkis pantai. Tentu saja tidak ada kekurangan aktivitas! Dengan langkah-langkah manajemen yang aman, ukuran kerumunan juga cukup baik. Taman bermain dalam ruangan mengecewakan karena hanya tersedia 1 perosotan kecil. Slide yang lebih panjang ditutup untuk diperbaiki. Saat menginap, hampir sebagus yang didapat di SG."
