kristina,Reviewed: 18 Aug 2021,5.05.0Superb,,Wonderful experience for family with young kids. The crew really knew how to make the stay special for the little ones!,Translate Review To English
Regina,Reviewed: 16 Aug 2021,5.05.0Superb,,It was a great stay! Hotel with helpful staff. Room was also clean and comfortable.,
HyunSung,Reviewed: 16 Aug 2021,4.05.0Great,,"Good food and pool, relaxing environment. Water slide was quite interesting and enjoyed time there. Went for short walk around sentosa cove area at night.",Translate Review To English
Jia Chian,Reviewed: 15 Aug 2021,5.05.0Superb,,Appreciate the extra effort by the staffs for helping up the decorations of my wedding proposal together with my supplier. My wife and I had a very romantic and memorable night during the stay.,Translate Review To English
Soo Hong Roy,Reviewed: 14 Aug 2021,5.05.0Superb,,"It was a staycation to celebrate my wife birthday. The service was good, with lots of nearby eateries. After our dinner, we went to nearby convenient stall to purchase some titbit for a movie night the kids enjoy their stay for a night. We sent for a swim and the pool is clean. We will be back if there is promo from klook.",Translate Review To English
Denzel,Reviewed: 14 Aug 2021,5.05.0Superb,,The view of the pool was magical and the food from Skirt amazing.,Translate Review To English
Anne,Reviewed: 11 Aug 2021,5.05.0Superb,,"Great staycation with the family. Children can’t wait to go back again . Comfortable room and a great pool for kids to play non-stop. Breakfast selection was good as well. Staffs are helpful and friendly . Thank you to front desk staff, Marcus for the pleasant check-in experience .",
Alicja,Reviewed: 10 Aug 2021,5.05.0Superb,,"I would give it 6 stars. Amazing hotel with great service. This is my 6th staycation at it beats Shangri-La, Fullerton or Sofitel hotel Sentosa by mile. I would suggest to stay 3 nights for the ultimate staycation experience",
Julie,Reviewed: 10 Aug 2021,5.05.0Superb,,My family had a wonderful staycation at W Hotel. Checking in was fast. Room was clean. Views are good. Gym is well equipped and pool was amazing. Breakfast was delicious. Staff were friendly and helpful. Overall all very enjoyable stay.,Translate Review To English
Carlos Vicente IV,Reviewed: 10 Aug 2021,5.05.0Superb,,Had a wonderful time during my stay! The service was outstanding!,
Danella,Reviewed: 8 Aug 2021,5.05.0Superb,,Good food and nice place to stay away from the city! Enjoyed the day just relaxing ??,Translate Review To English
Wee Leong,Reviewed: 5 Aug 2021,5.05.0Superb,,Perfect stay. Certainly one of the best for the kids.,
Sandhya,Reviewed: 4 Aug 2021,5.05.0Superb,,Great accommodation and service. Even though we have to postpone our stay last min. Everything was handled perfectly. Our daughter had so much fun in the pool and at the bathtub. She loved it??????! And we loved it??????. Excellent??????????,
Jeffrey,Reviewed: 4 Aug 2021,5.05.0Superb,,"Very kind and generous hotel, they offer sufficient bottles of drinking water in the room. Stunning mood lightings in the room. Was given a room at 7th Floor (Top flr) with nice view of Yacht docks. Take a nice evening walk by the bay to Cold Storage open till 10pm / 7-Eleven open 24 hrs, its nice!",Translate Review To English
Sabrina,Reviewed: 3 Aug 2021,5.05.0Superb,,Trust me is worth it the pool is self is 24 hrs 7pm till next morning 7am no need to make reservations at all the suites are fantastic!,Translate Review To English
Celina,Reviewed: 3 Aug 2021,5.05.0Superb,,"Not the first time staying at W hotel. Lovely, clean and beautify hotel to be away from the city.",Translate Review To English
SI YUN,Reviewed: 3 Aug 2021,3.05.0Good,,Room was abit dated and service was average. Items were missing from the breakfast sets we ordered.,
MUHAMMAD FIRDAUS,Reviewed: 31 Jul 2021,4.05.0Great,,"Booked a room a month ago for a birthday celebration + staycation for one night. Checking in process was seamless and the staff attending to me was excellent (unfortunately forgot to take note of his name). The room was decorated with the birthday balloons and cake (the cake was delicious btw!), with compliments form the W management. Therefore, thank you very much for accommodating to my request and making our stay a great one. Anyway, management might want to consider the following to amplify the experience as a whole - installation of bidet in the toilet and Netflix. That's just what i think. :)",Translate Review To English
Zenia Zenobia,Reviewed: 31 Jul 2021,5.05.0Superb,,"Room was really nice, and the breakfast tasted good as well. Enjoyed my stay",
Terry,Reviewed: 30 Jul 2021,5.05.0Superb,,Just chilling during this covid period. Great staff and service! The ambience was great. Will come again!,
Sapna,Reviewed: 27 Jul 2021,5.05.0Superb,,Pleasant stay. Staff were very friendly and accomadating. Will be back again.,Translate Review To English
Sapna,Reviewed: 27 Jul 2021,5.05.0Superb,,It was a pleasant experience and the staff were very friendly. There was some misunderstanding with regards to the room and the staff handled the situation very well. Truly appreciate the cheese platter and wine bottle given for the special occasion.,Translate Review To English
JUNTING,Reviewed: 21 Jul 2021,5.05.0Superb,,The Wonderful Room was spacious and romantic for couples~ highly recommended dining at The Kitchen Table. staffs are friendly and it was a pleasant stay for us :),Translate Review To English
Rowena,Reviewed: 21 Jul 2021,5.05.0Superb,,Wonderful experience spend time with family. The room is big enough for family. I would come back again,Translate Review To English
Vanessa,Reviewed: 20 Jul 2021,5.05.0Superb,,"Absolutely love my experience at W singapore always. The package was really love which included breakfast and meal credits, worth the buy. Also there’s SRV to minus off total still. :)",
Janet,Reviewed: 16 Jul 2021,4.05.0Great,,"We’ve our anniversary staycation at W Singapore, a pleasant welcome to the room:)",Translate Review To English
Lilin,Reviewed: 16 Jul 2021,5.05.0Superb,,"Very wonderful stay with one of the best rooms and view. The pool is huge and comes with a slide. Floats are available for purchase if you like. (Big duckies, unicorns etc) The room was spacious, sufficient for a simple workout. The gym is clean and well equipped. Wok fry hor fun from the kitchen table was yummy, so was the satay with chopped pickles and the butter chicken. The portion size is generous so best to let the server recommend. Special thanks to Kieron from the front desk and Wai Meng from the Kitchen Table for taking care of us and making my birthday staycation a memorable one! ??",
Peck Cheng,Reviewed: 14 Jul 2021,5.05.0Superb,,"Beautiful pool, nice jacuzzi and well trained, helpful and professional staff. Very nice getaway",Translate Review To English
May Ling Janice,Reviewed: 13 Jul 2021,4.05.0Great,,Room is quite spacious but I feel not worth the price There r better rooms in other hotels at a better rate,
Jana Jiamin,Reviewed: 12 Jul 2021,4.05.0Great,,"Hotel is a little old, but overall still a good resort style getaway. Food served was quite a disappointment....",Translate Review To English
Andy,Reviewed: 12 Jul 2021,5.05.0Superb,,my 2nd night here. was very good just stay in room to cool.,Translate Review To English
Andy,Reviewed: 12 Jul 2021,5.05.0Superb,,"I didn't spend time using their facilities but walking passed it and the conditional in the gym was fantastic. also, the pool was nice",Translate Review To English
Jia Ning,Reviewed: 10 Jul 2021,5.05.0Superb,,Very good experience. Will definitely come back again,
Cindy,Reviewed: 9 Jul 2021,5.05.0Superb,,"Highly recommend this place. Check-in & check out was seamless. Amazing swimming pool where the kids have great fun at the slide. The ambience of the room and the yacht view was fabulous. The room was spacious. The morning breakfast served to us was excellent. Signature crab pizza was delicious. A request for a small birthday cake were surprised with W hotel balloons too. If u join as member, the kid <12 years old, will get an ice cream too. Great treat for the kid. Thank you for the wonderful getaway…:)",
Nur Amalina,Reviewed: 7 Jul 2021,5.05.0Superb,,Fantastic view fantastic room. We enjoyed our stay here very much.,
Evonne,Reviewed: 4 Jul 2021,5.05.0Superb,,"I will come again :) the room was lovely , the staff gave us commentary macaroons and cake for the birthday celebration .",Translate Review To English
Muhammad Shafiq,Reviewed: 1 Jul 2021,5.05.0Superb,,"Amazing experience, friendly staff and very nice pool my toddler loved it. Thank you so much. Used our Singapore Rediscover voucher totally worth it. Will come back again. Smooth transaction with Klook.",
Natasha,Reviewed: 30 Jun 2021,5.05.0Superb,,"Beautiful atmosphere, very friendly staffs. love it!",Translate Review To English
Kheng Meng,Reviewed: 30 Jun 2021,5.05.0Superb,,pleasant stay .. clean room .. well equipped gym .. and nice pool .. many restaurants nearby too,Translate Review To English
Kheng Meng,Reviewed: 30 Jun 2021,5.05.0Superb,,Nice and clean room .. what amazed me is the Bose speaker up at ceiling ... prefect sound system. Gym and pool are well equipped...,Translate Review To English
Julie Hui Joo,Reviewed: 30 Jun 2021,2.05.0Below Average,,I am still waiting to hear back refund amount as W Hotel has already made the refund to Klook. But there’s no follow up from Klook. Can someone please respond to me ASAP?,
Yee Wen,Reviewed: 29 Jun 2021,5.05.0Superb,,Our favourite staycation so far - service and facilities were impeccable and we loved how it felt like an actual break. Check in was smooth and it was extremely easy to book our slots for breakfast/the pool.,
SHIN FUI,Reviewed: 28 Jun 2021,5.05.0Superb,,"I have prepared a birthday surprise for my boyfriend over here. He is very happy. Thank you to the hotel staff who helped me with the surprise. The service that the staff provide is fantastic, the food is delicious, and the most important thing is the room is very comfortable. We're glad to have good memories here and will come back again",Translate Review To English
Foong Ling,Reviewed: 28 Jun 2021,4.05.0Great,,Nice hotel with good service. Enjoyed our staycation very much and love the quiet and peaceful moments. Loved the walk along the broad walk and took many nice pictures.,
Wai Khuen,Reviewed: 28 Jun 2021,5.05.0Superb,,Spacious room with excellent amenities including gym and swimming pool. Hassle free check in and check out process. Great place for a family staycation.,
SU ENG CLEO,Reviewed: 28 Jun 2021,5.05.0Superb,,Awesome and Great STAY @ The Wonderful Room ???? Loved the pool very much and the whole hotel scented with a pleasant smell. Highly recommended and will stay again ??,Translate Review To English
Hai Bao,Reviewed: 27 Jun 2021,5.05.0Superb,"Wonderful Room, Room, 2 Double Beds · 2 Adults · 2 Nights",Great experience with W Singapore Sentosa Cove. Very convenient & the hotel team are very attentive.,Translate Review To English
Tang,Reviewed: 26 Jun 2021,5.05.0Superb,,"Clean, tidy, spacious, friendly staff, smooth check-in, knowledgeable. It is a good experience staying with them again and would recommend to stay again in the future.",Translate Review To English
Chee Chein,Reviewed: 26 Jun 2021,3.05.0Good,,Overall experience was good except being charged for 1 night parking at the hotel.,
Ji,Reviewed: 25 Jun 2021,5.05.0Superb,,"very good environment?good service and breakfast very nice, staff very kind and helpful.",
Chun Wang,Reviewed: 24 Jun 2021,5.05.0Superb,,"My family had a very enjoyable time at W Hotel, will definitely return for more!",Translate Review To English
Chun Wang,Reviewed: 24 Jun 2021,5.05.0Superb,,"My family had a great time at W Hotel, will definitely come back again!",Translate Review To English
Hui Min,Reviewed: 22 Jun 2021,4.05.0Great,,Nice hotel and they have prepared a nice cake for my birthday stay.,Translate Review To English
Shimin Adalene,Reviewed: 21 Jun 2021,5.05.0Superb,,"We enjoyed our staycation very much. Service was top notch and the pool wasn't crowded at all! Love the in-room dining and the breakfast at the balcony too! We got a room upgrade and an early check in! They surprised us with a cake and room decorations for our anniversary too! Really chill and romantic experience, even though our baby was with us!",Translate Review To English
Angeline Tan,Reviewed: 21 Jun 2021,5.05.0Superb,,"Enjoy the stay with friend for a birthday celebration, staff was friendly and quick check in and out. Slightly inaccessible but shuffle bus is available",
Huifang Serene,Reviewed: 21 Jun 2021,4.05.0Great,,value was definitely worth it though the food there was bleh and inconsistent from menu.,Translate Review To English
SHAOXIONG DARREN,Reviewed: 19 Jun 2021,5.05.0Superb,,Goooooooooooooooooooooooooooooooooooooooooooooooooooo!,Translate Review To English
Teo,Reviewed: 19 Jun 2021,4.05.0Great,,staff polite . but dislike dining in the room not comfortable and no additional chair provided.,Translate Review To English
Hazel,Reviewed: 16 Jun 2021,5.05.0Superb,,"We booked the Wonderful Room as that was the only room time on klook but decided to top up for the Fabulous room at check in. No regrets getting the top up as the balcony had a full view of pool plus marina area. Hotel room is clean and the bed was comfortable. It was a nice gesture for the staff to decorate the room with balloons and a complimentary cake. In addition, service was great as they sent staff to go door to door to top up amenities in the room and we saved the hassle of calling to get additional water/soap. There is also a stretch of restaurants near the hotel for a wider dining option. Overall a great experience and highly recommended!",Translate Review To English
Si Hui Sylvia,Reviewed: 14 Jun 2021,5.05.0Superb,,"Fun trip with a wonderful experience at the spa, enjoyed the swimming at the pool during the day and a night swim. Love the lights around the pool. The service was good, staff at the entrance helped us to take photo with the W sign and with prompt additional requests by dialing “0”.",Translate Review To English
Shu Ying,Reviewed: 13 Jun 2021,5.05.0Superb,,"Although just one night stay but it’s very pleasant. Their swimming pool is clean and huge. Same for hotel room, have a very good view of marina especially at night time. Very near to restaurants that sell nice food. Will definitely revisit again. Oh their service is very good. Requested to change out my breakfast coffee for another drink and it came within 30 minutes.",
Nichelle,Reviewed: 11 Jun 2021,5.05.0Superb,,Super pretty place and great service. Highly recommend,Translate Review To English
Si Hui Sylvia,Reviewed: 10 Jun 2021,5.05.0Superb,,"Enjoyable stay, hotel was clean and luxurious, at the pool there was free service to pump my large unicorn float. Will go back there again for another staycation.",
Xiao Wei,Reviewed: 5 Jun 2021,5.05.0Superb,,Awesome place for a staycay! Will definitely come back again!,Translate Review To English
Ai Khim,Reviewed: 25 May 2021,4.05.0Great,,"hotel is good. the team even help to prepare balloon and cake for my friend's birthday. really appreciate it. but I'll not recommend to dine at SKIRT restaurant. the service is really not hotel standard, and the price is not cheap.",Translate Review To English
Doreen,Reviewed: 24 May 2021,5.05.0Superb,,"In the room where there got very nice different colours of lights, the environment and atmosphere is very pretty! The swimming pools are very child-friendly, senior-friendly and adult-friendly as well!",Translate Review To English
Xueling,Reviewed: 19 May 2021,3.05.0Good,,"We went for our staycay during the phase 2 heightening alert . Dine out are prohibited. Our mood was already dampen . We request for a free upgrade to the room with pool view but was rejected . Hotel could have manage this better . With limited access to facilities gym and no dining out , the hotel could have done better by giving more dine in credits or free upgreat of rooms. Other hotels provide freebies or free upgrade . The amount we paid was the same non phase 2 period but the experience was not the same .",
Bennie,Reviewed: 19 May 2021,4.05.0Great,,No response from Klook and have to go ahead with the staycation despite the COVID 19 restriction announced on 13 May 2021. Pleasant staycation with good service from W hotel. Disappointed with Klook service,
Chiew Luan,Reviewed: 18 May 2021,5.05.0Superb,,Best decision ever to stay in W. Room was amazing and they provide 4 different types of pillows! Will definitely go back again,
JENNY,Reviewed: 18 May 2021,5.05.0Superb,,Room is excellent easy access & usage of the pool very pleasant stay,Translate Review To English
Jun Weng,Reviewed: 17 May 2021,5.05.0Superb,,"Top tier rooms and exceptional quality service :) Called reception for 2 bottles of complimentary water bottle to my room, was being offered 10 instead. Arrived almost instantly. ??",Translate Review To English
Jia Yi,Reviewed: 17 May 2021,5.05.0Superb,,It was an enjoyable 1-night stay with amazing pillows of varying firmness! Food and service at the Kitchen Table were also really good. Would definitely recommend to friends and strangers (:,Translate Review To English
Boon Leng,Reviewed: 17 May 2021,5.05.0Superb,,"I love the amazing artworks all over the hotel and overall service was also excellent. We arrived early and was pleasantly surprised with an early check in. I requested for an hour extension for check out and it was also extended to me. Very grateful. The hotel is clean and lovely, the location is amazing and exclusive. I don’t like the hand sculpture in my room, it’s too scary and I don’t dare to go to the toilet in the middle of the night because of it. I didn’t like the pillows because they were too soft and I only found out about the pillow menu on check out day. We used our dining voucher that came with the package for lunch at the kitchen table. The crab pizza can do with more crab meat, we can hardly find any. The wagyu burger was disappointing...not much seasoning and the patty was dry. However, breakfast was nice, especially the laksa! Overall, I love my stay, hopefully to do another staycay with my family again.",Translate Review To English
Mingjun Marcus,Reviewed: 17 May 2021,5.05.0Superb,,Beautiful room and amazing service from all staff at W hotel! W hotel is also located at Sentosa Cove area with restaurants and cafes nearby. The marina right in front of the hotel makes you feel as if you’re overseas!,
Koi Man,Reviewed: 17 May 2021,5.05.0Superb,,an amazing room with a modern vibe far away from the city. makes it feel like we are out of the country.,Translate Review To English
stephanie,Reviewed: 16 May 2021,5.05.0Superb,,pool is good and staff provided good service. relaxing.,Translate Review To English
Manoj,Reviewed: 14 May 2021,3.05.0Good,,"The pool is amazing and really great for the kids because in addition to the main pool there is a decent size paddling pool which is really shallow so provides a lot of safety for the younger ones. My main issue was with the room. It does not compare to the one in Hong Kong and it looks dated and quite tacky. However, the room was a decent size and it also had a nice view. Service in the restaurant and bar could be improved. Food running out during the breakfast service and some mixers such as tomato juice not being available. Overall not a bad place but it’s not cheap so would expect much better for this price.",Translate Review To English
Joanna,Reviewed: 13 May 2021,5.05.0Superb,,Will definitely be back again! One of my fav hotels in SG!,
Samuel,Reviewed: 13 May 2021,3.05.0Good,,"W hotel was wonderful. The post-booking support from Klook was disappointing. I wished Klook had put in effort to help me with an unforeseen problem that I encountered post-booking. They merely quoted the merchant’s terms and conditions. Did not even link me up with the hotel. To other customers who may require flexibility with the worsening covid19 situation, please note that this package is non transferrable or cancellable. Consider booking or liaising directly with the hotel instead of a third party like Klook.",
Jia Yeow,Reviewed: 13 May 2021,4.05.0Great,,"Very clean hotel. But do note Wonderful room is the one that face the road, not even the pool view.I thought of getting sea view. I managed to top up for a better room as I want a balcony. They give bottle water every where. Love the sound system in the room. TV choices can be improved. Breakfast is okie but the paid buffet dinner can be improved. crab not fresh and small. Wanton noodle can skip. their cakes are nice thou.",Translate Review To English
Marie Ann Isabelle,Reviewed: 12 May 2021,5.05.0Superb,,"Thank you for the birthday and anniversary surprises, W Hotel! We really enjoyed our 2 nights staycation. Excellent service and hotel ambiance! We love this hotel and would definitely come back!",Translate Review To English
Marie Ann Isabelle,Reviewed: 12 May 2021,5.05.0Superb,,"What a beautiful resort!!! Perfect staycation to celebrate our birthdays, Mother’s Day and wedding anniversary. Luxury hotel means luxury service and ambiance. The whole family enjoyed our stay!!! Would definitely come back.",Translate Review To English
Yijun,Reviewed: 12 May 2021,5.05.0Superb,,"A good experience in W, with good service and quality room. But the color of the room, personally, cannot accept.",Translate Review To English
Jianing,Reviewed: 11 May 2021,5.05.0Superb,,"this time we opt for marvelous experience and is indeed marvelous ! Early check in at 12, late check out at 3, comes with breakfast for 2... and I have jacuzzi tub in the room! And .... I found a new liking- the egg chair !!! The bedsheet is so comfortable on the super comfy bed.. the bathroom is so well equipped with 3 types of bathing method.. I love their davines shower collection that smells so nice .. and couple with JDV mirror and hairdryer... totally like! Always love the quietness of the surroundings at W and the way how their rooms are so creatively lit up. All their stuff has interesting names too!",
TeckKuan,Reviewed: 11 May 2021,5.05.0Superb,,"W Singapore has been the hotel of our choice over the longest time ever since the first time my wife stayed there in 2015 at their Marvellous Suite. Food quality has been the factor that most hotels would overlook but not for our stay at W Singapore. The food is consistently of the highest and freshest quality, whether it's their buffet breakfast, ala-carte lunch or dinner options. The experience is constantly a WOW for my family and I. Thank you W Singapore for the experience every single time we visit and we definitely will head back again.",
Mervin,Reviewed: 10 May 2021,1.05.0Below Average,,"Stay was average, the fact that it didn’t feel like a 5 star experience despite the inflated price. The downfall was the customer service, I paid extra $180+ for upgrade to accommodate the third person in the room, but was not given late check out. There were several times housekeeping staff entered the room when we did not answer to their knocking and ringing. The receptionist girl was so unfriendly and unapproachable.",Translate Review To English
ZhiWei,Reviewed: 10 May 2021,5.05.0Superb,,"Friendly staff service, clean room, fast service and respond. Comfortable stay.",Translate Review To English
Lucas,Reviewed: 10 May 2021,5.05.0Superb,,Very nice staff! Had an amazing stay at W Hotel. The room was clean and really cosy.,
GOH,Reviewed: 10 May 2021,5.05.0Superb,,"clean n big room....no gym , reserve to go pool n resturant. staff are helpful. overall experience v good. will visit again if room has good discounts.",Translate Review To English
Wai Man,Reviewed: 10 May 2021,4.05.0Great,,"We are so glad to have this weekend getaway to explore the east side of Sentosa. The hotel is so nice to help us celebrate our wedding anniversary with nice decorations and complimentary cake. The pool is the highlight to my stay. Though we were given late checkout, the 2D1N passed so fast before us. We had the package with 3-course dinner and all-you-can-eat breakfast but nothing is especially impressive.",
Janelle,Reviewed: 10 May 2021,5.05.0Superb,,"Easy to book and make amendments to my booking of the use of swimming pool, gym, spa, breakfast and etc. Not much crowd so it was a quiet and pleasant stay. Good service as well:)",
Sheng Hui,Reviewed: 10 May 2021,5.05.0Superb,,Good amenities and service. Ambience is nice too. Food is great as well.,Translate Review To English
Liyun,Reviewed: 9 May 2021,1.05.0Below Average,,"Well I bought a voucher package (2D1N stay with afternoon tea and breakfast) on 9 May 2021. I would expect that I will be able to enjoy the afternoon tea on 9 May itself. But NOPE. It was fully booked and it wasnt indicated on the voucher that I have to make a reservation. Do the hotel really expect people to stay on 9 May and enjoy the afternoon tea on other days? What a disaster to celebrate Mother Day for my mother. I suggested to exchange the afternoon tea for dining credit but the staff has to check. (20minutes has passed while writing this review but still no update. Yes I have high expectaction) To be fair, the staff did offer to let me checkout later on 10 May to enjoy the afternoon tea but I have other schedules planned and it cannot be rescheduled. Hope this review can remind people to book their whatever tea or spa that is in the package in advance to avoid disappointment. Giving a 1 star because I am extremely unhappy and the fact that I paid extra money for the afternoon tea but did not get enjoy it. I will just treat it as ????.",Translate Review To English
sean,Reviewed: 9 May 2021,5.05.0Superb,,"???????????????with elite member upgrade,we manage to get a away room in the away spa . Breakfast and dinner already included ?I use the 75 dollar food credit for dinner with 20 % elite member discount, very worth it . Sea bass and w signature chill crab pizza is very good ??",Translate Review To English
Sharon,Reviewed: 8 May 2021,5.05.0Superb,,I was celebrating a birthday during this staycation and W did up a simple balloon decor and a tiny chocolate cake which was delicious! Thanks to the team at W! We had an amazing stay. Highly recommend this place to families with kids.,
Zhuo,Reviewed: 8 May 2021,3.05.0Good,,"We had $75 credit at Kitchen Table, the chef was very generous to give us a big pizza although we only ordered a kids pizza. However, was quite disappointed with the food there. They have a very big swimming pool and we enjoyed very much for the 2hrs booking slot.",
D,Reviewed: 8 May 2021,4.05.0Great,,"great service and clean hotel. experience is great, except there is somethng to watch out about the use of food voucher, we r not aware or not inforned it cannot be used for room service, hence end up paid more...",Translate Review To English
Geok Neo Stephanie,Reviewed: 8 May 2021,5.05.0Superb,,"Fantastic staycation. We got an upgrade to a bigger room with living area and long balcony. Pool was amazing, even though there were quite a lot of people. The food at The Kitchen Table was only average, so avoid it for dinner and go to Skirt or the many restaurants just outside the hotel.",
francis,Reviewed: 6 May 2021,5.05.0Superb,,Good nice view... Good service staff Nice swimming pool and gym. spa facilities was also very gd,Translate Review To English
CHER GIM,Reviewed: 6 May 2021,4.05.0Great,,"Staff didn't seem as friendly as pre-covid days, or it could be that we booked using a voucher instead of directly from W website. A lot of new and inexperienced staff in the pool area and check-in, but there were also older staff who were quite to do service recovery. Pleasant stay. Quite crowded. One has to book breakfast and pool visits the day before.",Translate Review To English
Ruth,Reviewed: 5 May 2021,2.05.0Below Average,,"I checked out of W hotel this morning and I have deducted 3 stars from my review because of 3 incidents. At check in I was told that I would have to pay more because I requested twin bed. I was shocked as extra fee was not mentioned when I booked the hotel room without breakfast. I was flustered and opened klook app to look for details of my booking. I didn't want to share a king size bed with my sister. The staff quickly went into a room and promptly came out to announce that her supervisor had waived the fee. I feel that W Hotel is not honest in its advertisment - ""twin bed upon request"" means customer can asks for a twin bed instead of king size bed, extra fee should have been specified. In current time of Covid where many people are suffering from mental stress, a staycation should be a pleasant experience. In the evening, I discovered a patch of stain that could be dried blood on my duvet and I quickly rang housekeeping to change it. The next morning at breakfast, I ordered al la cart instead of buffet because I wanted a light breakfast. I picked W Hotel signature french toast and I was taken aback when I saw what's on the nice red plate. It was just One slice of thick toast sprinkled with some cream, tiny blueberries and small slices of strawberries. Perhaps I was served an al la cart buffet portion for $22 before GST. It was not air flown from Paris but made in-house. The 2 stars I gave are for the nice hotel ambience and pool experience as well as for the service by the male staff on the ground floor manning the Trace Together and temperature checks and the concierge.",Translate Review To English
Bee Tee,Reviewed: 4 May 2021,5.05.0Superb,,"booked second night without breakfast included. as the breakfast offers a good spread of choices, it is recommended to book with breakfast included. The spa facilities is nice.",Translate Review To English
Bee Tee,Reviewed: 4 May 2021,5.05.0Superb,,"Good size hotel room. Spacious bath area. Very clean. Good gesture to decorate room with balloons and provide Birthday cake. Breakfast has good spread of choices. the beds is overused, It is sunken in the centre and not comfortable to sleep on.",Translate Review To English
Jann Jan Li,Reviewed: 3 May 2021,5.05.0Superb,,Great service and pool. Kids love the pool and slide. Nice that they hv double beds for family of 4. Beds are a tad too soft.,
Min Qi,Reviewed: 3 May 2021,5.05.0Superb,,Amazing experience. Fantastic room and we even got a birthday cake. Thank you team W,Translate Review To English
Jia Cheng Damian,Reviewed: 1 May 2021,5.05.0Superb,,"Visited on Labour Day weekend. Smooth check-in process. Lots of families but I suppose it is due to the weekend. For some reason, Skirt is fully booked for the Sat evening I checked in. You will need to reserve a spot to use the pool between 9am and 7pm. Each slot is 2 hours. Outside of these hours, you can use the pool any time. If you are visiting the beach, you can also get a pass which gives you free entry to the beaches along Sentosa.",Translate Review To English
Elma,Reviewed: 1 May 2021,5.05.0Superb,,Excellent service provided by all the staff.Thanks for the great experience W Hotel.??????,
Yee Ming,Reviewed: 30 Apr 2021,1.05.0Below Average,,"Extremely unpleasant experience upon check that completely destroyed our holiday mood. Booked on klook which gave the option of choosing a king sized bed or 2 beds (and we even called beforehand to ensure we would get 2 beds and they agreed). However, upon check-in the staff (an Indian man who claimed to be a manager) refused to give us 2 double beds and even insisted we pay 60 dollars extra even though there was only 2 people staying in the room. This was extremely unreasonable and unprofessional since 60 dollars was an extra person charge. Very disappointed with the poor service of a supposedly 6 star hotel. They also agreed on 3pm late checkout in the call but during check-in he said 1pm was the latest checkout?!!",Translate Review To English
Ang,Reviewed: 30 Apr 2021,5.05.0Superb,,"The hotel is worth the ratings, their lobby is so cozy and even the rooms, the bed is so comfortable. Really glad that I have chose this hotel for my staycation. Will definitely come back again !!",Translate Review To English
Lim,Reviewed: 29 Apr 2021,5.05.0Superb,,"A great getaway from work. Wonderful facilities such as gym, swimming pool, sauna, jacuzzi, steam room etc. Breakfast was great too, lots of selection.",Translate Review To English
QIANYI ERIN,Reviewed: 29 Apr 2021,5.05.0Superb,,Nice hotel. The room is spacious with a nice view. Breakfast selection (ala-carte buffet due to covid restriction) is good with a wide variety to choose from.,Translate Review To English
Melanie,Reviewed: 28 Apr 2021,4.05.0Great,,Thoroughly enjoyed my stay at W Hotel Sentosa - location was very peaceful; staff were very efficient and quick to address any concerns and inform on new social distancing procedures (booking of slots for swimming pool access and breakfast buffet); room was very spacious for 2 persons and generally clean although we did find a cutip under the bed; food at The Kitchen Table was part of the package and was really amazing as well.,Translate Review To English
Juan Fiu Louis,Reviewed: 28 Apr 2021,4.05.0Great,,"Good and enjoyable experience, with nice breakfast. Variety for dinner selection and quality of meals can be improved.",
Joanne Joo Yong,Reviewed: 28 Apr 2021,5.05.0Superb,,"We arrived at W Singapore and did a pre-check-in at 9.30am. We had a great time exploring Sentosa on our bicycles while waiting for our room to be ready. A bummer was we did not receive the mobile notification informing that our room was ready for check-in earlier. We had booked a one night stay to celebrate our wedding anniversary and were pleasantly surprised to see the 'LOVE' balloons welcoming us when we checked in. Our Wonderful Room was clean and comfortable with the added luxury of a nice relaxing bath-tub. We included the 3 course dinner and 'All You Can Eat' awesome breakfast in our room package. The crew at The Kitchen Table was attentive and polite. We had to top up between $5 to $20 per dish from our dinner set menu. We enjoyed the quality good food but the W Burger patty was quite dry, Satay, Crispy Squid and Wagyu Hor Fun was tasty. We very much appreciated a 2 hour late check-out and went home happy & rejuvenated from our short stay cay at W Sentosa with their Express Check-out service! Thank you W Singapore !",Translate Review To English
,Reviewed: 28 Apr 2021,5.05.0Superb,,"Great service. Wonderful pool. The food in the hotel is delicious. Had the chilli crab. The crab wasn't cracked so had to ask for it to be cracked. It was finger licking good. Lovely room. Spacious and clean. Breakfast was nice. Hanafi served us. He recommended the smoothie which was good. Hanafi was friendly, helpful and prompt in his serving. Great experience. Will definitely come back again.",Translate Review To English
Rin,Reviewed: 27 Apr 2021,5.05.0Superb,,Love the hospitality! Pros: Facilities are well accessible. Cons: Quality of breakfast at The Kitchen Table could be better,Translate Review To English
LAU,Reviewed: 27 Apr 2021,5.05.0Superb,,"Booking through Klook and using the SDV is a breeze. Was able to check in at 1pm. Check in was very fast and we were issued our room key within 10min. The room was very clean and cosy. Only mineral water is free (many bottles provided). All other things are chargeable. The surrounding area is very beautiful, with the boats at the Marina, many hip restaurants, clean water in the cove teeming with fishes and jelly fish. We even saw a big wild turtle in the cove. The restaurant at Quayside Isle are all reasonably priced. Hosted some friends there. The only setback is the hot weather and lack of sea breeze even late into the evening.",
