DELIMITER SEPARATION,web-scraper-order,web-scraper-start-url,user,date,rating,review
57,1650540346-57,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Kedia N. S.,3-Oct-21,5.6,"Hotel tidak memiliki fasilitas sarapan yang merupakan sedikit tantangan. Kami berada di kesepakatan satu plus satu dan hari pertama kamar kami yang kami dapatkan tidak saling berhubungan, berdasarkan permintaan kami mendapatkan kamar yang saling berhubungan pada malam kedua kami, yang lebih bersih dan higienis daripada yang pertama."
58,1650540346-58,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lee T. C.,24-Sep-21,6,"Mengambil 1 jam 45 menit untuk check in ke kamar saya. Ada 4 kios check-in mandiri. Namun, mesin ini tidak bekerja dengan baik dan tidak ada staf hotel yang berdiri di dekatnya untuk memberikan dukungan. Pergi untuk bergabung dengan Q untuk check-in. Namun, masih harus menunggu 30 menit. Akhirnya berhasil mendapatkan satu staf hotel untuk membantu saya check in kios mandiri. Namun, kamar masih belum siap. Saya harus menunggu sekitar 45 menit untuk check in ke kamar."
59,1650540346-59,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lin Y.,23-Sep-21,9.1,"Kamar besar, bak mandi dan lingkungan yang damai, balkon adalah nilai tambah."
60,1650540346-60,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Tay H. W. E.,13-Sep-21,5.9,Proses check in sangat buruk. Layanan staf tidak terlalu membantu dan sedikit informasi yang dibagikan dengan Anda (seperti pemesanan kolam renang) saat check-in. Memilih check-in lebih awal saat membuat pemesanan dan tidak dihubungi oleh hotel sehingga tidak tersedia. Akhirnya menunggu 2 jam di Starbucks untuk menunggu kamar siap. Harap hubungi mereka untuk mengonfirmasi apakah check-in awal Anda telah dikonfirmasi.
61,1650540346-61,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Low K. G.,11-Sep-21,6.6,Kamar baru siap jam 5 sore jadi kami tidak bisa memanfaatkan kamar sepenuhnya (dan check out jam 11 pagi).
62,1650540346-62,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Mohammad E. H.,8-Sep-21,8.8,Hotel ini luar biasa untuk liburan keluarga. Transportasi gratis (kereta) tersedia dari hotel ke titik atraksi utama.
63,1650540346-63,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Ong G. R.,23-Aug-21,6,"Layanan hotel yang kuat, tidak memproses permintaan check out terlambat. Wastafel kamar mandi tersedak, aliran air rendah."
64,1650540346-64,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Jannah B. J.,17-Aug-21,9.1,"Selain pengalaman check-in, pengalaman hotel secara keseluruhan tidak sia-sia. Kolam renangnya besar, meskipun tidak ada kolam renang anak-anak. Ruangan itu sendiri juga besar dengan bak mandi yang bisa memuat dua orang dewasa. Ruang kamar dapat dengan nyaman memuat dua tempat tidur bayi. Adapun check-in, perlu menekan mereka. Datang jam 14.30, check in ke kamar hotel hanya sekitar jam 4.30 sore."
65,1650540346-65,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Cheong C. M. V.,15-Aug-21,9.4,"Kamar luas bersih super bagus, semua staf ramah. Menikmati kami tinggal."
66,1650540346-66,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Wei C. T.,29-Jul-21,9.1,"Menginapnya luar biasa meskipun setiap kali kami meninggalkan kamar, kami harus menunjukkan id foto kami. Ada layanan kereta gratis ke area kasino. Proses check in relatif cepat untuk hari kerja tetapi harus menunggu beberapa saat untuk masuk ke kamar kami."
67,1650540346-67,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lim W. S.,28-Jul-21,5.6,"Harus menunggu sampai jam 6 sore untuk check in ke hotel, tidak ada kursi yang tersedia di resepsionis dan berdiri menunggu selama 3 jam bersama dengan istri saya yang sedang hamil dan bayi berusia 2 tahun."
68,1650540346-68,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lim H. L. J.,23-Jul-21,9.1,"Kamarnya sangat luas, begitu juga kamar mandinya! Kolam renang juga sangat bagus. Penerimaan check-in agak bergelombang karena orang itu tidak mendaftarkan permintaan saya yang saya kirim beberapa bulan yang lalu. Jika tidak, pengalaman menginap yang menyenangkan? Menyarankan."
69,1650540346-69,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lim T.,10-Jul-21,8.5,"Telah tinggal di Equarius Hotel pada banyak kesempatan. Kamar besar, kamar mandi besar dengan bathtub besar. Lingkungan yang tenang selalu menjadi nilai tambah untuk staycation santai."
70,1650540346-70,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Muhammad A. B. M.,8-Jul-21,9.4,"Kamar luas yang dilengkapi dengan bathtub, balkon, perlengkapan amenitas berkualitas tinggi, dan teh bermerek TWG di kamar. Parkir gratis, naik kereta gratis di sekitar RWS, kolam renang, dan gym. Setimpal."
71,1650540346-71,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Eugene M.,6-Jul-21,9.4,Pengalaman menginap yang luar biasa yang berbeda dari staycation biasa. Memberi Anda getaran Bali
72,1650540346-72,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chloe Z.,3-Jul-21,8.5,Suka kolam renang! Dapat melakukan Lap di dalamnya!
73,1650540346-73,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Ng Wei S.,3-Jul-21,8.7,Check in jam 3 sore dan waktu check out jam 11 pagi berarti total 20 jam menginap untuk harga mungkin tidak sepadan. Hotel telah meningkatkan keamanan. Semua penghuni dan tamu harus terdaftar untuk melewati keamanan dengan menunjukkan ID untuk pergi ke kamar / lift setiap kali di atas pintu masuk yang aman. Cukup meredam seluruh pengalaman sebenarnya. Kamar sangat besar untuk kategori memimpin. Kolam renang di Beach Villa memiliki ketenangan tetapi perlu memesan terlebih dahulu.
74,1650540346-74,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Marsya A.,1-Jul-21,9.7,Layanan ini luar biasa. Staf semua sangat ramah dan membantu. Kamar sangat bersih. Luas.
75,1650540346-75,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Loh D.,25-Jun-21,5.9,"Buruknya: Tiba di lobi jam 2 siang. Menunggu hampir satu jam untuk check-in. Menunggu 30 menit lagi untuk mendapatkan kunci ke 1 kamar terhubung kami pada pukul 15:30. Menunggu 1,5 jam lagi dan setelah 3 panggilan telepon untuk mengambil kunci kamar penghubung lainnya pada jam 5 sore! Mencoba memesan waktu kolam renang untuk hari ke-2 tetapi tautannya tidak membantu sama sekali. Diemail dan akhirnya berhasil mendapatkan pemesanan. Waktu check out yang tertera pada pemesanan adalah pukul 12 siang. Namun saat check in, kami diberitahu waktu check out adalah pukul 11 pagi. Dan mereka diperpanjang hingga jam 12 malam berdasarkan permintaan. Pada hari terakhir ketika saya menelepon layanan tamu untuk bertanya tentang cara check out. Saya diberitahu lagi bahwa waktu check out saya adalah jam 11 pagi. Saya mengerti hotel ini kekurangan tenaga dan membutuhkan waktu lebih lama untuk melakukan pekerjaan desinfeksi yang baik. Namun, perbedaan 1,5 jam antara menyiapkan 2 kamar terhubung tidak masuk akal. Yang Baik: Kamar hotel sangat besar. Kamar mandi sangat besar. Tempat tidur sangat besar. Staf hotel mengatur beberapa dekorasi sederhana dan memberi kami es krim untuk merayakan ulang tahun gadis saya. Staf hotel sangat membantu. Kolam renangnya sederhana tapi menyenangkan karena crowd controlnya. Secara keseluruhan pengalaman menginap yang baik jika tidak menunggu lama saat check-in. Juga tidak nyaman untuk bepergian ke bagian lain pulau kecuali Anda mengemudi. Jika tidak, Anda harus menggunakan layanan antar-jemput gratis, berjalan 5 menit ke sentosa express."
76,1650540346-76,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,LOW W. L.,24-Jun-21,9.7,"Memesan slot Check-in pada pukul 14:59, seluruh proses check-in memakan waktu kurang dari 15 menit. Saya dilayani oleh Gregory, dia penuh senyum dan saya sangat senang dialokasikan kamar di lantai 7 yang menghadap ke taman watercove. Pemandangannya spektakuler, saya bisa melihat kereta gantung dari balkon dan mendengar kicau burung di pagi hari. Naik shuttle bus ke area Casino tidak merepotkan. Kolam renang dapat dicapai dengan berjalan kaki singkat di vila pantai. Pemesanan di muka diperlukan untuk sesi berenang, karena mereka membatasi no. Dari pax di kolam renang, tidak ramai sama sekali. Saya suka hotel ini karena terletak jauh dari area ramai di Casino. Saya memiliki pengalaman menginap yang menyenangkan dan pasti akan memilih hotel ini untuk staycation saya berikutnya di Sentosa 👍"
77,1650540346-77,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Koo S.,24-Jun-21,6.6,"1. Check-in memakan waktu lama. 2. Kami telah menetapkan kamar kami sebagai ""Jangan ganggu"" dan pergi keluar untuk makan malam. Namun kami masih dapat melihat staf hotel mengantarkan minuman dan handuk ke kamar kami."
78,1650540346-78,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,SERENE T.,21-Jun-21,6.8,"1. Check-in sangat lama. Dijadwalkan untuk check-in dari 2 hingga 3 sore. Sampai di sana pukul 14.10, dan diminta untuk mengantri (hanya ada 2 orang sebelum kami) tetapi kami menunggu lebih dari 15 menit. Mencoba check-in mandiri tetapi tidak berhasil. Lucunya, hari kami check out, saya melihat orang-orang check in jam 12. Saya bertanya-tanya mengapa mereka diberi check-in lebih awal tetapi permintaan saya ditolak. Mungkin perlu meningkatkan sistem check-in mandiri mereka juga. 2. Kolam renang ""keamanan"" memiliki standar yang berbeda. Mereka benar-benar perlu memiliki beberapa standar di sini. Selain dua cegukan ini, masa inap umumnya baik dan santai."
79,1650540346-79,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Banu C.,3-Jun-21,9.4,"Ruangan itu luas dan indah. Saya dan mitra saya benar-benar menikmati liburan kecil kami. Disebutkan secara khusus kepada Jaysen (maaf jika saya salah menyebut namanya) yang memeriksa kami. Sangat nyaman meskipun jaraknya cukup jauh dari atraksi, karena seringnya bus antar-jemput dan layanan kereta. Satu-satunya downside adalah bahwa tidak ada bidet di kamar yang luar biasa ️"
80,1650540346-80,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,sam,1-Jun-21,9.7,"Meskipun check-in bisa agak lambat sekarang karena covid tetapi saya mengerti bahwa itu untuk tujuan keamanan 👍🏼 Layanan tetap bagus, kamar sangat rapi dan bersih saat check-in. Saya suka bagaimana mereka memiliki stiker untuk menunjukkan bahwa kamar telah didesinfeksi dan dibersihkan agar kami dapat check-in pada hari pertama kami. Hotel ini benar-benar membuat saya merasa aman dengan semua protokol keamanan yang diberlakukan."
81,1650540346-81,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Fiona L.,26-May-21,9.7,Staf sangat ramah dan bersahabat dan membuat staycation kami menyenangkan. Kamarnya bersih dan luas.
82,1650540346-82,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Geraldine H.,25-May-21,9.1,Kamarnya sangat luas dan bak mandinya besar. Kami berhasil mendapatkan check out sedikit lebih lambat karena cukup sepi.
83,1650540346-83,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Esther K. H. M.,22-May-21,5.9,"proses check-in tidak terorganisir, bersiaplah menunggu hingga satu jam. kolam itu cukup bagus, tetapi banyak nyamuk. bersiaplah untuk membawa semprotan insektisida."
84,1650540346-84,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lim A.,21-May-21,9.4,"Berbulan madu 4H3M dengan suami saya di Equarius Hotel dan kami menikmati waktu kami yang damai dan berkualitas di sini meskipun situasinya buruk. Sangat menyukai kamar deluxe yang luas dan bersih, dan kamar mandi mereka luar biasa besar dan cantik dengan bathtub! Satu-satunya downside adalah bahwa pra-dikemas sarapan disajikan setiap pagi karena aturan ""tidak makan di"" benar-benar mengecewakan. Kualitas makanannya sangat buruk, dengan bacon yang selalu terlalu asin, dan telur orak-arik yang terlalu matang dan lembek, kue-kue yang dipanggang juga terasa basi. Berharap bahwa hotel akan dapat melakukan sesuatu tentang sarapan karena harga sudah termasuk sarapan hotel gratis (yang seharusnya memiliki standar kualitas sebelum aturan ""dilarang makan"". Jika tidak, dapat memilih untuk tidak sarapan selama periode waktu ini dan pergi saja ke kamar!"
85,1650540346-85,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Megdeleine L.,14-May-21,8.5,Pelayanan yang baik disediakan oleh resepsionis dan staf rumah tangga. Mereka sangat sopan dan secara konsisten mengingatkan kami tentang langkah-langkah keamanan yang harus dipatuhi selama menginap di hotel mereka. Kamar hotel luas dan bersih. Pasti akan merekomendasikan oleh teman dan kerabat.
86,1650540346-86,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Teo H. S.,13-May-21,8.5,Semuanya baik-baik saja di hotel. Manajemen mengakui check-in lebih awal dan permintaan check-out lebih lambat. Cuma feedbacknya bak mandi di kamar 0438 terus bocor dan bak mandi saya tidak pernah bisa penuh.
87,1650540346-87,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Pok Y.,11-May-21,9.7,Staf yang ramah dan bersedia membantu kapan pun dibutuhkan. Pengalaman menginap yang luar biasa dan sangat direkomendasikan untuk teman-teman.
88,1650540346-88,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Yee F. L.,8-May-21,8.5,Proses check-in secara keseluruhan lancar meskipun dengan beberapa cegukan. Kamarnya besar dan layanannya bagus. Harus berjalan sedikit dari lobi hotel ke lift. Kulkas memiliki bau yang aneh dan kami tidak menggunakannya sama sekali. Frekuensi buggy ok tetapi staf di sisi hotel Michael perlu memastikan antrian tamu yang tepat menggunakan wahana. Pergi selama hari kerja dan sebagian besar toko dan restoran tutup.
89,1650540346-89,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chee J. Y.,7-May-21,8.2,"Kesulitan mencari petunjuk arah ke Equarius karena tidak ada informasi yang diberikan, bahkan papan nama mereka di RWS tidak diupdate dengan tulisan 'Equarius'. Syukurlah kami berhasil menemukan St Michael's Hotel dan naik kereta dari sana. Tiba di hotel setelah lama menunggu buggy (interval waktu buggy bisa ditingkatkan). Sayangnya, tidak ada staf yang menyambut atau mengarahkan kami ke konter check-in (mengecewakan untuk hotel bintang 5), kami harus mencari-cari staf hanya untuk melihat SDA, yang sangat membingungkan karena mereka tampaknya mengatur check-in antrian bukannya staf berseragam. Mendapat nomor dari SDA (bukan staf berseragam hotel, membingungkan) dan antriannya sangat panjang. Syukurlah saya jalan-jalan keliling hotel sambil menunggu dan kemudian perhatikan ada konter self check in yang antriannya pendek dan berhasil check in dengan lancar tanpa harus menunggu antrian. Akan sangat dihargai jika SDA karena hampir tidak ada staf lain di sekitar, memiliki inisiatif untuk mengarahkan kami ke mesin check-in mandiri alih-alih hanya mengarahkan kami untuk bergabung dalam antrean; ini tidak hanya akan meningkatkan waktu tunggu tamu Anda, tetapi juga produktivitas hotel Anda (itu inti dari mesin Anda, bukan?). Kamar besar, bersih dan secara keseluruhan bagus. Tapi tidak begitu puas ketika TV tidak dalam kondisi kerja, area toilet memiliki bau kotoran yang kuat dan salah satu power point tidak berfungsi. Mengecewakan dalam aspek ini. Juga cukup kecewa bahwa itu adalah hari jadi kami (telah memberi tahu hotel), tetapi yang kami dapatkan hanyalah sebuah kartu yang tidak ditandatangani oleh staf mana pun dan satu balon merah yang tampak menyedihkan, tidak mengesankan sama sekali. Memiliki harapan yang lebih tinggi ketika saya melihat banyak ulasan bahwa tamu lain ketika merayakan ulang tahun mereka di Equarius menerima boneka beruang, kartu yang ditandatangani oleh staf, peningkatan kamar gratis, dll. Yang kami dapatkan hanyalah sebuah kartu dan balon. Hotel bintang 5 lainnya setidaknya akan melipat handuk menjadi bentuk angsa dan meletakkannya di tempat tidur atau meletakkan beberapa kelopak di sekitar ruangan. Tidak terkesan untuk acara spesial kami. :( Akan memberikan pengalaman ini 2,5 / 5, mungkin tidak akan kembali lagi karena pengalaman itu tidak membuat saya kagum sama sekali dan hotel ini tidak persis terletak dengan nyaman. :("
90,1650540346-90,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Cheok L. Y.,28-Apr-21,9.7,Staf konter - Su Ying sangat penuh perhatian dan baik hati. Kamar hotel besar dan sangat nyaman. Pasti akan kembali. Lagi!!
92,1650540346-92,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Raymond R.,26-Apr-21,9.4,Hotel ini sangat bagus. Kami menginap selama 1 malam dan kamarnya luas. Kami memiliki tempat tidur ukuran super king dan kami diberikan pemandangan laut. Staf hotel ramah. Satu-satunya downside adalah kita harus naik shuttle bus ke hotel Micheal untuk sarapan.
93,1650540346-93,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Tan S. H.,23-Apr-21,9.1,Memesan tinggal untuk orang tua saya di equarius dan mereka sangat menikmati masa tinggal mereka! Terima kasih Traveloka atas penjualannya yang epik 🥰
94,1650540346-94,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Suzziani B. K.,18-Apr-21,9.7,"Akomodasi ini sangat cocok untuk suguhan ulang tahun untuk kekasih Anda dan sangat cocok untuk keluarga dengan balita. Anak laki-laki saya berumur 5, 4 dan 1 tahun. Kami memesan staycation di sana untuk merayakan ulang tahun putra saya dan itu berjalan sangat baik. Kami terutama menyukai kamarnya yang sangat besar dan nyaman untuk tinggal bersama keluarga besar. Balkon memungkinkan orang dewasa memiliki ruang terpisah untuk waktu yang singkat sementara anak-anak menghibur diri mereka sendiri dengan TV, atau telepon pribadi mereka di kenyamanan tempat tidur besar. Bayi saya sedang bersenang-senang merangkak di sekitar ruangan yang penuh karpet yang merupakan bonus bagi kami. Tempatnya bersih dan layanannya berlebihan, responsnya sangat cepat untuk memenuhi kebutuhan Anda. Kolam renangnya luar biasa. Kami menikmati waktu kami di sana dan berharap dapat kembali ke sana lagi."
95,1650540346-95,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,tinuttha c.,16-Apr-21,8.5,"Kamar besar dan nyaman tetapi tidak memiliki layanan kamar (Minuman dan makanan ringan atau makanan) Dari hotel langsung, Anda dapat memesan dengan menu kode qr dari tempat lain dengan pengiriman gratis $ 30 + dan hotel ini tidak merekomendasikan untuk anak-anak atau bayi. Kolam renangnya bagus tapi banyak nyamuk dan tidak bisa pergi ke dekat villa. Tidak ada zona anak-anak, tidak ada kolam anak-anak. Untuk gym Anda harus berjalan kaki ke hotel lain. Check-in agak lambat dan harus membuat janji untuk waktu check-in."
96,1650540346-96,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Norul R.,10-Apr-21,9.4,Ruangannya luas dan bersih! Pelayanan yang sangat baik secara keseluruhan. Sangat dianjurkan.
97,1650540346-97,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chong,8-Apr-21,9,"Kamar dan pemandangan dari kamar luar biasa! Namun, proses check in terlalu lama. Mencapai sekitar jam 2.30 siang dan waktu tunggu check-in memakan waktu hampir satu jam dan setelah itu kamar tidak siap sampai jam 5 sore. Itu cukup mengecewakan dan waktu terbuang percuma. Lokasinya agak jauh dari area utama Resort World tetapi ada antar-jemput gratis untuk mengantar kami. Satu-satunya masalah adalah kadang-kadang waktu tunggu. Kolam renang tidak berada di dalam area hotel utama dan harus berjalan keluar dari hotel dan ke vila pantai terdekat. Sedikit ketidaknyamanan tapi masih bisa diterima. Secara keseluruhan adalah staycation yang bagus dan tempat saya akan kembali."
98,1650540346-98,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Sim S. H.,5-Apr-21,5.9,"kamarnya bagus, suka betapa luasnya itu. Selain itu, seluruh pengalaman di sana agak tidak menyenangkan. Saya memesan 3 kamar untuk keluarga saya yang terdiri dari 7. meminta kamar terhubung karena kami punya bayi dan itu akan lebih nyaman. awalnya staf menolak permintaan kami karena ic ipar saya berbeda alamat tempat tinggal. harus membuat keributan sebelum mereka memberi kami ruang penghubung. dan saya tidak mengerti aturan 5 orang per kamar? Saya pikir pembatasan telah dilonggarkan dan pertemuan sosial dengan 8 orang diperbolehkan? Lagi pula, mereka juga membutuhkan IC setiap orang untuk registrasi yang dapat dimaklumi namun setiap kali kita keluar dan kembali ke kamar hotel kita, kita perlu menunjukkan IC kita lagi. bahkan bayi perlu diperlihatkan akta kelahirannya. staf yang sangat tidak fleksibel / tidak mengakomodasi. tidak merekomendasikan mengunjungi hotel ini terutama jika Anda memiliki keluarga besar."
99,1650540346-99,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chong S. C.,5-Apr-21,9.1,"Kamar luas & besar, dengan balkon & kamar mandi besar, pemandangan indah. Area juga damai & tenang. Harus memesan slot 1 jam untuk penggunaan kolam renang tetapi tidak ramai. Antar jemput buggy antara hotel & area RWS utama cukup sering, sekitar 5-10 menit menunggu."
