web-scraper-order,web-scraper-start-url,user,date,rating,review
1650535777-700,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Yu YINGSHUN,18-May-21,9.7,Itu tempat yang sangat bagus dengan anggota keluarga. Dan stafnya ramah. Anak saya sangat menikmati
1650535777-701,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Low W. S. V.,12-May-21,9.7,"Kami bersenang-senang dan menikmati masa tinggal kami. Staf hotel sangat profesional dan mengakomodasi kebutuhan kami dengan sangat baik. Saat check-in, Ms Leena sabar dan membantu kami memesan slot untuk mengakses pantai dan kolam renang. Mr Xavier di gantry kolam sangat ramah dan menyambut. Para kru yang melayani kami dengan sarapan yang lezat dan dimasak dengan baik sangat efisien dan membantu meskipun ada kerumunan orang. Hotel ini juga bijaksana dalam mengakomodasi permintaan kami untuk kamar yang tenang, dan mereka mengejutkan suami saya dengan kue coklat untuk ulang tahunnya! Terima kasih banyak!"
1650535777-702,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,S G,11-May-21,9.1,"Merayakan ulang tahun putri saya dan hotel membantu mendekorasi ruangan dengan beberapa balon, yang disukai anak-anak saya! Kami memiliki pengalaman menginap yang menyenangkan secara umum - kamar juga bersih dan layanan cepat. Hal-hal yang tidak sesuai dengan ekspektasi saya: bantal terlalu datar, Shangri-la (Orange Grove Rd) punya care pack tapi Rasa Sentosa tidak punya, Shangri-la (Orange Grove Rd) juga memberikan sedikit kue gratis tapi Rasa Sentosa memberikan sepotong kecil), Shangri-la (Orange Grove Rd) memiliki perlengkapan mandi untuk anak-anak tetapi Rasa Sentosa mengatakan kepada saya bahwa mereka tidak memiliki dan klub Mini Toots sangat sulit untuk dipesan."
1650535777-703,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chin Y. F.,7-May-21,8.5,Kamar besar yang sangat luas. Deluxe pemandangan kolam renang dengan tempat tidur sofa. Sarapan mewah yang bagus. Sajikan dengan cepat. Kolam renang dan pantai yang bagus. Kami sangat menikmati. Berharap untuk tinggal lagi.
1650535777-704,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Wong S. W.,2-May-21,8.5,Semuanya bagus kecuali bantalnya terlalu empuk.
1650535777-705,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chong A. L.,29-Apr-21,9.1,Kamarnya bersih & amp; sangat nyaman Pemandangan laut yang bagus👍
1650535777-706,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Cindy L. G. W.,1-Apr-21,5.7,"Butuh waktu lama untuk q untuk check in dan tidak ada nomor q untuk check in dan kami harus berdiri berjam-jam, kolam renang tidak ada jacuzi dengan air panas."
1650535777-707,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Howard T.,27-Mar-21,6.6,"Pergi ke sana pada hari libur non-sekolah Kamis, tiba pukul 15.30, antri lebih dari satu jam untuk check-in, dan diberi tahu bahwa kamar yang saya pesan belum siap dan saya harus menunggu satu jam tambahan. apa yang membuatnya menjadi lebih buruk? semua fasilitas (kolam renang, akses pantai, taman bermain dalam ruangan dan lain-lain) sudah penuh dipesan kecuali pada jam 19.45 dan jam 8 pagi yang merupakan waktu makan malam atau waktu sarapan, dan ini terjadi pada saat saya mengantri untuk check-in. Hotel ini adalah pilihan yang baik untuk staycation terutama untuk keluarga dengan anak kecil, tapi sangat populer dan saya yakin Anda akan menghabiskan sebagian besar waktu Anda di kamar hotel."
1650535777-708,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Nur S. M. S.,27-Mar-21,8.8,"Kamar kami sangat luas, bahkan dengan tempat tidur tambahan. Pemandangan kolam renang, laut, dan beberapa atraksi sentosa yang indah. Tanaman hijau subur membuat pemandangan indah dan membuat rileks; Persembunyian kami jauh dari kota! Suka! Staf sangat baik dan ramah."
1650535777-709,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Fransiska L. K.,27-Mar-21,7.9,"Pantainya bagus, kolam renangnya bagus, semuanya bagus tapi hanya satu staf hotel yang tidak ramah 🥺🥺 bahkan mengajukan pertanyaan yang sangat menyakitkan. Membuat saya merasa sangat sedih beruntung dia melakukannya ketika setelah kami check out jadi tidak merusak seluruh staycation. Berharap mereka akan mendekati tamu dengan cara yang lebih baik dan mengajukan pertanyaan dengan cara yang lebih baik apa pun situasinya."
1650535777-711,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Siti R. B. J.,26-Mar-21,8.5,Tempat yang luar biasa. Proses check in memakan waktu lebih lama.
1650535777-712,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,David C.,26-Mar-21,7.1,"Tentang lingkungan hotel tidak ada yang bisa dikatakan, puas dengan kamar, 2 kali menginap dengan rasa sentosa, ada beberapa yang tidak puas saat check-in, saya menyiapkan kamar saya sekitar jam 4 sore+, manajer tugas dapat menyelesaikan ketidakpuasan saya. lagipula masih pengalaman hebat dengan hotel."
1650535777-713,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Karren L. P.,24-Mar-21,9.4,Kamarnya begitu bagus sehingga Anda bisa meningkatkannya. Dan saran untuk melakukan pemberian waktu yang tepat untuk semua orang yang dapat menikmati kolam renang dan pantai. Memiliki rasio dan menghitung kepala yang memesan untuk menginap. Tapi yang paling saya suka adalah mereka memiliki aktivitas untuk semua orang; Maksud saya semua lapisan masyarakat. Dan sarapannya enak dan enak!
1650535777-714,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Pituwala K. D. T. A.,23-Mar-21,9.7,"Hotel ini sangat bagus untuk liburan singkat, terletak di pantai Siloso dengan pemandangan yang indah. Memesan kamar deluxe sea view untuk merayakan ulang tahun saya dan ditawari upgrade gratis ke kamar panaromic sea view dan komplementer b'day cake. Pelayanannya bagus. Pemandangan laut yang indah dari balkon. Memperhatikan bahwa itu adalah resor keluarga yang ramah anak-anak karena ada banyak keluarga dengan anak kecil."
1650535777-715,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chiew C. H.,22-Mar-21,9.7,"Staycation yang fantastis di hotel Shangr-la Resort, Sentosa pada 20 Mar'21. Lokasi bagus dengan stasiun kereta gantung dan pantai pribadi tepat di depan pintu, menggabungkan penggunaan fasilitas air gratis seperti kano, perahu dayung, dayung standup menyediakan aktivitas yang benar-benar menyenangkan. Kamar luas dan bersih dan perlengkapan mandi berkualitas luar biasa, apalagi staf hotel yang profesional dan ramah dan makanan disediakan di pagi hari. Sangat merekomendasikan kepada anggota keluarga dan teman kami yang mungkin mencari pelarian hebat dari kehidupan kota yang hiruk pikuk dan sibuk."
1650535777-716,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Marilyn K.,20-Mar-21,8.5,Kami mendapat kamar sangat terlambat karena kerumunan liburan sekolah. Kamarnya agak tua. Tetapi anak-anak bersenang-senang di kolam renang dan olahraga laut. Pilihan sarapan lebih rendah dibandingkan dengan sebelum covid. Tapi masih lumayan. Layanan agak lambat karena kerumunan.
1650535777-717,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Raymond T.,19-Mar-21,8.5,"Telah resor ini 10 tahun yang lalu. Semuanya sempurna & sama dari kunjungan terakhir saya kecuali merindukan monyet. Satu-satunya hal adalah bahwa sarapan mereka perlu memperbaiki sistem pemesanan, karena saya menemukan pesanan ganda. Terakhir, menurut saya ini adalah resor keluarga terbaik di Singapura."
1650535777-718,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Devia S.,17-Mar-21,9.1,"Itu sangat indah dari awal hingga akhir. Saat itu adalah ulang tahun ketiga putra saya dan mereka juga mendekorasi ruangan dengan balon dan kue kecil. Karena pandemi, setiap fasilitas harus dipesan terlebih dahulu. Tots kecil sudah penuh dipesan yang kami kesal namun stafnya sangat baik! Mereka menelepon saya saat ada slot yang tersedia! Dan ya, anak kami bersenang-senang! Hote ramah anak yang luar biasa! Terima kasih rasa Sentosa! Anda telah melebihi ekspektasi! Segala sesuatu tentang tinggal diacungi jempol! Anak itu senang dan begitu pula orang tua mereka!"
1650535777-719,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Wati I.,13-Mar-21,10,"Salah satu hotel resor terbaik di Singapura, layanan luar biasa, sangat membantu dan akomodatif! Sangat menghargainya! Kerja bagus Shangri-La Rasa Sentosa!"
1650535777-720,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Raymond T.,8-Mar-21,8.5,"Semuanya hampir sama dibandingkan yang terakhir saya kunjungi 10 tahun lalu. Tapi kali ini tidak pernah bisa melihat monyet nongkrong di balkon saya. Semua stafnya luar biasa. Parkir Mobil itu mudah. Olahraga kolam & air terorganisir dengan baik. Pemesanan sarapan pagi melalui sistem mereka dengan kode QR, tetapi pesanan duplikat mungkin terjadi. Pada dasarnya saya tidak punya banyak waktu untuk tidur siang, karena semua aktivitas di hotel bisa membuat Anda menghabiskan waktu seharian penuh. Mengagumkan."
1650535777-721,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Rajvi S. S. P.,3-Mar-21,9.7,"Layanan hebat, kamar bagus dengan balkonnya dan tampak persis seperti di gambar. Staf yang sangat ramah yang membantu. Pinggir pantai itu indah."
1650535777-722,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Gnanamany P.,2-Mar-21,9.4,Pemandangan luar biasa. Staf yang sangat ramah
1650535777-723,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Lai L. T.,1-Mar-21,8.5,"Pemandangan luar biasa, makanan enak, fasilitas fantastis untuk anak-anak."
1650535777-724,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Mohamed A. B. M. Y.,1-Mar-21,9.7,Sangat menyenangkan. Suka kolam renang.
1650535777-725,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Yini Y.,19-Feb-21,9.7,Senang kami tinggal di sana! pasti akan melakukannya lagi!
1650535777-726,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Alisha Z.,13-Feb-21,8.5,"Seharusnya memiliki waktu nanti untuk shuttle bus kembali dari kota vivo. Tetapi sebaliknya, hasil dari pengalaman itu bagus. Beberapa area perlu direnovasi tetapi secara keseluruhan ini adalah pengalaman menginap yang menyenangkan bersama anak saya. Dia sangat menikmati pantai dan kolam renang."
1650535777-727,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Puteh B. H.,13-Feb-21,8.5,"Seharusnya memiliki waktu nanti untuk shuttle bus kembali dari kota vivo. Tetapi sebaliknya, hasil dari pengalaman itu bagus. Beberapa area perlu direnovasi tetapi secara keseluruhan ini adalah pengalaman menginap yang menyenangkan bersama anak saya. Dia sangat menikmati pantai dan kolam renang."
1650535777-728,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Tirumal,8-Feb-21,10,"Infect ini adalah kedua kalinya saya menginap di sana, saya selalu menikmati pemandangan laut terbuka dari pemandangan balkon, layanan pelanggan yang hebat, dan sekitarnya. aku akan kembali"
1650535777-729,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Andhita N.,7-Mar-20,10,"Saya mengalami masa menginap yang menyenangkan di Rasa Sentosa ❤️❤ directly Anda dapat langsung pergi ke pantai dekat kolam renang hotel! Sarapan sangat lezat dengan banyak varian dari sereal, kue, India, mie, dan banyak lagi ❤️❤️❤️"
1650535777-730,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Nichanan N.,21-Sep-19,9.4,"Akomodasi bersih, lokasi bagus, dekat titik penjemputan bus, staf pelayanan baik"
1650535777-731,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Arti I.,19-Jun-19,8.5,"Pasti akan tinggal di sini lagi! Anak-anak saya suka kolam renang, pantai dan klub anak-anak. Sarapan sangat baik, begitu banyak pilihan."
1650535777-732,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Farrahnugraha M.,26-Dec-18,10,"hotel yang sangat mewah! kamar luas, sangat bersih, staf ramah, dan banyak fasilitas terutama untuk anak-anak. Saya harus berasumsi bahwa hotel ini adalah pilihan yang baik untuk keluarga yang ingin menikmati semua fasilitas di hotel dan tempat-tempat wisata di dekat hotel. lokasi: dekat pantai siloso, berjalan kaki ke imbiah lookout, dan itu di sentosa (di mana banyak atraksi ada) harga: cukup mahal untuk saya, tetapi dengan fasilitas saya pikir itu layak."
1650535777-733,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chandra T. A.,29-Nov-18,10,"Pilihan terbaik untuk menghabiskan waktu bersama keluarga! Secara keseluruhan, Hebat."
1650535777-734,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Vidya C. A.,5-Oct-18,9.1,Kompleknya bagus. Kolam renang besar dan laguna sendiri. Makanannya juga enak!
1650535777-735,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Anatasya A. E.,3-Jul-18,9.4,"Saya suka kamar, pemandangan dari balkon luar biasa, dan bersih. Saya suka bagaimana mereka menawarkan bus antar-jemput gratis dari hotel ke kota Vivo. Dan makanannya juga enak. Menyenangkan tinggal di Shangri-La!"
1650535777-736,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Fitri R. I.,20-May-18,9.1,"Kami suka hotel dari lobi ke kamar, area aktivitas anak-anak, dan restoran. Sarapan prasmanan adalah favorit kami. Malam seafood Singapura masih dapat ditingkatkan dengan lebih banyak item prasmanan yang menarik. Hotel ini terletak dalam jarak berjalan kaki dari pusat Megazip yang menakjubkan."
1650535777-737,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Devieta S.,25-Apr-17,10,"Kami berada di kamar bukit superior, kamar agak kecil tapi kebahagiaan Loades dengan fasilitas anak-anak, kolam renang, pantai dan yang paling Super fave adalah sarapan .. yang terbaik yang aku pengalaman dalam bahkan 5 + bintang hotel..will pasti akan kembali lagi!"
1650535777-738,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Eissen J. H.,25-Mar-17,8.5,"Indah, semua layanan yang sangat baik, menikmati begitu banyak"
1650535777-739,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,violitta d. s.,12-Nov-16,9.7,Saya dan suami saya menikmati bulan madu kami.
1650535777-740,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Kenji K.,27-Sep-16,7.2,"Lokasi sangat bagus, pemandangan indah tapi staf di restoran tidak begitu ramah"
1650535777-741,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Ronald S.,8-Aug-16,9.4,"Ini adalah hotel yang besar, bagus, lokasi yang besar. Pemandangan yang bagus."
1650535777-742,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Lim B. H.,16-Sep-21,9.4,Got a lovely room with beautiful view. I check in on my birthday and they left a surprise cake in the fridge. Friendly staffs at reception and breakfast area. A wonderful experience to my first staycation.
1650535777-743,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Jacqueline L. J.,23-Aug-21,10,Super awesome staycation at Shangri-la Rasa Sentosa. The service staff is friendly and the food tastes good. Had a complimentary upgrade with a bathtub and my kid had fun. Highly recommended for family with kids for a staycation. Will come back again.
1650535777-744,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,TAN S. W.,16-Aug-21,9.7,Room is spacious and comfy. View is mesmerizing. Staffs are polite and helpful. A very wonderful and unforgettable staycation.
1650535777-746,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Shankar A.,14-Aug-21,10,"Awesome experience, looking forward to my next staycation there."
1650535777-748,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Poon W. K.,11-Aug-21,6.4,The management mess up the vaccination status and our eligible to attend in person for breakfast in 10 August. Told to cancel our in room and we head down to the breakfast place only to find out they have made a mistake. Delay almost 1.5 hours in the morning to get my breakfast. Trip was good until then. Disappointed.
1650535777-749,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chloe A.,7-Aug-21,10,"Thoroughly enjoyed my stay at the hotel, with my 2.5 year old and barely 2 month old infant. My 2.5 year old enjoyed all the activities very much! 1 night is not enough. We will be back!"
1650535777-751,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Nurazizah M.,12-Jul-21,9.7,"The most amazing staycation in SG, by the beach"
1650535777-753,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Lim W. T. C.,8-Jul-21,10,Superb service team and everything was as imagined. Worth every cents.
1650535777-754,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Valerie L.,1-Jul-21,10,Pleasant stay with free upgrade room!
1650535777-755,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,yuting z.,1-Jul-21,8.5,Check in time is long waiting. But most of staffs are nice. Room is smaller than orchard one.
1650535777-756,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Diane G.,30-Jun-21,8.5,Whole experience was good but rooms are small and very dated. Toilet too small as well and we couldn't get the water to remain the tub for my kids to play.
1650535777-757,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Lee Y. N.,28-Jun-21,10,"Great! And good promotion here. Last min booking, great food at this hotel."
1650535777-758,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,LING L.,8-Jun-21,9.7,It was considered a pleasant experience. The hotel staff was helpful in our enquiries and acceded to our early check-in and late check-out requests. We are able to enjoy the pool facilities entirely to ourselves. Recommended hotel. Awesome service!
1650535777-759,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Eric T.,30-May-21,9.4,Overall a very good experience despite the heightened measures in place. Relaxing time at the beach and the sea view from hotel room provides a sense of tranquility. In room breakfast was alright though we do prefer to dine at the restaurant.
1650535777-760,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Carol K. T. S.,23-May-21,5.4,"Too many mynar birds at breakfast area and the whole setting was not clean, messy and not hygienic. There were birds’ droppings on the seats and one even dropped onto my friend’s expensive handbag and she was very upset about the incident. No apology from any staff in the hotel. Checking in was unusually slow and long waiting time to get the room keys."
1650535777-761,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,NurulJannah,21-May-21,9.1,"At first, husband and I were not ready to go because of the pandemic that affect children more. plus, I couldn't get a refund if we were to cancel this staycay. so we went and I am glad that my children are enjoying every bits of it! we should've book 3 days 2 nights. 1 night isn't enough for us. I get to experience kayaking. a great place to stay with family or any special occasion! worth!"
1650535777-762,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Wei Y. L.,19-May-21,9.7,"We had a great time here, thankfully before the new COVID-related measures. Dining at Trapizza was enjoyable, so were the pools which entertained my daughter endlessly. The breakfast was quick with multiple servings, although not great. Best of all were the rooms - very large and comfortable! Get a pool-view room at least if you have a kid, there is a sofa bed which can be set up. There are free beach facilities (e.g. kayaking) - book in advance, but unfortunately only for kids 5 yo and up."
