order,web-scraper-order,web-scraper-start-url,pagination,user,date,review
66,1650604794-66,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lori C. H. D.,5-Oct-21,"Firstly, I felt that the hotel was quite old and run down. It is not well maintained and definitely not worth the price paid for. Secondly, the customer service is slow. Some TV channels were not working and they took hours to send a mechanic up. In the end, they still did not solve the TV problem and just said that the channel is like that. Thirdly, the sound insulation is not good. At 2 am at night, I could hear the room next door having a party."
67,1650604794-67,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tan M. J. G.,4-Oct-21,"It was a great stay with my family! Even if I didn't manage to celebrate it exactly on my birthday, Traveloka made it happen still by assisting me to reschedule my stay! Rws hotel Micheal is a very accommodating hotel to stay. Staffs are very friendly, and most especially, their manager Daniel (if I remember correctly) extended our check out timing from 12noon to 3pm! I will definitely come back again! My kids would want me to book for a lifetime stay! Lol how to afford it?! 😂 But definitely will come back again! Worth my penny! Thank you Traveloka! ❤️"
68,1650604794-68,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Celestine G.,4-Oct-21,The room size is very decent and good for family of 4 (2 adults 2 kids). The check in is rather slow but the staff are very kind and friendly which makes the wait less painful. The hotel manager gave my kids ice cream while we wait and they were happy. Very convenient hotel to all the attractions. I must add the unpleasant experience. The carpark is a very long walk and the signage within the carpark is terrible. We lost our way and there is no phone number we can call. We went hunting for the hotel and checked in without luggage first. Went back to collect our luggage 🧳 after.
69,1650604794-69,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Priscilla K.,2-Oct-21,"Staycay to celebrate my 50th birthday. Instead of usual complimentary piece of birthday cake, hotel gave me 2 bath towels as pressie!"
70,1650604794-70,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Elson L.,30-Sep-21,Everything was fine except that the network for phone and hotel wifi wasn't that good during my stay period there.
71,1650604794-71,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Aster C.,28-Sep-21,Comfortable and relaxing stay in the room!
72,1650604794-72,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,SEIT W. W.,27-Sep-21,"Room is clean and neat, location is good also."
73,1650604794-73,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Edmund L.,26-Sep-21,"Other than the hotel is abit out-dated interiorly, overall good experience with Hotel Michael."
74,1650604794-74,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lily C.,24-Sep-21,"The WIFI is very weak and d toilet flush also not so good. Your coffee vup is too big, shd b those small ones with plates tku."
75,1650604794-75,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ow Yan X.,21-Sep-21,Pleasant stay here. Staff were accommodating and the hotel was not very crowded. Very clean room!
76,1650604794-76,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,ANG B. H.,20-Sep-21,"Hotel staff are friendly, and everything is good."
77,1650604794-77,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Shuyin O.,17-Sep-21,"The hotel was informed that it was for birthday celebration and they decorated the room and looks so beautiful. However, the shelves and door got dents & peeling that cause scratches on my hands and legs."
79,1650604794-79,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Eddie T. C. S.,14-Sep-21,"The hotel staff from the valet to check in to the Duty Manager, Brian, were very helpful and hospitable. Really appreciate their efforts to make our short stay a memorable one."
80,1650604794-80,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Norwati,11-Sep-21,Great job to hotel staff who make the effort to create our wedding anniversary a memorable one - doing up the bedroom set up! 😊❤️ They take an effort to read the message written and make it possible to surprise us! I commended the Hotel Micheal staff for looking into the details which I had not experienced a year ago same timing/ anniversary at Hotel Equarius. Although both hotels are under resort world group. Keep up the great work staff at Hotel Micheal! 😊
81,1650604794-81,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lily N.,10-Sep-21,Thank you for the effort to decorate the room for our daughter's birthday and our anniversary. Appreciate it so much as it makes my daughter happy with the surprises when we check-in the hotel room.
82,1650604794-82,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yeoh y. l.,8-Sep-21,"Superb service, staff were all very friendly and helpful. Room was very spacious, so much more bigger than our impression of a deluxe room. Good location too, walking distance to eatery, USS, adventure cove etc. Very enjoyable stay"
83,1650604794-83,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Siti S.,7-Sep-21,"I feel that it is a rip-off to charge the same premium when services were stripped bare. Firstly, there is no number to call for inquiries before arrival. The room was large but there were no room service, no bathrobes, no mini bar, only one restaurant and a balcony that does not open. The toiletries was an all-in-one hand/body/shampoo and no conditioner. This I expect from a by-the-hour hotel and not something I pay hundreds for. The no room service and mini-bar was because of""COVID""but I stayed at the Fullerton, they provided these services. Worse of all, most of the restaurants in Festive Walk was closed that Friday I was there, we have to go to Vivo for food. Our TV language was set to mandarin and remote does not work. Reported to front desk who assured they would send a technician but when we returned from dinner, TV was not fixed and not note/update. I tried to support but I felt really shortchanged staying in RWS. I might as well stayed home."
84,1650604794-84,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Jo Fong C. M.,5-Sep-21,"Check in is a chore-we waited for a long time for the self-check in. The process is not so automatic. Remember to approach the staff for help. That said, the service is good. And the security is tight-we need to show photo ID to access the lifts and must use the key card to access the floor. The room that was cleaned had a sticker seal on the door. The room is big. Basic toiletries are given-shampoos, body wash, toothbrushes, vanity set (cotton bugs & pads), shower cap. 2 kinds of TWG teabags (Sencha & English breakfast tea-2 each) & instant Nescafe coffee are also given. Towels are ample-but I have 1 gripe. There's a large brown stain on one the towels."
85,1650604794-85,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Nur Y.,25-Aug-21,Had a great time with my Family. ♥.
86,1650604794-86,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Luqman A. H.,23-Aug-21,Hotel staff had put up birthday decorations up for my wife. Requests made to room services were prompt and executed well.
87,1650604794-87,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Joshua N.,22-Aug-21,"Great service from Jonathan, one of the managers, helped us with check ins and offered us umbrellas when it looked rainy. Littls surprise was the in resort delivery from the Malaysia food court (min spend $ 35). Great flavors and options. Rooms were big by Singapore standards, good for families."
88,1650604794-88,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Adi S.,22-Aug-21,Nice and cosy. Friendly staffs. Close and free (till 30 September) monorail nearby to get to Vivocity. Only downside is we have to dial 0 using the phone in the room to call for room service (which we were not aware of) so we had to check with the receptionist. Room service will take some time to come and clean the room. Pool and jacuzzi is mostly empty during this time of the year.
89,1650604794-89,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Norashikin B. K.,21-Aug-21,"I was thankful that they were able to provide me with a large bed compared to twin beds but the wait was pretty long and if I wanted balcony I had to wait even longer for it, which doesn't make sense. It was a weekday, I booked from Tuesday to Thursday, how can there be not enough rooms even at 3 pm? Anyway, aside from that, the location isn't the best. It ' s like a ghost town unless you're going to USS or sea aquarium. If not there is really nothing much to do. I mean the beach was beautiful and pretty chill. I think that ' s good. But I gotta say the security there is great, they would ensure you're the visitors that registered with them upon check-in every time you want to head to your room. Kudos to working 24/7! Will I ever come again? Nope."
90,1650604794-90,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,LJO,20-Aug-21,"Overall I had a pleasant stay. Some things that is not pleasant to me like stain on the bedsheets, bed and duvet felt worn like too much used. But service staffs are excellent like Mr. Rahim from Concierge who goes all the way to help my USS reservation cancellation, front desk and other staffs that assisted for late check out request and my frequent request of water and ice."
91,1650604794-91,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Sarah A.,14-Aug-21,"Spacious room, fairly well maintained and very friendly staff but there were ants in the room fridge was not really working and initial requests for 2 single beds were not fulfilled."
92,1650604794-92,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Patricia,5-Aug-21,"It 's convenient. Location wise is superb. Room is good. I was expecting less, as my friend said is not as good, but turn up to be good and enjoyable."
93,1650604794-93,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Joanne L.,3-Aug-21,Nice view and facilities. Staff are very helpful. Excellent experience for my staycation.
94,1650604794-94,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Sim P. G.,1-Aug-21,"Check-In time was major disappointment as the self check-in service did not work at all for most of the guest trying (at least from what I saw from those trying to use). 1 hour plus of waiting time on a normal mid weekday. Service turned around when we were attended by Kesavan, and as it was a birthday celebration, Hotel Michael decorated the room for us. Room was spacious, clean and environmentally friendly."
95,1650604794-95,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tan P. S. W.,28-Jul-21,"The room is spacious and comfy and the staff are friendly. The location is not exactly convenient for family driving as the carpark is far from the main area and it is a far distance to lug the luggage as we could not locate the directions to Hotel Michael for a luggage drop-off. The service is fine but slightly slow as 1 request takes around 30 mins before it was fulfilled. Generally, it was a pleasant stay even though the stay happened to coincide with the ""no dine-in"" restrictions implemented 1 day before the stay."
96,1650604794-96,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim Q. H.,23-Jul-21,"Limited guest, only registered guest able to enter."
97,1650604794-97,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lee Z. L.,18-Jul-21,"It a great place, rooms are big and check in is fast. Have to take note that it is quite a walk from the carpark to the hotel (no direct access regardless of covid or not) and the TV is quite old."
98,1650604794-98,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Teo C.,13-Jul-21,Average facilities. But friendly and great service received from the front service officer.
99,1650604794-99,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,K M N. A.,10-Jul-21,Bigger than expected! Very clean and well kept.
100,1650604794-100,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ngai M. Y.,7-Jul-21,"Check in waiting area quite fast, staff polite & friendly. Not many restaurant open, likely due to the Covid19 period. All entertainment closed."
101,1650604794-101,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Vincent G.,2-Jul-21,The room is OK and the check-in process was not very fast perhaps due to the C19 measures. But the staff service was very good and that is what makes a hospitality. Service ticks!
102,1650604794-102,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Oh Wan X.,29-Jun-21,Check in was a super duper bad experience.
103,1650604794-103,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yeo H. S.,26-Jun-21,Waited for about 2hrs to check in but Hotel was very nice to upgrade our rooms to 2 bedroom suite. Stay in suite room was very comfortable but could not get a slot to the swimming.
104,1650604794-104,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Hon P. Y.,26-Jun-21,Highly recommended and thanks for the preparation for our wedding anniversary
105,1650604794-105,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,ONG C. K. J.,25-Jun-21,"The room we had, there was a very bad smell and after calling the Engineer it was even worst. My girl had to use the lobby toilet. We even had to use perfume spray when we need to take a bath."
106,1650604794-106,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lee S. Y.,25-Jun-21,Smooth check-in. Was able to check in at 12pm instead of the stated 3pm as they have room available. Room is clean and big. Superb location.
107,1650604794-107,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Wong P. F.,23-Jun-21,"Although there was a long queue for check-in, once you meet Jonathan at the check-in counter, he brought warmth and friendliness to everyone. He took his time to explained everything to us."
108,1650604794-108,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Junainah B. O.,18-Jun-21,We booked 2 rooms and request for connecting room upon check-in. Staff was very helpful. Hotel room is very spacious and clean. The hotel is very quiet most probably due to covid 19 restriction. Will definitely come again.
109,1650604794-109,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ho Wai L. C.,18-Jun-21,"The rooms were small and nondescript. For the money paid it would be great to at least have a bathtub or nice balcony, but the room was on the smaller side and very. Ordinary. The pool was a letdown, it was very small. It would be great to have a side table near the window for done in meals, but we had to eat in the TV console area. The one-hour slot that you try so hard to get turns out to be more than enough. It's not so much about the service but the inherent building and design of the hotel and rooms themselves."
110,1650604794-110,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Chrispian K.,13-Jun-21,A relaxed 3d2n spent with my son. A good catch-up and nice experience during this Covid 19. No crowd.
111,1650604794-111,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Shuhui T.,11-Jun-21,"Hotel Staff are very nice and friendly, especially all the Concierge staff! All are super patient, nice, and friendly who really treat you as their guest no matter what nationality you're from! Amazing service! Finding the right car-park is indeed a challenge. We didn't know there is a complimentary valet service until the concierge told us."
112,1650604794-112,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Sarojini R. V.,10-Jun-21,It is a very clean and beautiful hotel. The rooms are well kept and maintained. The service is excellent. Overall we enjoyed our stay at Hotel Michael. Will gladly recommend anyone to stay their. Fantastic experience 😊
113,1650604794-113,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Eckscaliber D.,10-Jun-21,"Great experience. Got upgraded to a deluxe suite, had a bathtub! Great place, housekeeping crew were so nice!"
114,1650604794-114,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tay K. L.,1-Jun-21,"The check in process is fast and hassle, room is comfortable as well. Only bad things is the shops and restaurant didn’t open much due to the tighten phase 2"
115,1650604794-115,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Marcel W.,31-May-21,Room next door is too loud We can hear every noise
116,1650604794-116,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Sheryl N. Z. R.,28-May-21,"The hotel is good, rest & relax."
117,1650604794-117,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lyanna T.,26-May-21,"The best thing about the place is the service of the staff. They were really polite and was swift in responding to the different calls. However, the WiFi connection is just horrible. Even when I switch to my own mobile data, the best I can get is H+. For a 5 star hotel, I would definitely expect much better WiFi connection. Moreover, the TV was not Smart TV too. It was an really old model for the TV and could not sense the remote control well too. Therefore, there was really nothing much we could do except to do Vivocity."
118,1650604794-118,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Samuel C. B. F.,26-May-21,clean and spacious room. good location. The swimming pool and jacuzzi were great.
119,1650604794-119,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Mrs F.,23-May-21,It was such a convenient hotel! The self-kiosk to check was such a breeze! The hotel room was spacious and big although feels “empty”. Feels a bit dated. The plus point was the huge room! I will come again in the future with kids. They will enjoy it so much Thank you for acceding to our room deco request.. for our anniversary celebration. Everything in this hotel meets expectation! Recommended!
120,1650604794-120,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yun X. L.,23-May-21,Check in using the kiosk was a brisk. remember to bring your ic add it's the mandatory document to use everytime you need to go up to your room.
121,1650604794-121,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Alvin A.,22-May-21,Contact traveloka 3 days before check in to reschedule due to singapore phase 2 Ha. Till now no response from you all.
122,1650604794-122,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yeo S. L.,22-May-21,"I asked for non-smoking room with king bed during pre-booking but on actual day, the counter want to give me a smoking room instead. I rejected it straight away and later they can give me a room of my choice. Secondly, the bed is non-standard as it sink easily when I slept on it. I did not sleep well for my 2-nights stay and I will not be coming back or recommend this hotel to anyone else. I don’t know why. When I was on oversea trips, if they can’t meet my pre-booking room, they will offer me a higher type and better room instead. The attitudes of the staffs are completely different also."
123,1650604794-123,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Alan C.,21-May-21,"This hotel is in a great location, but finding the carpark nearest to the hotel was a tough task. In the end, I parked at the West side, and didn't know the hotel is at the East side. It was a long walk from the carpark at the West side (Convention Centre), through the now-defunct Festive Hotel, across the luxury shops to Hotel Michael. When my wife and I got there and tried to check in, we were told that there was only a twin room with our special requests (high floor and non-smoking). The King bed room was located at a low-to-mid level, and the view was disappointing. The window is looking out at the tram track with the back view of USS. We were even shocked at the facilities provided by a 5-star hotel, (1) gym is not fully-equipped, and only provide huge towels, (2) swimming pool is odd shape, and very small. The breakfast served at the hotel was a decent set meal (choose either Western, Chinese or Italian), and you can add on more servings of your selected cuisine if you like. The only consolation is a quiet walk down the Resorts World area, as well as some of the restaurants (if they are open during this pandemic). The hotel could have done better in terms of offering amenities and activities to do during the stay."
124,1650604794-124,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Amber H.,19-May-21,"Friendly staff, nice experience. (: highly recommended"
125,1650604794-125,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Wong T. M.,19-May-21,I had a pleasant stay at Hotel Michael. The staff were helpful. They arranged a baby cot for my child. Check-in was systematic. The security was stepped up to control access to the guest rooms.
126,1650604794-126,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yeo E. H.,15-May-21,"Room is big and comfortable. They provided an amenity kit for each room with masks, sanitizer and hand wipes. Room is near to USS, SEA aquarium and the train station."
127,1650604794-127,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Leong H. S.,15-May-21,"Auto check in was not good. room dun have bathtub, dun know what number was recep until visit the recep counter again. other than that, housekeeping team was prompt."
128,1650604794-128,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Jonathan E.,15-May-21,Good services and amenities for the price. A note to those booking through apps is needed as we checked in using the self-check in kiosk and had a lot of issues with the room (we got the wrong bedded room) and didn't get any information based on our package (we booked for breakfast and dinner and suppose to get masks but didn't). We had to get all of that ourselves and waited an hour for the room change.
129,1650604794-129,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,May L.,15-May-21,Good staff service and clean room. A pleasant stay and would return again
