web-scraper-order,web-scraper-start-url,user,date,rating,review
1650541494-273,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Ferry R.,27-May-18,8.8,"Hotel yang bagus dan nyaman, bagus untuk liburan keluarga"
1650541494-274,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Marissa W.,21-May-18,9.7,Hotel dan layanan bagus ... dan saya akan kembali. ❤️
1650541494-275,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,budianto b.,14-May-18,9.1,Kamarnya bagus. Kami diizinkan check-in lebih awal dan check-out lebih lambat sehingga dapat tinggal lebih lama dan menikmati lebih banyak.
1650541494-276,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Irwan S.,19-Apr-18,8.8,"Saya suka tinggal di sini, layanan yang baik dan cepat."
1650541494-277,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Angeli E. L.,28-Mar-18,9.3,"Jumlah orang yang dapat mengakomodasi keluarga dan kenyamanan adalah bagian terbaik dan membuatnya bernilai uang. Bagian yang buruk adalah ketika kami memasuki kamar bebas rokok berbau seperti asap rokok (tapi mereka cukup cepat untuk mengirim seseorang untuk membersihkan udara) dan saya dapat dengan jelas melihat debu pada penutup lampu, keluarga mulai mengalami batuk alergi ketika memasuki kamar pada malam hari."
1650541494-278,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Mum M. L.,25-Feb-18,9.7,✌🏼👍🏼🙋🏼 hotel yang bagus Resepsionis yang baik
1650541494-279,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Dwinanti A. J.,5-Jan-18,9.7,"Sangat dianjurkan untuk liburan keluarga, kami pasti akan segera kembali."
1650541494-280,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Mery,25-Dec-17,9.7,"Pertama kali memesan hotel ini, harga terjangkau di musim liburan ini, hotel ini bagus. Sangat Puas."
1650541494-281,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,novi,4-Dec-17,9.7,Kamar bagus. check in dan check out sangat sederhana. tempat yang bagus dan dekat kita. kami senang di sini
1650541494-282,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,riatania,3-Dec-17,9.7,"Berjalan saja ke USS, monorel, banyak makanan cepat saji"
1650541494-283,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,William Y.,27-Nov-17,8.8,"Tempat yang bagus dan bagus, lokasi bagus"
1650541494-284,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Octaviwijaya O.,6-Nov-17,8.5,Hotel besar untuk tinggal selama liburan
1650541494-285,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Rhea C.,5-Nov-17,10,Baik dan baik hotel untuk liburan keluarga
1650541494-286,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Kanitta K.,13-Oct-17,8.5,Tempat yang sangat bagus dan beragam atraksi
1650541494-287,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Wannisa P.,9-Oct-17,9.7,"Sangat bagus, terbaik untuk tinggal bersama keluarga."
1650541494-288,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,juliaty,13-Jul-17,8.5,"Memesan kamar untuk 2nights dengan gratis USS + SEA + air cove tiket untuk 2. Itu benar-benar layak. Kami mendapat ruang keluarga, bisa muat untuk kami (3 orang dewasa + 3 anak). Kamar memiliki 1 tempat tidur sofa, 1 king size, 1 tempat tidur single besar (tempat tidur loteng). Kamar mandi dengan bathtub. Kolam renang hotel cocok untuk anak-anak. Non-sarapan kamar tapi Anda dapat menemukan sarapan dengan mudah karena dekat dengan restoran, jajanan dan tujuh sebelas. Tempat tidur dan bantal sangat nyaman. Secara keseluruhan, saya sangat menikmati masa tinggal saya. Hari 3 kita beralih ke hotel hardrock, karena sekarang kolam renang dibatasi hanya untuk tamu hotel dan saya ingin anak-anak mengalami kolam pasir di hardrock. Tapi saya harus mengakui, saya sangat menyesal. Kolam pasir di hardrock sedang dalam pembangunan, kamar mandi tidak memiliki bak mandi, hanya shower. Kamar mandi tidak memiliki pintu Yup .. tidak ada pintu! Handuk jadi bau, lantai jadi kotor. Dan lokasi terjauh dari hotel RWS lainnya. Lebih baik pilih hotel meriah atau michael atau le meredien untuk lokasi."
1650541494-289,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Mariana,6-Jul-17,6.3,"Ruangan itu kotor, lantai kamar mandi dan lantai kamar sangat kotor."
1650541494-290,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Michael J.,30-Jun-17,8.5,"Kami memilih menginap di Festive Hotel karena kami adalah keluarga besar dan ingin bermain di Universal. Ruang keluarga adalah besar dan luas. Anak-anak menyukainya. Setelah seharian bermain di Universal, mereka sangat menikmati dan bersantai di hotel. Merekomendasikan untuk ruang keluarga. Biasanya itu datang dengan paket tiket, tapi saya kehabisan saat booking."
1650541494-291,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Philip T.,21-Jun-17,6.1,Hal ini paling hanya hotel bintang 4.
1650541494-292,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Gerald L.,19-Jun-17,8.8,Great lokasi dan akses mudah
1650541494-293,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Suryani S.,21-Apr-17,10,"Besar pengalaman tinggal di sini, suasana yang besar"
1650541494-294,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Pharin S.,12-Apr-17,5.7,Akhir check-in. Kurang menyarankan cara yang Baik
1650541494-295,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Lea S. R.,3-Apr-17,9.7,Hotel benar-benar bagus untuk tinggal dengan keluarga.
1650541494-296,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Julie J.,30-Dec-16,10,Kamar luas dengan pemandangan kolam renang. Renang indah untuk anak-anak dan orang dewasa juga
1650541494-297,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Hartoyo H.,30-Dec-16,6.9,Kamar tempat yang sama jadi berdebu
1650541494-298,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Tjandra K.,21-Dec-16,9.7,Yang terbaik hotel untuk ruang keluarga dan pelayanan yang baik
1650541494-299,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Beti S.,18-Dec-16,9.1,"Keluarga saya memiliki waktu yang sangat baik selama kami tinggal. Lokasi di sentosa pulau sehingga hanya berjalan kaki ke universal studio, akuarium laut dan banyak tempat yang bagus di resor."
1650541494-300,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,L E. R. S. W.,14-Dec-16,9.4,Itu adalah bulan yang sibuk dan hotel penuh. Restoran untuk Sarapan adalah pada Michael Hotel dan diperlukan untuk berjalan di sana yang tidak benar-benar jauh. Kamar dan tempat tidur yang besar. Anak-anak suka tidur Loft. Terima kasih
1650541494-301,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Novy Y. M.,17-Oct-16,9.7,pelayanan yang baik untuk perjalanan liburan keluarga saya.
1650541494-302,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Nanditha D.,1-Oct-16,8.8,Besar! Kami menikmati liburan kami sangat banyak ...
1650541494-303,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Howard W.,20-Jul-16,7.1,Tidak ada yang istimewa. hanya lokasi yang sangat dekat dengan yang universal
1650541494-304,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Marjanto S.,12-Jul-16,9.7,"Ini adalah hotel yang sangat baik, dengan pelayanan yang baik tersedia. Selamat datang pesan ditampilkan di TV. Namun, tidak ada WiFi gratis dan kurs beli WiFi adalah mahal."
,,Anonim,5-May-15,8,Anak-anak saya mencintai tempat tidur di deluxe ruang keluarga kami tinggal di. Daerah waterplay kecil di kolam renang juga sangat menyenangkan untuk anak-anak. Tapi sarapan adalah sedikit kekecewaan. Kita harus pergi ke Hard Rock Hotel atau Michael hotel untuk sarapan prasmanan dan makanan yang sangat biasa-biasa saja.
,,shitta p. i.,4-Oct-15,8.5,Hotel yang bagus untuk tinggal di sana dan strategis
,,Guest-mw3lsg,12-Oct-15,9.7,Great Hotel untuk keluarga dan bagus
,,Mario H.,19-Apr-16,9.1,Kami sangat senang tinggal di hotel ini.
,,ratna h.,10-May-16,8.5,"Ini sangat bersih, nyaman dan lokasi sangat besar."
,,Fanseptiani,27-Jun-16,8.5,Nice ruangan &amp; kami memiliki pengalaman hebat di sana.
,,Sie M. K.,4-Jul-16,7.2,"Ini adalah waktu saya 2 tinggal di Festive Hotel tapi kali ini saya sedikit kecewa karena remote control untuk TV di kamar saya tidak bekerja. Ketika saya meminta staf, ia hanya bisa berbicara Mandarin. Pada hari ke-2, aku kembali dari Universal Studios Singapore pukul 5 sore. dan kamar saya masih dalam proses pembersihan. Jadi, saya menunggu di depan ruang sekitar 10 menit dan staf mengatakan itu siap. Namun, dia tidak membersihkan kamar saya sempurna."
,,Yanny,7-Jul-16,8.5,"Ini bersih, kami menikmati dan akan datang kembali untuk tinggal di sana lagi"
