date,review,english_review
2019-01-01,"Awalnya sempat ragu karena saya liburan sendiri dan takutnya malah membosankan kalau datang ke tempat ini. Tapi ternyata tidak! Luge sangat seru dan memacu adrenalin. Lalu untuk kembali ke tempat naik Luge (saya beli tiket dua kali bermain), saya naik Skyline yang ternyata juga sama serunya. Apalagi di samping Skyline terlihat dengan jelas laut yang bikin hati tenang. Pokoknya rekomendasi banget buat semua kalangan!","At first I doubted because I was on my own vacation and was afraid that it was boring when I came to this place. But apparently not! Luge is very exciting and stimulates adrenaline. Then to return to the place to ride Luge (I bought a ticket twice playing), I took Skyline which turned out to be the same as he exclaimed. Especially in addition to Skyline clearly seen the sea that makes the heart calm. Anyway, really recommendations for all people!"
2018-04-01,"Sesuai dengan taglinenya, sekali tidak akan pernah cukup! Dan itu betul, sekali coba pasti ingin lagi dan lagi. Skyline luge ini bener-bener seru abis, macu adrenalin juga. Beli yang paket combo, berangkat naik luge, pulang naik skyline.","In accordance with the tagline, once will never be enough! And that's right, once try to definitely want again and again. Skyline Luge is really exciting, Macu adrenaline too. Buy the combo package, go up Luge, go home on Skyline."
2018-10-01,"Kami membeli tiket skyline dan luge untuk 2 kali trip. Awalnya naik skyline lalu turun dengan luge. Pengendara luge wajib menggunakan helm yang sudah disediakan oleh penyelenggara. Sedikit tips, pada saat skyline mulai naik di tiang pertama, arahkan pandangan ke tiang karena anda akan di foto oleh airpicture. Pemandangan pelabuhan dan laut yang sangat bagus. Oh ya, hati-hati ya dengan alat rekam seperti hp atau handy cam, pastikan dipegang erat agar tidak jatuh. Sebaiknya datang sudah sore agar tidak terlalu terik matahari. Naik luge lebih seru ... jadi ingat masa kecil dulu. Tiap pengendara akan disampaikan cara pengoperasian oleh petugas. Jangan lupa senyum karena senyum anda akan direkam oleh airpicture. Lain waktu pasti datang lagi","We bought Skyline and Luge tickets for 2 trips. Initially riding Skyline then down with Luge. Luge drivers are required to use a helmet that has been provided by the organizer. A few tips, when Skyline starts to ride on the first pole, point your gaze to the pole because you will be photographed by AirPicture. The view of the port and sea is very good. Oh yes, be careful with a record device like a cellphone or handy cam, make sure it is held tightly so as not to fall. It is better to come late in the afternoon so as not to be too hot the sun. Ride Luge is more exciting ... so remember my childhood first. Each driver will be conveyed how to operate by the officer. Don't forget to smile because your smile will be recorded by AirPicture. Next time it will come again"
2018-04-01,Skyline Luge ini terletak di dekat pantai siloso. Rekomen beli yang combo jadi untuk atraksi nya tiket combo bisa naik kereta gantung lalu turun menggunaka atraksi yang luge nya lalu naik lagi menggunakan kereta gantungnya. Seru dan ya seperti yang dibilang yang lain satu ga cukup. Btw untuk print foto saat kita bermain luamayan mahal sekita 20-39 usd sg hhehe,"Skyline Luge is located near Siloso Beach. Recommended buying a combo so for the attraction of a combo ticket can take a cable car and then use the luge attraction and then ride again using the cable car. Exciting and yes, as said the other one is not enough. Btw to print photos when we play Luamayan expensive around 20-39 USD SG Hhehe"
2018-02-01,Skyline luge ini bener-bener keren dan bikin ketagihan. Lokasinya ada di pemberhentian terakhir sentosa express. Untuk naik wahana ini ada beberapa paket yg ditawarkan. Aku pilih yg 2 kali main. Padahal low session tp yg ngantri lumayan byk apalagi klo high session. Nanti kita akan naik ky semacam kursi gantung dlu dan lugenya akan digantung di kursi itu. Begitu kursi gantungnya jalan kita bs liat sentosa island dr atas kursi gantung. Pemandangannya bagus dan indah banget. Apalagi yg mengarah ke pantai. Setelah itu kita akan turun di atas bukit danan naik lugenya. Nanti akan ada instruktur yg mengajarkan cara mengemudi lugenya. Wah ini bagian yg paling seru. Awalnya aku takut smpe jalannya pelan ga berani kencang. Setelah naik yg ke2 kali bru berani ngebut hahaa dsini sensasinya yg seru abis dan bikin ketagihan.,"Skyline Luge is really cool and addictive. The location is in the last stop of Sentosa Express. To ride this vehicle there are several packages offered. I chose the one who played 2 times. Even though the low session, but the queue is pretty much, especially if it's high session. Later we will ride KY a kind of hanging chair and the lugene will be hung on the chair. Once the hanging chair we can see the Sentosa Island from the hammock chair. The scenery is very good and very beautiful. Especially those that lead to the beach. After that we will go down on the hill of Danan up the lugene. Later there will be an instructor who teaches how to drive the lugene. Wow this is the most exciting part. At first I was afraid that the path slowly didn't dare to be fast. After going up the 2nd time, I dared to speed up hahaa and here the sensation was exciting and addictive."
2019-11-01,"saya lupa tiket ini di gabung dengan tiket pa krn kunjungan di bulan juni 2019, mempelajari sejarah perdanganan Singapore: menyaksikan thypoon theater","I forgot this ticket to be joined by a PA ticket because of a visit in June 2019, studying the history of Singapore's trade: Watching Thypoon Theater"
2018-12-01,Pernah baca tentang sejara pelayarannya.. ketemu di sini.. jadi tambah tau ilmunya.. keren... museum ini bagus juga untuk mengenalkan ke anak2 tentang dunia pelayaran... jalan2 nya dapet... hiburannya dapet.. ilmunya dapet..,Never read about the shipping historian .. meet here .. so more know the knowledge ... cool ... this museum is also good to introduce to children about the world of shipping ... the ways can get ... the entertainment can get ... the knowledge gets ..
2018-10-01,"saya memutuskan untuk ke area sentosa menggunakan bus ini, karena murah! di banding pakai sky train dari vivo city soalnya mahal. sebelumnya pernah naik itu dan kalau pas jam keluar uss itu sangat penuh dan sesak jadi mending pakai bus toh ntar pulangnya bisa pakai sky train juga","I decided to go to the Sentosa area using this bus, because it was cheap! Compared using Sky Train from Vivo City because it is expensive. Previously, it had risen and if when the USS came out it was very full and tight so it would be better to use the bus, after all, he could use Sky Train too"
2019-10-01,Monorail ini bisa jadi alternatif buat ke kawasan Sentosa. Tiketnya $4 pulang pergi. Jarak tempuhnya cukup cepet dan stasiunnya ga jauh.,This monorail can be an alternative for the Sentosa region. The ticket is $ 4 round trip. The distance is quite fast and the station is not far.
2018-08-01,kami menggunakan monorel ini untuk sampai ke univers studio. harga tiket adalah 4 sg dolar dan Anda bisa membeli di kios.,We use this monorail to get to Universal Studio. Ticket prices are 4 SG dollars and you can buy at the kiosk.
2018-12-01,"Mengunjungi Sentosa dapat menggunakan berbagai cara, jalan kaki, naik bus ataupun Sentosa express. Saat datang ke Sentosa kami menaiki bus dari vivo mall, namun saat kembali kami menggunakan Sentosa express tanpa biaya apapun alias gratis. Pelayanan petugas bagus, ramah dan memuaskan.","Visiting Sentosa can use various ways, walk, ride a bus or Sentosa Express. When we came to Sentosa we boarded the bus from Vivo Mall, but when we returned we used Sentosa Express without any fees, aka free. Good, friendly and satisfying officer service."
2018-12-01,Menggunakan transportasi ini kita bisa langsung ke tempat wisata yg kita inginkan. Sayangnya kereta nya tidak besar sehingga terasa penuh sekali. Karena ini daerah wisata alangkah cantiknya bila kereta nya pun di beri ornamen2 Lucu untuk menambah keceriaan suasana libur,"Using this transportation we can go directly to the tourist attractions we want. Unfortunately the train is not big so it feels very full. Because this is a tourist area, it would be beautiful if the train was given funny ornaments to add to the joy of the atmosphere of holidays"
2018-11-01,"Sentosa express sejenis monorail untuk menuju dan dari Sentosa ke Vivo. Angkutan ini gratis. Kita tidak dipungut bayaran. Gerbongnya tidak panjang. Tetapi karena tersedia banyak, sehingga kita tidak perlu menunggu lama. Singapura memperhatikan transportasi, sehingga turis mancanegara selalu ramai berkunjung. Kebersihan pun dijaga dengan baik","Sentosa Express is a type of monorail to go and from Sentosa to Vivo. This transportation is free. We are not collected paid. The car is not long. But because it is available a lot, so we don't need to wait long. Singapore pays attention to transportation, so that foreign tourists are always crowded. Cleanliness is well guarded"
2018-10-01,Sky train ini mengantar anda pulang pergi ke Sentosa Island. Naiknya dari VivoCity Mall. Satu orang bayar SGD4 untuk pulang/pergi. Anak kecil bayarnya sama. Waktu tunggu tidak lama dan ada kursi bagi anak-anak dan wanita. Selamat mencoba,This Sky Train takes you back and forth to Sentosa Island. The rise from Vivocity Mall. One person pays SGD4 to go home/leave. Little children pay the same. The waiting time is not long and there are chairs for children and women. good luck
2018-07-01,"Jika naik Sentosa Express dari Vivo City harga tiketnya S$4 per orang, sedangkan dari Sentosa Island kamu bisa naik secara Gratis, bisa dari stasiun mana saja di Sentosa Island","If you take Sentosa Express from Vivo City, the ticket price is S $ 4 per person, while from Sentosa Island you can rise for free, it can be from any station at Sentosa Island"
2018-01-01,"Sangat nyaman untuk berkeliling sentosa island. jadwalnya juga cepat, tidka perlu menunggu lama. Kami sempat berpindah2 tempat untuk mengelilingi seluruh area sentosa islan.","Very comfortable to go around Sentosa Island. The schedule is also fast, no need to wait long. We had moved to surround the entire Sentosa Islan area."
2018-02-01,"Sentosa Express ini lokasinya di vivo mall. Klo mau ke Sentosa Island aku sangat nyaranin pake ini. Harganya murah, tapi harus sabar ngantri ya. Padahal low session apalagi high session harus extra sabar. Daripada naik cable car mahal banget. Biar berasa juga petualangannya klo pake ini. Selain itu kita masih bisa liat pemandangan Sentosa Island dr dalam Sentosa Express ini.","Sentosa Express is located at Vivo Mall. If I want to go to Sentosa Island, I really use this. The price is cheap, but you have to be patient. Even though low sessions especially high sessions must be extra patient. Instead of riding a very expensive cable car. Let me feel the adventure if you use this. In addition we can still see the view of Sentosa Island from Sentosa Express."
2018-04-01,"cara menuju sentoasa ada beberapa, paling mudah dan nyaman adlaah naik kereta ini. Bisa diakses dari lantai 4 mall vivo city dan bisa memakai ez-link.","There are several ways to Sentosa, the easiest and most comfortable is to ride this train. Can be accessed from the 4th floor of Vivo City Mall and can use EZ-Link."
2018-04-01,"Petugas tiketing mengeluh saat kami tidak memiliki uang pecahan kecil untuk membeli 2 tiket sentosa express. Tiket dibeli untuk perjalanan return / pulang pergi. Hanya tapping saat menuju ke sentosa, sedangkan ketika pulang, tiket tidak di cek sama sekali Bagaimana jika ada yang masuk sentosa lewat mobil / jalan kaki ya.. pulangnya bisa saja gratis naik sentosa express ya..","Ticketing officers complained when we did not have small denominations to buy 2 Sentosa Express tickets. Tickets are purchased for return / round trip. Only tapping when heading to Sentosa, whereas when returning home, the ticket is not checked at all what if anyone enters Sentosa by car / walking, yes ... returning can be free to ride Sentosa Express huh .."
2018-03-01,"Bagi saya menyenangkan dengan fasilitas ini, ada dapat masuk dari lantai 3 vivo city sentosa ekspress, biaya 4$ bisa tap dari EZ link card untuk perjalanan kembali dari sentosa ke vivo city anda bisa naik monorail lagi tanpa dikenakan biaya","For me, it's fun with this facility, there can be in from the 3rd floor of Vivo City Sentosa Ekspress, the cost of 4 $ can tap from the EZ Link Card for a trip back from Sentosa to Vivo City."
2018-03-01,"Monorail terusan dari vivo city ke sentosa island, harga jg gak begitu mahal.. Bisa ketiga tempat hiburan di sentosa free bolak balik.","Monorail Canal from Vivo City to Sentosa Island, the price is also not so expensive ... it can be the three entertainment venues in Sentosa Free back and forth."
2018-02-01,"Ini cara tercepat untuk sampai di sentosa, bebas macet, gratis dan dingin. Selain itu jg tertib dan on time","This is the fastest way to arrive at Sentosa, free, free and cold. Besides that, it's also orderly and on time"
2018-09-01,"Salah satu tempat foto-foto yang keren, terletak di pulau sentosa. Sangat mudah ditemukan. Beli tiketnya bisa online.","One of the cool places for photos, is located on Sentosa Island. Very easy to find. Buy tickets can be online."
2019-02-01,"Bisa berfoto dan mencoba semua gambar yang merupakan efek 3D menyenangkan sekali, sebaiknya gunakan baju yang casual dan santai agar bisa berfoto dengan pas di museum ini. Letak museum yang menyempil membuat anda harus banyak bertanya selama berada di Sentosa Island. Tidak cukup 1 jam untuk mengeksplor semuanya karena semua terasa mengagumkan","Can take pictures and try all the images that are a very pleasant 3D effect, you should use casual and casual clothes to be able to take pictures right in this museum. The location of the narrow museum makes you have to ask a lot while in Sentosa Island. Not enough 1 hour to explore everything because everything feels amazing"
2020-08-01,"Universal Studio Singapore yang berada di Pulau Sentosa, Singapura ini adalah wahana bermain Universal Studios yang pertama kali dibuka di wilayah Asia Tenggara, dan ke-dua di wilayah Asia.","Universal Studio Singapore on Sentosa Island, Singapore is a vehicle for playing Universal Studios which was first opened in the Southeast Asian region, and the second in the Asian region."
2019-11-01,"cukup beruntung hanya membeli tiket biasa dapat mengikuti hampir semua aktrasi, karena pagi-pagi cuaca hujan..... saya sarankan untuk membeli tiket express","Fairly lucky just buying ordinary tickets can follow almost all actments, because in the morning the rainy weather ..... I suggest to buy Express tickets"
2019-08-01,Tempat liburan keluarga yang sangat menarik untuk dikunjungi sebagai sarana rekreasi dan edukasi bagi keluarga,A very interesting family vacation spot to visit as a means of recreation and education for the family
2020-02-01,"Beli tiketnya via OTA dan kebetulan sudah print dari rumah. Sampai di USS langsung tunjukan ke petugas, barcodenya discan dan langsung bisa masuk. Buka pukul 10 pagi dan benar benar harus siapkan tenaga buat main seharian. Tas tidak diperiksa sehingga sepertinya bisa membawa makanan dan minuman dari luar. Wahana lengkap untuk segala usia.","Buy tickets via OTA and happen to print from home. Arriving at the USS immediately showed it to the officer, the barcod was scanned and immediately entered. Open 10 o'clock in the morning and really have to prepare energy to play all day. The bag is not checked so it seems to be able to carry food and drinks from outside. Complete vehicle for all ages."
2020-02-01,"Jalan jalan bareng si kecil, emang menyenangkan dan di tempat ini sangat bagus dan menyenangkan buat liburan dengan buah hati, tempat bagus, makanan enak2 dan murah..","Walking with your child, it's fun and in this place is very good and fun for a vacation with a baby, a good place, delicious and cheap food .."
2020-01-01,"No comment. Tempat wisata yang sangat cocok untuk semua usia, terdapat banyak wahana permainan yg mungkin tidak bisa ditemukan di tempat lain, fasilitas lengkap walau hanya terdapat mushola kecil dan kurang sesuai dibanding tempat wisata yg begitu megah dan luas.","No comment. Tourist attractions that are very suitable for all ages, there are many game rides that may not be found elsewhere, complete facilities even though there are only small mosques and are not suitable compared to tourist attractions that are so magnificent and spacious."
2019-11-01,"Dari seluruh wahana yang ada, yang beberapa kami naiki, semuanya cukup menyenangkan. Kami senang kesini dan akan kembali lagi suatu hari.","Of all the existing rides, some of which we boarded, everything was quite fun. We are happy to come here and will come back one day."
2018-12-01,"So fun!.Tempat ini memiliki banyak wahana yang seru, Makanan di restorannya juga enak enak, dan kita juga bisa shopping.Seruu banget!","So Fun! This place has a lot of exciting rides, the food in the restaurant is also delicious, and we can also shop."
2019-09-01,Merupakan pulau yang berada di sentosa .Di dalamnya terdapat resort mewah dan banyak tempat atraksi.Terdapat patung besar merlion sentosa,Is the island in Sentosa. Inside there are luxury resorts and many places of atraction.
2019-10-01,Banyak mainan dari mulai untuk anak-anak hingga dewasa. Hanya saja waktu antrinya lama banget. Jadi harus jeli mana aja yang worth buat diantriin.,Many toys ranging from children to adults. It's just that the queue time is very long. So you have to be observant which is worth to be delivered.
2019-10-01,"Di Universal studio, anda bisa menemui semua wahana yg bisa memanjakan anak anda dg berbagai atraksi dan permainan, jangan lupa mengambil gambar di Bola dunia dan menikmati garret yg terkenal. Naik skytrain dari vivo city atau bisa melalui jembatan penghubung dibawahnya.","At Universal Studio, you can find all the rides that can pamper your child with various attractions and games, don't forget to take pictures on the world ball and enjoy the famous garret. Take Skytrain from Vivo City or can go through a connecting bridge below it."
2019-09-01,Lokasi mudah diakses. Banyak tempat mainannya yang masing-masing mempunyai keasikan dan pengalam tersendiri. Fasiltas cukup lengkap dan bersih. Disarankan untuk memulai dari sebelah kiri memutar.,"Easily accessible location. Many places toys, each of which has its own wisdom and experience. The facility is quite complete and clean. It is recommended to start from the left side."
2019-10-01,"Taman bermain yang cocok dikunjungi wisatawan untuj segala usia. Universal studio berada di dalam kawasan sentosa island. Harus sediakan waktu 1 hari penuh untuk bermain supaya puas. Untuk hunting foto juga banyak spot2 foto yang cantik. Untuk tiket bisa beli online atau lsg beli di lokasi. Di komplek universal juga banyak tempat wisata lain yang bisa dikunjungi dan banyak toko2, tempat makan, toko souvenir untuk oleh2😁","Playgrounds that are suitable for tourists for all ages. Universal Studio is in the Sentosa Island region. Must provide 1 full day to play to be satisfied. For photo hunting, there are also many beautiful photo spots. For tickets, you can buy online or LSG buy at the location. In the universal complex there are also many other tourist attractions that can be visited and many shops, eating places, souvenir shops for souvenirs."
2019-09-01,wahana sangat cocok dinikmati sekeluarga ada banyak pilihan permainan ekstrim hingga yang ringan dilengkapi foodcourt dengan ragam menu.,Wahana is very suitable to be enjoyed by a family there are many choices of extreme to light games equipped with food courts with a variety of menus.
2019-05-01,"Menyenangkan menghabiskan waktu di Universal Studio. Lebih nyaman berkunjung kesana tidak dalam masa liburan sekolah, karena akan sangat penuh di setiap arena","Fun spend time at Universal Studio. More comfortable visiting there not in school holidays, because it will be very full in every arena"
2019-06-01,"Keren ini salah satu icon singapur, walaupun ga masuk kedalam tapi tetep bisa foto disini gratis tis tis loh🤭","This cool is one of the Singapore icons, although it doesn't go inside but still can take a photo here for free tis tis."
2018-11-01,"Kalau sudah urusan dunia fantasi, play ground dan sejenisnya...gak cuma anak2 yang hepi.. Orang tuanya juga sangat hepi. Pada kesempatan inipun kami sekelurga menyemoatkan diri ikut bermain dan bersuka cita disalah satu wahana permainan yang besar di asia tenggara di Singapura.  Universal Singapura menurut saya sudah cukup baik hanya saja krn udara cukup panas dan lokasi cooling down sedikit menyebabkan badan lekas lelah. Spot makanan dan minuman cukup baik, namun jenisnya yang kurang beragam katena saat saya kesana terkesan dimonopoli sponsor.  Tokoh2 yang ada kurang sehidup universal studio lainnya atau walt disney, but anyway we are fun, and I wish I can comeback some day with my fam...","When it comes to fantasy world, play ground and the like ... not only children who are hepi ... his parents are also very lively. On this occasion, we also used to take part in playing and rejoiced in one of the big games in Southeast Asia in Singapore. Universal Singapore in my opinion is good enough just because the air is hot enough and the location of cooling down slightly causes the body to get tired quickly. Food and drink spots are quite good, but the type is not diverse when I go there seem to be monopolized by sponsors. The figures who are less universal studio or Walt Disney, but anyway we are fun, and i wish i can comeback some day with my fam ..."
2018-08-01,"Pertama kali diajak ke Universal Studio saya awalnya agak malas karena tidak begitu suka wahana anak2, tetapi saat tiba di sana, penilaian saya berubah, suasana di sana menakjubkan, walau panas dan capek tidak terasa. Air bersih bebas refill di fountain yang ada di dekat toilet, layak dan segar untuk diminum maupun dimasukkan botol minum. Amazing place...","The first time I was invited to Universal Studio, I was initially rather lazy because I didn't really like the children's rides, but when I arrived there, my judgment changed, the atmosphere there was amazing, even though it was hot and tired not felt. Clean water free refill in the fountain that is near the toilet, worth and fresh to drink or put a drinking bottle. Amazing Place ..."
2019-06-01,"Kemarin (16 juni 2019), saya, istri dan 3 anak mengunjungi universal studio Singapura. Kami datang pagi sebelum universal studio buka supaya antriannya tidak begitu panjang. Anak2 hanya merasa bagus di transformers the ride: the ultimate 3D battle (antri 1 jam), light camera action hosted by Steven Spielberg dan water world show jam 13.00. Untuk makan yang cocok dengan anak2 susah didapat di dalam universal studio, jadi kami makan di luar universal studio (ada texas chicken, mc donals fll). Untungnya masih bisa masuk lagi asalkan melapor dan akan di cap tangan qt dengan cap warna ungu (tidak kelihatan dengan mata biasa).","Yesterday (June 16, 2019), I, my wife and 3 children visited Universal Studio Singapore. We came in the morning before Universal Studio opened so that the queue was not so long. Children only feel good in Transformers The Ride: The Ultimate 3D Battle (queue 1 hour), Light Camera Action Hosted by Steven Spielberg and Water World Show at 13.00. To eat that is suitable for children is hard to get in Universal Studio, so we eat outside Universal Studio (there is Texas Chicken, Mc Donals Fll). Fortunately, you can still enter again as long as it reports and will be labeled QT's hand with a purple stamp (not visible to ordinary eyes)."
2019-06-01,"Kalau anaknya masih di bawah 5 tahun kayaknya jangan kesini dulu deh.  Ngabisin waktu, ngabisin duit kayaknya. Karna ga banyak tempat juga bisa dimasuki anak anak dengan tinggi dibawah minimal. Ga seru juga kalo mesti ganti gantian jaga.  Kalo ga mau antri lama lama bisa beli tiket universal express nya. Kami kemaren ‘kejebak’ antri luamaaaaaa di transformer the ride. Ampun itu, ada buanyak ruangan buat diantriin.  Kalo lupa bawa stroller, ga usah panik, disana ada stroller sewaan. Wajib pake stroller kalo punya anak, daripada nyesel anaknya capek jalan trus minta gendong dan jadi encok 😂  Jadi kalo bawa anak kecil gimana? Lebih baik cari tempat lain, karna di singapore masih banyak sekali yang di eksplor yang child friendly.","If the child is still under 5 years, I don't think you're here yet. Spending time, spending money I think. Because there aren't many places can also be entered by children with a minimum height below. It's not fun too if you have to change to change. If you don't want to queue for a long time, you can buy the Universal Express ticket. We yesterday 'trapped' queued Luamaaaaaa on Transformer The Ride. Gosh, there are many rooms to be delivered. If you forget to bring a stroller, no need to panic, there is a rental stroller. Must use a stroller if you have children, rather than regretting their children tired of walking and then asking to carry and become gout 😂 so if you bring a child? Better to find another place, because in Singapore there are still many who are explored by Child Friendly."
2019-02-01,"Universal studios singapore memiliki banyak wahana yang bisa ditumpangi dan salah satu wahana yang saya suka adalah transformers dan human alliance yang berupa roller coaster dan di universal studios singapore ini pun juga ada semacam tempat untuk membeli makanan jika lapar ,sayangnya untuk memasuki wahana yang terkenal harus antri yang panjang dan itu membuat kita menghabiskan waktu hanya dengan mengantri","Universal Studios Singapore has many rides that can be boarded and one of the rides that I like is Transformers and Human Alliance in the form of Roller Coaster and at Universal Studios Singapore, there is also a kind of place to buy food if hungry, unfortunately to enter the famous vehicle must be queued which is long and it makes us spend time just queuing"
2018-07-01,Universal studio singapore tempat yang harus kalian kunjungi kalau berlibur di singapore tempat nya sangat bagus dan banyak permainan sangat rekomended,Universal Studio Singapore Place you have to visit if you vacation in Singapore the place is very good and many games are very recommended
2019-04-01,"Sangat cocok untuk liburan keluarga, tapi beberapa permainan ada yang memiliki minimum tinggi badan.","It is suitable for family holidays, but some games have a minimum height."
2018-06-01,"Datang saat hari kerja adalah salah satu kunci untuk melihat USS tidak penuh sesak dengan wisatawan, walau tetap banyak turis yang berkunjung tapi tidak seramai saat liburan tiba. Biar nggak rugi datanglah dari pagi hari karna tempatnya luas banget dan banyak tempat wisata disekitar USS yang bisa dikunjungi.","Coming on weekdays is one of the keys to seeing USS is not crowded with tourists, although there are still many tourists who visit but are not as busy as the holidays arrive. Let me not lose come from the morning because the place is very spacious and many tourist attractions around the USS that can be visited."
2018-06-01,"Kalau ke singapore, ini tempat wajib banget buat didatangi! rasanya seharian aja nga cukup untuk mainin semua wahana. Sampe capek deh..tapi worthed banget!","If you go to Singapore, this is a place to be visited! It feels all day it's not enough to play with all the rides. Until tired ... but really worthed!"
2019-05-01,"Ke Singapura nggak lengkap kalau nggak ke US. Sempetin disini seharian buat keliling-keliling. Datang pas buka, biar bisa nikmatin seluruh wahana. Sebisa mungkin jangan datang pas weekend, antrian tiap wahana panjaaaang, bisa sampai 70 menit. Ada time reminder di setiap entrance, biar bisa kira-kira bakalan masuk atau nggak. Beli tiket bisa online atau di loket. Tapi lebih menguntungkan via online karena murah dan banyak promonya. Nginaplah di hotel daerah Sentosa, supaya tidak jauh untuk datang kesini. Saya hanya butuh waktu 5 menit untuk nyampe kesini dengan shuttle bus hotel yang ready tiap 30 menit, begitu juga balik ke hotel. Banyak sekali toko suvenir dan restoran juga foodcourt yang bisa mampir sewaktu-waktu kalau capek jalan.","To Singapore is not complete if not to the US. Sempetin here all day to go around. Come when open, so you can enjoy all rides. As much as possible do not come on weekends, the queue of each Panjaaaang ride, can be up to 70 minutes. There is a time reminder in every entrance, so you can get in it or not. Buy tickets can be online or at the counter. But more profitable via online because it is cheap and many promotions. Install the Sentosa regional hotel, so it's not far to come here. I only need 5 minutes to arrive here with the shuttle bus hotel that is ready every 30 minutes, as well as back to the hotel. Lots of souvenir shops and restaurants as well as food courts that can stop by at any time when tired of the road."
2019-04-01,"Love it, pas Elmo birthday. Cocok buat anak2. Kalau ke sini pakai baju yang nyamannn. Sepatu atau sandal yang enak dikaki Karena jalann terussss😆 permainannya ok.","Love it, when Elmo Birthday. Suitable for children. If you come here wearing clothes that are comfortable. Shoes or sandals that are delicious on the foot because the road is terminated, the game is ok."
2019-04-01,"Universal Studio Singapore, seperti kita ketahui ini adalah Universal Studio pertama di luar Amerika sebelum mereka membuka yang terbaru di Jepang. Berlokasi di Resord World Sentosa di Pulau Sentosa, taman bermain ini sangat luas dengan beragam wahana permainan. Usahakan datang dari saat taman buka yaitu jam 10 pagi, di hari libur taman tutup lebih larut yaitu jam 10 malam, tapi di hari libur antrian untuk wahana-wahana favorit bisa mencapai 1 jam lebih untuk ride yang tidak lebih dari 5 menit. Di tiap pintu masuk wahana ada informasi antrian berapa menit, cermati apabila ingin masuk, jangan lupa ambil peta di pintu masuk, untuk mempermudah mobiltas kita di dalam taman. Sempatkan untuk menonton atraksi Waterworld, karena menurut saya ini adalah atraksi terbaik di sini, atraksi favorit lainnya menurut saya adalah Transformers, Jurasic Park (siap-siap untuk basah), Battlestar Galactica Human vs Cylone dan juga Istana Far Fara Away. Selamat berlibur.","Universal Studio Singapore, as we know this is the first Universal Studio outside America before they open the latest in Japan. Located at Resord World Sentosa on Sentosa Island, this playground is very broad with a variety of game rides. Try to come from when the park is open, which is 10 am, on holidays the park is closed more late at 10 pm, but on a queue holiday for favorite rides can reach 1 hour more for rides that are no more than 5 minutes. At each entrance there is a queue information on how many minutes, look at if you want to enter, don't forget to take the map at the entrance, to make it easier for our mobils in the park. Take time to watch the waterworld attraction, because in my opinion this is the best attraction here, other favorite attractions in my opinion are Transformers, Jurasic Park (get ready for wet), Battlestar Galactica Human vs. Cylone and also Far Fara Away Palace. Happy holidays."
2019-04-01,"Tempatnya penuh dengan Permainan yang sangat menarik mulai dari untuk anak kecil hingga orang dewasa, di sini juga ada restoran, tempat belanja, dan semua petugas dari universl studio siap membantu jika diperlukan, keren..","The place is full of games that are very interesting ranging from small children to adults, here there are also restaurants, shopping places, and all officers from Universl Studio are ready to help if needed, cool .."
2019-04-01,"overall memang best.tapi,masa pagi had bad experience dlm game river raft.waiting dalam 1hour.then ada announcement kate ade issue dan game delay dan ambil mase yg lame.wth 🤬 kami dah beratur lame,then ada issue begitu,sepatotnye pihak RWS beri express pass pd yg menunggu lama utk game river raft tu. then bolehla kami waiting utk game yg lain pula. dahla ambil mase kat river raft,then,waiting utk game lain pon ambil mase yg lame..mmg kat situ je dah jammed la.masa dahla terhad. dpt main river raft semula pd lewat ptg sblm USS dah nak tutup😣 tak dapat nak main semua game.tiket dahla mahal.tp setiap game dapat main 1 sahaja?tu pon bkn semua game dapat kami main.meet&greet/tayangan2 seperti waterworld dan lain2,tak dpt nak tengok pon disebabkan ambil mase waiting utk game2 yg kene beratur tu😑 kire hnye beberape game shjla dpt main.dahla panas satu hal.please RWS🙏tingkatkan la lagi servis yang sedia ade ke tahap yg lebih boom setanding dgn harga tiket yg dah kami bayar","Overall is the best.But, the morning had bad experience in the river raft game.waiting in 1hour.then there was an announcement kate ade issue and game delay and took the lame.wth 🤬 we had lined up, then there was such an issue, sepatotnye RWS Give the Express Pass PD waiting for the river raft game. Then we can wait for another game. Dahla take it to the river raft, then, waiting for another game to take the lame..mmg there is already jammed la. Can play river rafts back in the past before the USS is closed😣 Can't play all the games. Expensive is expensive.tp every game can only play 1? Can't see the pounds because they take the wait for the games here in the line. We pay"
2018-10-01,"Pas banget buat teman teman yang mau ajak anaknya liburan ... tiket ke singapore sih murah , tapi siapin budget extra ya, you gonna spend lots of money there , but thats fine , all for fun . . . Pokonya pas buat liburan keluarga","Very fitting for friends who want to invite their children on vacation ... tickets to Singapore are cheap, but prepare an extra budget, you gonna spend lots of money there, but that fine, all for fun. . . The pokonya is right for a family vacation"
2019-03-01,"Beberapa hari yang lalu saya ke singapura untuk mencoba Universal Studios, dan WOW! pengalaman pertama kali dan paling mengagumkan, wahananya sangat menantang dan memacu adrenalin, saya mencoba beberapa wahana seperti The Mummy Revenge, Battlestar Galactica, Transformer, dan beberapa wahana lainnya. Satu hal yang pasti yaitu saya pasti akan kembali!!!","A few days ago I went to Singapore to try Universal Studios, and wow! The first and most amazing experience, the row was very challenging and spurred adrenaline, I tried several rides such as The Mummy Revenge, Battlestar Galactica, Transformers, and several other rides. One thing that is certain is that I will definitely return !!!"
